id,col_15min,dist2coast,lat,lat_15min,lon,lon_15min,rivwth,row_15min,uparea
4036,816,0.0,64.2112503052,64.125,23.7012500763,24.125,11.0,103,1435022208.0
4043,1434,0.0,64.0179138184,64.125,178.654586792,178.625,68.0,103,9415215104.0
4044,76,2864.0,63.8670806885,63.875,-160.764587402,-160.875,21.0,104,5263344128.0
4045,77,0.0,63.7945823669,63.875,-160.772079468,-160.625,21.0,104,5263344128.0
4051,348,0.0,63.8920822144,63.875,-92.7795791626,-92.875,20.0,104,3866012928.0
4054,353,0.0,63.7779159546,63.875,-91.7045822144,-91.625,19.0,104,3711205120.0
4055,355,4532.0,63.7537498474,63.875,-91.4187469482,-91.125,16.0,104,3018234112.0
4056,359,0.0,63.9987487793,63.875,-90.2220840454,-90.125,10.0,104,1746019712.0
4061,384,0.0,63.7720832825,63.875,-83.7637481689,-83.875,13.0,104,2190395136.0
4075,445,2026.0,63.7570838928,63.875,-68.6004104614,-68.625,26.0,104,3249942272.0
4077,458,2026.0,63.8204154968,63.875,-65.282081604,-65.375,10.0,104,1009653760.0
4085,765,2026.0,63.7970809937,63.875,11.4754171371,11.375,20.0,104,1502481024.0
4086,800,0.0,63.8095855713,63.875,20.4979171753,20.125,128.0,104,26790555648.0
4087,801,2026.0,63.782081604,63.875,20.3245830536,20.375,128.0,104,26790555648.0
4091,812,0.0,63.8929138184,63.875,23.1304168701,23.125,17.0,104,2589742848.0
4093,815,0.0,64.0370788574,63.875,23.5854167938,23.875,11.0,104,1435022208.0
4094,865,4048.0,63.9787521362,63.875,36.3020858765,36.375,16.0,104,1956213376.0
4099,870,0.0,63.8220825195,63.875,37.6112518311,37.625,10.0,104,1069173568.0
4100,871,0.0,63.9345855713,63.875,37.9920845032,37.875,207.0,104,56823201792.0
4111,350,0.0,63.5437507629,63.625,-92.3737487793,-92.375,10.0,105,1351073792.0
4126,377,0.0,63.7429161072,63.625,-85.7262496948,-85.625,26.0,105,5001226240.0
4127,380,0.0,63.53125,63.625,-84.3912506104,-84.875,10.0,105,1072956928.0
4128,382,2028.0,63.6187515259,63.625,-84.3012466431,-84.375,10.0,105,1072956928.0
4145,435,4536.0,63.592918396,63.625,-71.1937484741,-71.125,14.0,105,1508960256.0
4146,443,0.0,63.6145820618,63.625,-68.8570785522,-69.125,20.0,105,2241533440.0
4147,444,0.0,63.6087493896,63.625,-68.8587493896,-68.875,20.0,105,2241533440.0
4166,795,2031.0,63.3370819092,63.625,19.1704177856,18.875,22.0,105,3498871296.0
4167,796,0.0,63.5595855713,63.625,19.4429168701,19.125,17.0,105,2437873408.0
4168,798,2870.0,63.5379180908,63.625,19.7387504578,19.625,17.0,105,2668524800.0
4172,810,2029.0,63.5620803833,63.625,22.5079174042,22.625,26.0,105,4404390912.0
4173,811,0.0,63.6470832825,63.625,22.8195838928,22.875,15.0,105,2172243968.0
4174,812,0.0,63.6629180908,63.625,22.7704181671,23.125,15.0,105,2172243968.0
4219,759,0.0,63.3245849609,63.375,9.86291694641,9.875,25.0,106,3275545600.0
4221,761,0.0,63.3420829773,63.375,10.2662506104,10.375,30.0,106,3566555904.0
4222,762,2030.0,63.4312515259,63.375,10.3787498474,10.625,30.0,106,3566555904.0
4223,763,0.0,63.4654159546,63.375,10.9070835114,10.875,25.0,106,2154593792.0
4225,794,4065.0,63.2662506104,63.375,18.7137508392,18.625,17.0,106,2460210688.0
4226,796,4063.0,63.3462524414,63.375,19.1287498474,19.125,22.0,106,3498871296.0
4230,812,0.0,63.5845832825,63.375,22.5120830536,23.125,26.0,106,4404390912.0
4244,65,0.0,63.0829162598,63.125,-163.603744507,-163.625,10.0,107,1400135552.0
4245,66,2035.0,63.0220832825,63.125,-163.322921753,-163.375,10.0,107,1144187264.0
4248,69,0.0,63.2387504578,63.125,-162.652923584,-162.625,10.0,107,1009234880.0
4259,436,2034.0,63.1595840454,63.125,-70.8579177856,-70.875,13.0,107,1379556096.0
4265,458,2035.0,63.0229187012,63.125,-65.2612457275,-65.375,10.0,107,2396144128.0
4277,807,0.0,63.1870803833,63.125,21.9395847321,21.875,30.0,107,5155547648.0
4279,1437,0.0,63.0220832825,63.125,179.289581299,179.375,10.0,107,1104771072.0
4280,60,0.0,62.7929153442,62.875,-164.767913818,-164.875,885.0,108,8.40591736832e+11
4281,350,0.0,62.8320846558,62.875,-92.4137496948,-92.375,10.0,108,1486685568.0
4296,438,0.0,62.8829154968,62.875,-70.4962463379,-70.375,12.0,108,1316661248.0
4312,754,0.0,62.9737472534,62.875,8.65625,8.625,12.0,108,1175219072.0
4313,755,0.0,62.8820800781,62.875,8.54208374023,8.875,12.0,108,1175219072.0
4314,789,2041.0,62.5512504578,62.875,17.422082901,17.375,119.0,108,25485291520.0
4325,349,2040.0,62.6329154968,62.625,-92.6479110718,-92.625,10.0,109,1471704960.0
4342,443,4562.0,62.6462478638,62.625,-69.2437438965,-69.125,13.0,109,1685531776.0
4351,750,0.0,62.5570831299,62.625,7.68541669846,7.625,18.0,109,1142904320.0
4353,752,0.0,62.7020835876,62.625,8.11375045776,8.125,20.0,109,1206323584.0
4355,754,0.0,62.6687469482,62.625,8.5562505722,8.625,27.0,109,2442313472.0
4356,789,0.0,62.5279159546,62.625,17.4020843506,17.375,119.0,109,25485291520.0
4361,1373,0.0,62.5354156494,62.625,163.342086792,163.375,30.0,109,5886211584.0
4368,1426,0.0,62.4870834351,62.625,176.871246338,176.625,16.0,109,1470884736.0
4369,1428,0.0,62.5454177856,62.625,177.227920532,177.125,36.0,109,4274354432.0
4374,347,0.0,62.3270835876,62.375,-93.0670852661,-93.125,24.0,110,4589242368.0
4400,446,8177.0,62.2995834351,62.375,-68.2729110718,-68.375,14.0,110,1590127488.0
4409,753,2039.0,62.6712493896,62.375,8.53291702271,8.375,27.0,110,2442313472.0
4410,789,2044.0,62.3070831299,62.375,17.4012508392,17.375,59.0,110,12776920064.0
4414,1372,4568.0,62.4079170227,62.375,163.136260986,163.125,51.0,110,12930328576.0
4417,1379,0.0,62.4137496948,62.375,165.048751831,164.875,227.0,110,72973852672.0
4418,1380,0.0,62.4737510681,62.375,165.227081299,165.125,227.0,110,72973852672.0
4421,1427,0.0,62.4612503052,62.375,176.767089844,176.875,16.0,110,1470884736.0
4426,346,2047.0,62.0612487793,62.125,-93.3562469482,-93.375,70.0,111,20185602048.0
4437,421,4093.0,62.1070823669,62.125,-74.5179138184,-74.625,16.0,111,3762655488.0
4443,449,6136.0,62.2137489319,62.125,-67.6879119873,-67.625,11.0,111,1123645184.0
4457,805,6136.0,62.2154159546,62.125,21.437084198,21.375,10.0,111,1084587520.0
4458,1356,2048.0,61.9170837402,62.125,159.220413208,159.125,23.0,111,3476590592.0
4462,1421,0.0,62.0770835876,62.125,175.36541748,175.375,77.0,111,14755106816.0
4464,1423,0.0,62.2420806885,62.125,175.982086182,175.875,12.0,111,1143202816.0
4487,788,0.0,61.7162475586,61.875,17.1379165649,17.125,15.0,112,2527344384.0
4488,789,2049.0,61.8912506104,61.875,17.3412513733,17.375,10.0,112,1105127552.0
4490,806,2899.0,61.8270835876,61.875,21.5120830536,21.625,17.0,112,3040287488.0
4491,1347,0.0,61.5812492371,61.875,156.993743896,156.875,23.0,112,4558396416.0
4492,1349,0.0,61.7879180908,61.875,157.499588013,157.375,10.0,112,1557451136.0
4493,1350,0.0,61.7762489319,61.875,157.736251831,157.625,10.0,112,1346601728.0
4497,1356,0.0,61.9095840454,61.875,159.012908936,159.125,23.0,112,3476590592.0
4499,1358,4100.0,61.8262481689,61.875,159.588745117,159.625,10.0,112,1299537536.0
4502,1361,2048.0,61.9237518311,61.875,160.362091064,160.375,54.0,112,12209376256.0
4503,1362,2048.0,61.9170837402,61.875,160.375427246,160.625,54.0,112,12209376256.0
4506,1416,0.0,61.8170852661,61.875,174.100418091,174.125,26.0,112,4412192256.0
4512,344,0.0,61.5520820618,61.625,-93.844581604,-93.875,10.0,113,1233186944.0
4515,408,4586.0,61.7337493896,61.625,-77.8187484741,-77.875,10.0,113,1212067840.0
4516,409,0.0,61.5987510681,61.625,-77.6120834351,-77.625,33.0,113,8555719680.0
4530,788,4107.0,61.5470809937,61.625,17.0495834351,17.125,15.0,113,2527344384.0
4531,806,0.0,61.5429153442,61.625,21.7145843506,21.625,100.0,113,25627957248.0
4532,1347,0.0,61.5645828247,61.625,156.982910156,156.875,23.0,113,4558396416.0
4538,1362,2050.0,61.7954177856,61.625,160.407089233,160.625,54.0,113,12209376256.0
4545,1413,0.0,61.5270843506,61.625,173.342926025,173.375,10.0,113,1064231680.0
4546,1414,0.0,61.7320823669,61.625,173.550415039,173.625,37.0,113,6658002432.0
4551,58,0.0,61.2612495422,61.375,-165.263748169,-165.375,21.0,114,5357073920.0
4552,116,0.0,61.2270812988,61.375,-150.824584961,-150.875,17.0,114,2444493312.0
4553,117,0.0,61.3020820618,61.375,-150.573745728,-150.625,164.0,114,51629682688.0
4554,119,0.0,61.2562484741,61.375,-150.30708313,-150.125,164.0,114,51362586624.0
4557,122,0.0,61.4979171753,61.375,-149.284576416,-149.375,69.0,114,8698237952.0
4564,432,4109.0,61.4454154968,61.375,-71.9170837402,-71.875,10.0,114,1180148864.0
4569,741,0.0,61.4720840454,61.375,5.41791677475,5.375,18.0,114,1217471616.0
4578,1360,2056.0,61.2920837402,61.375,160.017089844,160.125,10.0,114,1000596864.0
4584,1409,0.0,61.4204177856,61.375,172.752075195,172.375,16.0,114,1781587328.0
4586,1411,0.0,61.4520835876,61.375,172.850418091,172.875,16.0,114,1781587328.0
4591,60,0.0,61.1162490845,61.125,-164.763748169,-164.875,10.0,115,1051495488.0
4592,62,0.0,61.0887489319,61.125,-164.831253052,-164.375,10.0,115,1051495488.0
4596,116,0.0,61.2087478638,61.125,-150.956253052,-150.875,17.0,115,2444493312.0
4601,124,0.0,61.4729156494,61.125,-149.352920532,-148.875,69.0,115,8698237952.0
4615,431,5815.0,61.3329162598,61.125,-71.8662490845,-72.125,10.0,115,1180148864.0
4616,432,6169.0,61.2937507629,61.125,-71.7712478638,-71.875,10.0,115,1180148864.0
4625,741,2056.0,61.3262481689,61.125,5.34124994278,5.375,18.0,115,1217471616.0
4633,749,4117.0,61.1070823669,61.125,7.47791671753,7.375,18.0,115,1131339776.0
4634,750,2057.0,61.2354164124,61.125,7.69291687012,7.625,17.0,115,1007691200.0
4635,788,0.0,61.1487503052,61.125,17.1737499237,17.125,83.0,115,20102170624.0
4637,806,6506.0,61.2262496948,61.125,21.6137504578,21.625,10.0,115,1193647104.0
4639,1345,0.0,61.0820846558,61.125,156.280426025,156.375,12.0,115,1849811712.0
4643,1365,0.0,61.1545829773,61.125,161.402923584,161.375,13.0,115,2072460160.0
4646,1409,0.0,61.2104187012,61.125,172.367919922,172.375,15.0,115,1585800192.0
4652,64,0.0,60.8662490845,60.875,-163.926254272,-163.875,14.0,116,2803683072.0
4653,65,0.0,60.8479156494,60.875,-163.737075806,-163.625,10.0,116,1436181888.0
4654,67,0.0,60.7579154968,60.875,-163.45791626,-163.125,10.0,116,1158716288.0
4655,113,0.0,60.9129180908,60.875,-151.732910156,-151.625,27.0,116,4648784384.0
4656,115,0.0,60.7870826721,60.875,-151.045410156,-151.125,53.0,116,5950314496.0
4668,339,5839.0,60.6354141235,60.875,-94.5370788574,-95.125,26.0,116,4849143808.0
4669,342,2062.0,60.8479156494,60.875,-94.3704147339,-94.375,68.0,116,21872250880.0
4672,408,0.0,60.8037490845,60.875,-77.9412460327,-77.875,10.0,116,1013640192.0
4682,744,6190.0,60.7262496948,60.875,5.78708362579,6.125,32.0,116,1720187392.0
4685,749,0.0,61.1054153442,60.875,7.41208362579,7.375,18.0,116,1131339776.0
4687,789,0.0,60.8145828247,60.875,17.2629165649,17.375,10.0,116,1489072640.0
4690,834,4612.0,60.7720832825,60.875,28.7087497711,28.625,10.0,116,1566715008.0
4697,1373,0.0,60.750415802,60.875,163.337921143,163.375,38.0,116,5371197440.0
4698,1374,2061.0,60.8512496948,60.875,163.746246338,163.625,10.0,116,1153598592.0
4699,1375,6183.0,60.9295806885,60.875,163.827087402,163.875,27.0,116,4336807936.0
4700,1397,0.0,60.5512504578,60.875,169.20375061,169.375,56.0,116,11541912576.0
4719,341,0.0,60.5229148865,60.625,-94.7154159546,-94.625,26.0,117,4849143808.0
4723,410,2066.0,60.532081604,60.625,-77.4012451172,-77.375,15.0,117,1966683648.0
4729,743,6193.0,60.65625,60.625,5.79874992371,5.875,32.0,117,1720187392.0
4731,788,2919.0,60.6779174805,60.625,17.1745834351,17.125,10.0,117,2179503360.0
4732,789,2064.0,60.6295852661,60.625,17.4229164124,17.375,106.0,117,28833388544.0
4733,790,0.0,60.5087509155,60.625,17.6537513733,17.625,10.0,117,1356710784.0
4739,821,2068.0,60.3370819092,60.625,25.5429172516,25.375,10.0,117,1515607808.0
4740,827,2066.0,60.5012512207,60.625,26.9179172516,26.875,118.0,117,28993179648.0
4744,832,0.0,60.5237503052,60.625,28.0162506104,28.125,11.0,117,1478452480.0
4752,1373,6521.0,60.8287506104,60.625,163.78125,163.375,27.0,117,4336807936.0
4757,1396,0.0,60.5612487793,60.625,169.063751221,169.125,56.0,117,11541912576.0
4769,69,0.0,60.2862510681,60.375,-162.521255493,-162.625,234.0,118,1.20554381312e+11
4773,114,0.0,60.3787498474,60.375,-151.30291748,-151.375,13.0,118,2243270144.0
4779,140,0.0,60.4820823669,60.375,-144.911254883,-144.875,168.0,118,64767254528.0
4781,142,4622.0,60.4454154968,60.375,-144.752914429,-144.375,168.0,118,64767254528.0
4782,341,2066.0,60.4770812988,60.375,-94.7045822144,-94.625,105.0,118,38786064384.0
4784,440,0.0,60.3112487793,60.375,-69.7562484741,-69.875,11.0,118,1906066048.0
4795,748,0.0,60.467918396,60.375,7.0654168129,7.125,19.0,118,1066329344.0
4796,791,0.0,60.4229164124,60.375,18.1529178619,17.875,10.0,118,1286003200.0
4797,792,0.0,60.3370819092,60.375,18.2429180145,18.125,10.0,118,1286003200.0
4801,810,2923.0,60.4045829773,60.375,22.6470832825,22.625,10.0,118,1380624896.0
4803,812,0.0,60.3337478638,60.375,23.0229167938,23.125,10.0,118,1116999552.0
4805,822,4135.0,60.3862495422,60.375,25.6687507629,25.625,10.0,118,1515607808.0
4807,824,0.0,60.4220809937,60.375,26.0412502289,26.125,10.0,118,1136775680.0
4813,1340,0.0,60.4487495422,60.375,155.208755493,155.125,15.0,118,2219500800.0
4815,1384,0.0,60.4429168701,60.375,166.148742676,166.125,10.0,118,1199717632.0
4816,1385,0.0,60.4629173279,60.375,166.360412598,166.375,11.0,118,1319962752.0
4817,1386,0.0,60.3212509155,60.375,166.267089844,166.625,11.0,118,1319962752.0
4821,1398,0.0,60.4279174805,60.375,169.67791748,169.625,73.0,118,13712235520.0
4829,62,2070.0,60.1695823669,60.125,-164.482910156,-164.375,10.0,119,2524077056.0
4832,71,0.0,60.1995849609,60.125,-162.247909546,-162.125,15.0,119,3651514880.0
4833,72,2070.0,60.1395835876,60.125,-162.19291687,-161.875,15.0,119,3651514880.0
4842,143,2069.0,60.2170829773,60.125,-144.202911377,-144.125,10.0,119,1226405632.0
4844,146,0.0,60.0520820618,60.125,-143.473754883,-143.375,10.0,119,1786743936.0
4847,149,0.0,60.0870819092,60.125,-142.532089233,-142.625,10.0,119,1342786304.0
4848,152,0.0,60.1395835876,60.125,-141.452087402,-141.875,10.0,119,3068090624.0
4849,153,0.0,60.1362495422,60.125,-141.378753662,-141.625,10.0,119,3068090624.0
4850,154,0.0,60.0112495422,60.125,-141.267913818,-141.375,10.0,119,3068090624.0
4851,161,2071.0,60.062915802,60.125,-139.507080078,-139.625,10.0,119,2831861248.0
4853,341,0.0,60.1637496948,60.125,-94.7170791626,-94.625,25.0,119,4472911872.0
4855,411,0.0,60.0387496948,60.125,-77.2229156494,-77.125,108.0,119,27952150528.0
4856,436,0.0,60.0787506104,60.125,-70.9970779419,-70.875,143.0,119,41125564416.0
4857,438,4144.0,60.0462493896,60.125,-70.3670806885,-70.375,27.0,119,5550818304.0
4877,813,0.0,60.0254135132,60.125,23.4720840454,23.375,16.0,119,2660272896.0
4880,819,0.0,60.2087478638,60.125,24.9862499237,24.875,10.0,119,1278246016.0
4889,1339,0.0,60.2320823669,60.125,154.774581909,154.875,38.0,119,5020769792.0
4890,1366,4144.0,60.0429153442,60.125,161.558746338,161.625,22.0,119,2218345984.0
4892,1375,0.0,60.0237503052,60.125,163.998748779,163.875,10.0,119,1023674048.0
4898,1381,0.0,60.187915802,60.125,165.480407715,165.375,64.0,119,12923161600.0
4913,66,0.0,59.8387489319,59.875,-163.253753662,-163.375,10.0,120,1048762112.0
4916,72,2075.0,59.7587509155,59.875,-161.928756714,-161.875,10.0,120,2416781824.0
4923,116,4640.0,59.7962493896,59.875,-150.952087402,-150.875,12.0,120,1069444224.0
4933,159,0.0,59.8020820618,59.875,-139.878753662,-140.125,10.0,120,1157343616.0
4934,160,0.0,59.7829170227,59.875,-139.980407715,-139.875,10.0,120,1157343616.0
4939,340,2073.0,59.9220809937,59.875,-94.8262481689,-94.875,10.0,120,1061327424.0
4942,438,0.0,59.9737472534,59.875,-70.3012466431,-70.375,13.0,120,1538359808.0
4943,440,2073.0,59.9229164124,59.875,-69.7679138184,-69.875,13.0,120,1750219776.0
4947,462,2075.0,59.780418396,59.875,-64.2720794678,-64.375,10.0,120,1000963840.0
4966,840,0.0,59.9120826721,59.875,30.2112503052,30.125,591.0,120,2.879488e+11
4967,841,0.0,59.9087486267,59.875,30.2070846558,30.375,591.0,120,2.879488e+11
4970,1336,2074.0,59.8737487793,59.875,154.212081909,154.125,15.0,120,1527532032.0
4972,1366,2930.0,60.0645828247,59.875,161.617919922,161.625,22.0,120,2218345984.0
4982,72,2076.0,59.7037506104,59.625,-161.872909546,-161.875,10.0,121,1316844672.0
4997,409,2078.0,59.5429153442,59.625,-77.7137451172,-77.625,23.0,121,3064396800.0
4998,410,0.0,59.6129150391,59.625,-77.4787445068,-77.375,65.0,121,12243510272.0
5000,441,0.0,59.6920814514,59.625,-69.6495819092,-69.625,14.0,121,2026117376.0
5010,760,0.0,59.7329177856,59.625,10.2379169464,10.125,78.0,121,16782073856.0
5022,833,2076.0,59.65625,59.625,28.2712497711,28.375,49.0,121,13415668736.0
5023,1316,0.0,59.6370849609,59.625,149.094589233,149.125,77.0,121,26077020160.0
5024,1317,0.0,59.7462501526,59.625,149.377075195,149.375,33.0,121,8366340096.0
5026,1320,0.0,59.65625,59.625,150.162078857,150.125,30.0,121,7685715456.0
5031,1325,0.0,59.562084198,59.625,151.274581909,151.375,45.0,121,8948542464.0
5032,1336,0.0,59.6020812988,59.625,154.199584961,154.125,52.0,121,9639557120.0
5051,165,0.0,59.1445846558,59.375,-138.622085571,-138.625,142.0,122,29446045696.0
5054,340,2081.0,59.3304176331,59.375,-94.7629165649,-94.875,41.0,122,7941015552.0
5055,341,2080.0,59.405418396,59.375,-94.7420806885,-94.625,10.0,122,1368728704.0
5058,440,0.0,59.312915802,59.375,-69.7537536621,-69.875,22.0,122,3173790208.0
5066,744,2079.0,59.4829177856,59.375,6.24791669846,6.125,29.0,122,1485904768.0
5067,758,2084.0,59.0512504578,59.375,10.0212497711,9.625,31.0,122,5584694784.0
5071,792,0.0,59.3195800781,59.375,18.1529178619,18.125,41.0,122,22480451584.0
5078,820,6237.0,59.4787483215,59.375,25.1512508392,25.125,10.0,122,1496808576.0
5081,832,2079.0,59.467918396,59.375,28.0454177856,28.125,124.0,122,56388931584.0
5082,1291,0.0,59.2729148865,59.375,142.847076416,142.875,45.0,122,10892281856.0
5083,1292,0.0,59.3379173279,59.375,143.068756104,143.125,61.0,122,18805143552.0
5084,1293,5883.0,59.4012489319,59.375,143.252075195,143.375,31.0,122,8328880640.0
5087,1297,0.0,59.3770828247,59.375,144.414581299,144.375,46.0,122,13525547008.0
5089,1299,0.0,59.3670806885,59.375,144.920410156,144.875,64.0,122,19270369280.0
5103,1334,0.0,59.5187492371,59.375,154.07208252,153.625,52.0,122,9639557120.0
5109,1361,4158.0,59.4820823669,59.375,160.488754272,160.375,26.0,122,3531077376.0
5114,73,4167.0,59.1187515259,59.125,-161.542922974,-161.625,10.0,123,2622861312.0
5115,78,0.0,59.0754165649,59.125,-160.342910767,-160.375,20.0,123,4599468032.0
5116,85,0.0,59.1462478638,59.125,-158.517089844,-158.625,11.0,123,3399295232.0
5118,92,0.0,59.0445823669,59.125,-156.867919922,-156.875,46.0,123,20454320128.0
5119,96,0.0,59.0037498474,59.125,-156.852920532,-155.875,46.0,123,20454320128.0
5125,165,0.0,59.1654167175,59.125,-138.572921753,-138.625,142.0,123,29446045696.0
5131,177,0.0,59.2320823669,59.125,-135.522918701,-135.625,56.0,123,3960218880.0
5132,178,2082.0,59.2120819092,59.125,-135.282913208,-135.375,18.0,123,1183056512.0
5133,336,2944.0,59.2304153442,59.125,-94.8120880127,-95.875,144.0,123,50467569664.0
5134,340,0.0,59.0695838928,59.125,-94.8270797729,-94.875,144.0,123,50467569664.0
5135,407,2084.0,59.0429153442,59.125,-78.222076416,-78.125,16.0,123,2219786752.0
5136,408,5890.0,59.2029151917,59.125,-77.9645843506,-77.875,27.0,123,4052728576.0
5151,758,0.0,59.0512466431,59.125,9.69708347321,9.625,64.0,123,11266100224.0
5152,760,2084.0,59.0379180908,59.125,10.0545835495,10.125,31.0,123,5584694784.0
5154,763,0.0,59.1945800781,59.125,10.9479169846,10.875,156.0,123,42026622976.0
5161,1286,0.0,58.8962516785,59.125,141.908752441,141.625,62.0,123,15435112448.0
5171,1329,0.0,59.0537490845,59.125,152.342086792,152.375,18.0,123,2041101568.0
5172,1330,2084.0,59.0387496948,59.125,152.432922363,152.625,18.0,123,2041101568.0
5181,1359,4660.0,59.0820846558,59.125,159.834579468,159.875,16.0,123,2495415552.0
5183,1362,0.0,59.3495826721,59.125,160.327087402,160.625,26.0,123,3531077376.0
5184,1372,0.0,59.1437492371,59.125,163.011260986,163.125,21.0,123,2133059328.0
5198,84,2952.0,58.7879180908,58.875,-158.925415039,-158.875,10.0,124,1477718272.0
5199,85,0.0,58.9120826721,58.875,-158.74458313,-158.625,10.0,124,1174223360.0
5201,87,0.0,58.9087524414,58.875,-158.018753052,-158.125,74.0,124,30163863552.0
5202,88,0.0,58.9154167175,58.875,-158.062911987,-157.875,74.0,124,30163863552.0
5216,180,0.0,58.8020820618,58.875,-134.989578247,-134.875,10.0,124,1005046464.0
5217,181,0.0,58.8029174805,58.875,-134.957077026,-134.625,10.0,124,1005046464.0
5218,341,0.0,58.8954162598,58.875,-94.6070861816,-94.625,62.0,124,14027295744.0
5223,439,0.0,58.7737503052,58.875,-70.0862503052,-70.125,169.0,124,41988468736.0
5229,445,2086.0,58.8945846558,58.875,-68.7370834351,-68.625,15.0,124,1645875712.0
5233,456,2951.0,58.8362503052,58.875,-65.7762451172,-65.875,37.0,124,3999550208.0
5246,757,0.0,58.8670845032,58.875,9.35458374023,9.375,10.0,124,1236578944.0
5255,814,0.0,58.7729148865,58.875,23.7412509918,23.625,10.0,124,3252108032.0
5256,1287,0.0,58.8579177856,58.875,141.881256104,141.875,62.0,124,15435112448.0
5261,1358,2087.0,58.7979164124,58.875,159.617919922,159.625,16.0,124,2252717568.0
5273,92,6265.0,58.7370834351,58.625,-156.896255493,-156.875,34.0,125,9589656576.0
5285,184,0.0,58.5054168701,58.625,-133.922912598,-133.875,125.0,125,17472724992.0
5287,343,0.0,58.6695823669,58.625,-94.1879119873,-94.125,428.0,125,3.03264366592e+11
5288,344,0.0,58.6737518311,58.625,-94.1737518311,-93.875,428.0,125,3.03264366592e+11
5294,440,0.0,58.6920852661,58.625,-69.9245834351,-69.875,24.0,125,2871636480.0
5296,446,0.0,58.5329170227,58.625,-68.28125,-68.375,14.0,125,1558172160.0
5301,458,5905.0,58.7879180908,58.625,-65.827911377,-65.375,37.0,125,3999550208.0
5319,785,0.0,58.6179161072,58.625,16.2512512207,16.375,17.0,125,15160083456.0
5320,786,0.0,58.7420845032,58.625,17.0179176331,16.625,10.0,125,3914027264.0
5322,788,0.0,58.7462501526,58.625,17.0187492371,17.125,10.0,125,3914027264.0
5332,1356,0.0,58.5137481689,58.625,159.181243896,159.125,41.0,125,8033662976.0
5334,1367,0.0,58.5462493896,58.625,162.293746948,161.875,11.0,125,1935876736.0
5335,1368,0.0,58.4562492371,58.625,162.20791626,162.125,12.0,125,1234573184.0
5336,1369,0.0,58.6945800781,58.625,162.45791626,162.375,11.0,125,1935876736.0
5341,90,2094.0,58.2512512207,58.375,-157.326248169,-157.375,10.0,126,2564474368.0
5358,186,0.0,58.1404190063,58.375,-133.70791626,-133.375,39.0,126,2496831488.0
5361,407,0.0,58.4570846558,58.375,-78.097076416,-78.125,57.0,126,10517961728.0
5363,409,0.0,58.3945846558,58.375,-78.0229187012,-77.625,57.0,126,10517961728.0
5366,450,4189.0,58.2662506104,58.375,-67.3979187012,-67.375,23.0,126,3244594432.0
5367,451,2093.0,58.34375,58.375,-67.09375,-67.125,14.0,126,1833184512.0
5368,452,2092.0,58.4495849609,58.375,-66.8120803833,-66.875,35.0,126,5234679296.0
5369,453,2091.0,58.4737510681,58.375,-66.6212463379,-66.625,12.0,126,1362891776.0
5370,455,0.0,58.4879150391,58.375,-66.0104141235,-66.125,154.0,126,40797384704.0
5385,745,0.0,58.2770843506,58.375,6.38541698456,6.375,17.0,126,1909085184.0
5387,747,2094.0,58.2612495422,58.375,6.84124994278,6.875,11.0,126,1454885120.0
5388,753,2095.0,58.1945838928,58.375,8.07708358765,8.375,36.0,126,3773429248.0
5389,754,0.0,58.405418396,58.375,8.72291660309,8.625,24.0,126,4044959744.0
5391,766,2959.0,58.437915802,58.375,11.6837501526,11.625,10.0,126,1353667200.0
5399,816,0.0,58.3820838928,58.375,24.4545841217,24.125,28.0,126,6903595520.0
5400,817,0.0,58.3812484741,58.375,24.4787502289,24.375,28.0,126,6903595520.0
5402,1281,0.0,58.2404174805,58.375,140.70791626,140.375,10.0,126,1257118592.0
5406,1368,2093.0,58.3620834351,58.375,162.127090454,162.125,12.0,126,1234573184.0
5409,91,0.0,58.2037506104,58.125,-157.173751831,-157.125,10.0,127,4226843648.0
5426,185,6293.0,58.0195846558,58.125,-133.632919312,-133.625,39.0,127,2496831488.0
5427,347,0.0,58.2304153442,58.125,-92.9370880127,-93.125,20.0,127,3528030464.0
5428,348,0.0,58.1304168701,58.125,-92.8470840454,-92.875,20.0,127,3528030464.0
5429,409,0.0,58.2420845032,58.125,-77.5354156494,-77.625,17.0,127,2203521280.0
5430,411,0.0,58.0095825195,58.125,-77.1479187012,-77.125,27.0,127,4119517952.0
5431,440,0.0,58.5837516785,58.125,-69.8112487793,-69.875,24.0,127,2871636480.0
5432,446,0.0,58.0287513733,58.125,-68.4812469482,-68.375,460.0,127,1.35780278272e+11
5433,447,0.0,58.0829162598,58.125,-68.1004180908,-68.125,26.0,127,3511383296.0
5435,449,0.0,58.0829162598,58.125,-67.6745834351,-67.625,135.0,127,31660685312.0
5436,450,2094.0,58.2729148865,58.125,-67.4204101562,-67.375,23.0,127,3244594432.0
5437,467,2097.0,58.0554161072,58.125,-63.2220840454,-63.125,19.0,127,1326540032.0
5451,749,0.0,58.0204162598,58.125,7.45708370209,7.375,14.0,127,1810240768.0
5454,752,0.0,58.1462516785,58.125,8.00874996185,8.125,36.0,127,3773429248.0
5462,1282,0.0,58.0712509155,58.125,140.607910156,140.625,10.0,127,1257118592.0
5463,1353,0.0,58.0229187012,58.125,158.289581299,158.375,84.0,127,17647579136.0
5465,1355,2096.0,58.09375,58.125,158.367919922,158.875,84.0,127,17647579136.0
