grdc_id,river,station,country,lat_org,lon_org,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,lta_discharge,combi_relerr,dist,dist_relerr,lat,lon,upa_local_max,upa_relerr,uparea,cmf_row,cmf_col,cmf_lon,cmf_lat
1104150,CHELIF,SIDI BELATAR,DZ,36.02,0.27,43750,2,0,0,1978,2001,24,58.35,1976,1977,2,0,17.418,0.008047024,0,0,36.02,0.27,44373.48047,0.024141071,44278.08594,215,720,0.125,36.125
1104200,MINA,OUED EL-ABTAL,DZ,35.5,0.68,6635,205,1104150,0,,,,,1976,1978,3,0,2.583,0.15483779,556.5974504,0.055659745,35.5,0.675,6088.479004,0.353193879,5463.279297,218,722,0.625,35.375
1104300,RHIOU,AMMI MOUSSA,DZ,35.87,1.12,2398,140,1104150,0,,,,,1976,1979,4,0,3.229,0.137546261,0,0,35.87,1.12,2301.188232,0.412638783,1903.246094,216,724,1.125,35.875
1104450,MAZAFRAN,FER A CHEVAL,DZ,36.67,2.82,1912,10,0,0,1979,1995,17,0.03,1976,1978,3,0,3.723,0.062254938,556.5974504,0.055659745,36.67,2.815,1992.299438,0.075445324,1984.125732,213,731,2.875,36.625
1104480,BOUDOUAOU,KEDDARA,DZ,36.65,3.42,829,60,1104500,0,,,,,1976,1979,4,0,0.361,0.742012741,2359.350351,0.235935035,36.665,3.405,166.2266541,1.754168153,101.8972549,212,733,3.375,36.875
1104500,ISSER,LAKHDARIA,DZ,36.62,3.58,4149,90,0,0,,,,,1976,1979,4,0,6.472,0.08762603,0,0,36.62,3.58,3726.805176,0.26287809,3603.659424,212,734,3.625,36.875
1104530,SEBAOU,BAGHLIA,DZ,36.8,3.87,2501,20,0,0,,,,,1976,1979,4,0,17.792,0.072970916,555.3282736,0.055532827,36.805,3.87,2492.957764,0.107847095,2366.137207,212,735,3.875,36.875
1104600,BOUSELAM,SIDI YAHIA,DZ,36.42,4.6,4309,220,0,0,1988,1997,10,0,1976,1978,3,0,4.69,0.041860854,0,0,36.42,4.6,8165.195313,0.125582561,4038.432373,214,738,4.625,36.375
1104700,RHUMEL,OUED ATHMANIA,DZ,36.23,6.3,1220,710,0,0,,,,,1976,1978,3,0,0.083,0.11672746,1750.559699,0.17505597,36.245,6.295,2119.200439,7.04E-05,1220.042969,215,745,6.375,36.125
1104800,MELAH,BOUCHEGOUF,DZ,36.45,7.72,552,95,0,0,1978,2003,26,8.02,1976,1977,2,0,2.88,0.03761962,556.5974504,0.055659745,36.45,7.715,5521.124023,0.001539369,551.5751343,213,750,7.625,36.625
1107700,TAFNA,PIERRE DU CHAT,DZ,35.15,-1.45,7245,60,0,0,1979,2001,23,1.85,1976,1979,4,16.67,2.836,0.032064634,0,0,35.15,-1.45,7182.689453,0.096193902,6896.537598,218,714,-1.375,35.375
1107800,ISSER (TRIB. TAFNA),BENSEKRANE,DZ,35.07,-1.22,1118,287,1107800,0,1979,1999,21,0.04,1976,1978,3,0,0.693,0.147492588,1112.94256,0.111294256,35.08,-1.22,1379.603271,0.219889253,1240.918091,219,715,-1.125,35.125
1112100,SENEGAL,KAYES,ML,14.45,-11.28,157400,20,1812500,0,1981,1990,10,70.02,1951,1990,40,0,475.385,0.288330664,779.5853932,0.077958539,14.445,-11.275,102336.3984,0.709074914,101595.8047,302,673,-11.625,14.375
1112110,KOLIMBINE,KABATE,ML,14.31,-11.13,25000,-999,1112100,0,1981,1990,10,70.87,1981,1990,10,70.83,5.711,0.910536553,3677.62068,0.367762068,14.34,-11.145,385.4423828,1.996085525,48.93087006,302,673,-11.625,14.375
1112200,FALEME,GOURBASSY,ML,13.23,-11.38,15000,-999,1812600,0,1981,1990,10,71.69,1954,1990,37,0,114.66,0.995926032,4958.871144,0.495887114,13.25,-11.42,213.6303406,1.996003866,29.97104454,306,673,-11.625,13.375
1112300,SENEGAL,GALOUGO,ML,13.83,-11.13,127000,69,1112100,0,1981,1990,10,70.02,1905,1990,86,35.02,503.302,0.621618536,7943.296236,0.794329624,13.86,-11.065,144553.1094,0.276196361,144538.4688,304,675,-11.125,13.875
1112320,BAKOYE,OUALIA,ML,13.36,-9.23,84400,-999,1112300,0,1981,1990,10,70.02,1951,1990,40,29.2,129.406,1.132380008,7421.070917,0.742107092,13.345,-9.295,3805.444824,1.912925839,3674.53418,306,682,-9.375,13.375
1112330,BAOULE (TRIB. ATUI; SENEGAL),SIRAMAKANA,ML,13.34,-9.53,58000,-999,1112320,0,1981,1990,10,73.36,1972,1990,19,60.96,14.309,0.83179395,2482.332673,0.248233267,13.33,-9.55,62.310215,1.998915315,31.45879173,306,680,-9.875,13.375
1112340,BAKOYE,TOUKOTO,ML,13.45,-9.88,16000,-999,1112320,0,1987,1990,4,50.03,1952,1990,39,41.59,69.465,0.102763404,1240.91639,0.124091639,13.445,-9.89,16627.87305,0.060106933,16480.85547,306,680,-9.875,13.375
1112350,BAFING (TRIB. ATUI; SENEGAL),DIBIA,ML,13.14,-10.48,33000,-999,1112300,0,1981,1990,10,81.68,1951,1990,40,20.38,320.948,0.559674537,6935.051773,0.693505177,13.2,-10.46,28237.83203,0.292013258,28181.78125,307,677,-10.625,13.125
1112400,FALEME,FADOUGOU,ML,12.31,-11.23,9300,-999,1112200,0,1981,1990,10,70.02,1952,1990,39,6.05,85.854,1.061904468,6337.89059,0.633789059,12.325,-11.175,475.7119446,1.918135285,380.6711731,309,675,-11.125,12.625
1112480,BAFING (TRIB. ATUI; SENEGAL),DAKA SAYDOU,ML,12.15,-10.2,15500,-999,1112500,0,1981,1990,10,71.71,1952,1990,39,27.37,256.922,0.899941194,4915.638389,0.491563839,12.19,-10.18,2353.284912,1.716695905,2195.606445,311,679,-10.125,12.125
1112500,BAFING (TRIB. ATUI; SENEGAL),BAFING MAKANA,ML,12.33,-10.16,21700,-999,1112350,0,1981,1990,10,70.18,1981,1990,10,70,165.212,1.106671548,6638.322712,0.663832271,12.385,-10.135,120.0261307,1.992350101,83.00198364,310,679,-10.125,12.375
1134020,SANKARANI,GUELELINKORO,ML,11.15,-8.55,23300,-999,1134050,0,1971,1979,9,2.3,1971,1979,9,1.94,263.361,0.06194537,782.7833599,0.078278336,11.155,-8.555,23767.02734,0.029279439,23641.10547,315,686,-8.375,11.125
1134030,NIGER,BANANKORO,ML,11.6833,-8.6667,71750,329,1134100,0,1967,2001,35,20.68,1967,1992,26,48.36,805.335,0.026017175,266.1069221,0.026610692,11.685,-8.665,71341.75781,0.02483014,70859.21875,312,685,-8.625,11.875
1134040,SANKARANI,GOUALA,ML,11.97,-8.23,35300,-999,1134100,0,1954,1990,37,54.12,1954,1990,37,38.1,289.053,0.078760543,550.8652839,0.055086528,11.965,-8.23,33301.88672,0.126108572,33074.18359,312,687,-8.125,11.875
1134050,SANKARANI,SELINGUE,ML,11.58,-8.17,34200,-999,1134040,0,1964,1992,29,36.9,1964,2012,49,45.83,281.415,0.197665041,2293.54323,0.229354323,11.585,-8.19,31987.83008,0.134286478,31903.70117,313,687,-8.125,11.625
1134060,OUASSOULOU,YANFOLILA,ML,11.13,-8.2,4100,-999,1134050,0,1971,1979,9,53.93,1971,1979,9,51.92,23.263,0.059268306,783.1366307,0.078313663,11.135,-8.195,4567.148438,0.021177592,4143.414063,315,687,-8.125,11.125
1134080,BAOULE (TRIB. NIGER),MADINA DIASSA,ML,10.8,-7.67,7900,-999,1134110,0,1971,1992,22,50.19,1971,1992,22,50.39,42.275,0.080012169,551.6176943,0.055161769,10.795,-7.67,8495.821289,0.129712969,8412.366211,316,689,-7.625,10.875
1134100,NIGER,KOULIKORO,ML,12.8667,-7.55,120000,290,1134100,0,1907,2006,100,0.83,1907,2012,106,16.43,1357.138,0.023331312,187.6024864,0.018760249,12.865,-7.55,118205.5625,0.032473437,118051.5938,308,689,-7.625,12.875
1134110,BAOULE (TRIB. NIGER),BOUGOUNI,ML,11.4,-7.45,15700,-999,1134200,0,1956,1992,37,30.47,1956,2012,57,51.57,98.588,0.033008476,0,0,11.4,-7.45,15043.37109,0.099025428,14922.65039,314,690,-7.375,11.375
1134150,BANIFING,KOLONDIEBA,ML,11.07,-6.85,3050,-999,1134310,0,1972,1992,21,60.23,1972,1992,21,58.73,7.614,0.008525871,0,0,11.07,-6.85,3842.756592,0.025577612,3089.005859,315,692,-6.875,11.125
1134200,BAOULE (TRIB. NIGER),DIOILA,ML,12.52,-6.8,32500,-999,1134300,0,1953,1992,40,31.5,1953,1990,38,8.2,133.773,0.051234534,552.6820701,0.055268207,12.525,-6.8,32007.74609,0.043167189,31798.5332,309,692,-6.875,12.625
1134220,BAGOE,PANKOUROU,ML,11.42,-6.57,31800,-999,1134300,0,1956,1992,37,31.63,1956,1992,37,3.19,168.347,0.017184101,0,0,11.42,-6.57,32033.42773,0.051552303,30980.31836,314,693,-6.625,11.375
1134250,NIGER,KIRANGO AVAL,ML,13.7167,-6.05,137000,274,1134400,0,1925,2001,77,34.24,1925,2012,88,34.83,1322.595,0.066491035,665.7699434,0.066576994,13.72,-6.055,132647.6719,0.066319115,132457.1406,305,695,-6.125,13.625
1134300,BANI,DOUNA,ML,13.2167,-5.9,101600,270,1134450,0,1922,2001,80,24.85,1922,2007,86,35.19,454.638,0.014534133,188.2406782,0.018824068,13.215,-5.9,101416.5234,0.005954263,101297.5234,307,696,-5.875,13.125
1134310,BANIFING,KOUORO 2,ML,12.02,-6.68,14300,-999,1134300,0,1975,1990,16,61.87,1975,1990,16,61.83,15.555,0.794295162,2002.667939,0.200266794,12.03,-6.665,236.6247559,1.982351899,126.1836777,311,693,-6.625,12.125
1134350,LOTIO,KLELA,ML,11.68,-5.58,3685,-999,1134300,0,1976,1979,4,33.25,1976,1979,4,31.71,11.713,0.038608221,556.5974504,0.055659745,11.68,-5.575,4158.089844,0.004505173,3676.699219,313,697,-5.625,11.625
1134400,NIGER,KE-MACINA,ML,13.95,-5.37,141000,-999,1134460,0,1953,1992,40,32.5,1953,1992,40,33.13,1335.2,0.088945364,785.4238136,0.078542381,13.955,-5.365,133376.375,0.109751329,133262.5313,304,699,-5.125,13.875
1134450,BANI,BENENY-KEGNY,ML,13.38,-4.92,116000,-999,1134480,0,1951,1992,42,44.8,1951,2012,62,60.33,501.985,0.057578611,554.5466187,0.055454662,13.385,-4.92,119426.1641,0.061826508,112414.0625,305,700,-4.875,13.625
1134460,NIGER,TILEMBEYA,ML,14.15,-4.98,143300,-999,1134500,0,1922,1992,71,53.38,1922,1992,71,53.31,873.981,0.042925681,0,0,14.15,-4.98,134185.6875,0.128777042,134073.125,303,700,-4.875,14.125
1134480,BANI,SOFARA,ML,14.02,-4.25,129000,-999,1134505,0,1952,1992,41,26.27,1952,1994,43,24.31,355.566,0.051669481,556.5974504,0.055659745,14.02,-4.245,126385.7656,0.043688953,126182.0625,303,703,-4.125,14.125
1134500,NIGER,NANTAKA (MOPTI),ML,14.53,-4.22,281600,260,1134630,0,1922,2001,80,28.61,1922,2012,91,47.04,1057.26,0.128358509,1669.792361,0.166979236,14.53,-4.205,274541,0.051117055,274402.7188,301,703,-4.125,14.625
1134700,NIGER,DIRE,ML,16.2667,-3.3833,340000,256,1134730,0,1924,2003,80,6.97,1924,2012,89,18.57,995.292,0.058416844,267.3969518,0.026739695,16.265,-3.385,360851.25,0.121771142,360701.0938,294,706,-3.375,16.375
1134730,NIGER,KORYOUME,ML,16.6666,-3.0333,342000,256,1134850,0,1963,2001,39,24.16,1963,1992,30,62.32,687.711,0.119594439,757.6921506,0.075769215,16.66,-3.035,377615.3438,0.207244888,377438.875,293,707,-3.125,16.625
1134850,NIGER,TOSSAYE,ML,16.93,-0.58,348000,-999,1134900,0,1954,1992,39,33.26,1954,1992,39,32.61,1077.583,0.233772604,1574.254304,0.15742543,16.94,-0.59,422591.4375,0.38646695,415245.25,292,717,-0.625,16.875
1134900,NIGER,ANSONGO,ML,15.6667,0.5,566000,242,1234090,0,1950,2001,52,24.01,1951,2012,62,36.24,906.393,0.083816941,587.8868776,0.058788688,15.665,0.495,528214.875,0.133873448,528113.8125,297,722,0.625,15.625
1147010,CONGO,KINSHASA,CD,-4.3,15.3,3475000,-999,0,0,1903,2010,108,0.04,1903,1983,81,0,39849.457,0.141261713,1704.091893,0.170409189,-4.285,15.295,3625459.5,0.08296676,3619154.75,377,781,15.375,-4.375
1147011,CONGO,PONTHIERVILLE,CD,-0.35,25.45,948500,413.62,1147013,0,1932,1959,28,63.53,,,,,6705.955,0.035242879,502.5855883,0.050258559,-0.355,25.45,946228.25,0.005211518,946028.4375,361,822,25.625,-0.375
1147012,CONGO,KINDU,CD,-2.95,25.9167,810440,419.86,1147011,0,1933,1959,27,62.29,,,,,2261.803,0.080602627,1050.852182,0.105085218,-2.955,25.925,797746.875,0.031637445,797619.875,371,823,25.875,-2.875
1147013,CONGO,KINSHASA-EAST (LEOPOLDVILLE-EST),CD,-4.1367,15.3333,3747320,272.12,1147010,0,1932,1959,28,63.4,,,,,38932.809,0.814747686,2223.51722,0.222351722,-4.145,15.315,914.8731689,1.999539614,862.3870239,376,781,15.375,-4.125
1147200,KASAI (TRIB. CONGO),KUTU-MOKE,CD,-3.1833,17.3833,737640,302.72,1147013,0,1932,1959,28,63.73,,,,,8346.188,0.239264462,3492.179365,0.349217937,-3.215,17.375,744959.1875,0.019357512,744779.4375,372,789,17.375,-3.125
1147201,KASAI (TRIB. CONGO),PORT-FRANCQUI,CD,-4.3333,20.5833,232560,365.02,1147200,0,1932,1959,28,64,,,,,2106.543,0.125027742,1529.850752,0.152985075,-4.345,20.575,245265.75,0.069113076,240596.4688,377,802,20.625,-4.375
1159100,ORANGE,VIOOLSDRIF (27811003),ZA,-28.7578,17.7214,866486,152,0,0,1935,2015,81,2.84,1935,2001,67,1.64,259.432,0.085187051,335.3223011,0.03353223,-28.755,17.72,785881.625,0.188496694,784821.125,475,790,17.625,-28.875
1159110,VISRIVIER (ZA),HARDEHEUWEL (27814003),ZA,-31.8067,20.3578,1502,1077,1159130,0,1927,2014,88,0.31,,,,,0.577,0.024657174,358.6542871,0.035865429,-31.805,20.355,2214.998535,0.002240665,1500.317261,487,801,20.375,-31.875
1159120,RENOSTERRIVIER,BONEKRAAL (27814011),ZA,-31.8153,20.5781,1679,1140,1159130,0,1958,2014,57,13.04,,,,,0.207,0.014861058,213.8053067,0.021380531,-31.815,20.58,1964.138916,0.001822112,1680.529663,487,802,20.625,-31.875
1159130,SAK,HOL PADS LEEGTE (27814016),ZA,-30.4744,20.5192,40073,919,1159100,0,1973,2014,42,0.69,,,,,2.123,0.141217727,1581.974117,0.158197412,-30.475,20.505,38154.24219,0.107258357,37923.91797,481,802,20.625,-30.375
1159131,SAK,WINDHOEK (27814013),ZA,-31.3661,21.3222,13116,1093,1159130,0,1958,1998,41,7.41,,,,,1.047,0.018758734,270.1657257,0.027016573,-31.365,21.32,14253.75684,0.002243056,13130.70996,485,805,21.375,-31.375
1159132,SAK,TABAKS FONTEIN (27814019),ZA,-31.6522,21.7683,5852,1197,1159131,0,1975,1992,18,6.87,,,,,9.615,0.023470312,295.8731362,0.029587314,-31.65,21.77,6285.789551,0.011236309,5884.877441,486,807,21.875,-31.625
1159300,ORANGE,UPINGTON,ZA,-28.4578,21.2392,364560,-999,1159100,0,1936,2015,80,2.08,1942,2001,60,0.99,205.002,0.087743913,684.8154212,0.068481542,-28.46,21.245,342699.3438,0.126268655,341543.75,473,804,21.125,-28.375
1159301,ORANGE,PRIESKA (27815102),ZA,-29.6517,22.7458,339310,947,1159300,0,1959,2015,57,8.05,,,,,161.631,0.060697004,350.2953036,0.03502953,-29.655,22.745,320419.9375,0.112031952,320303.2188,478,810,22.625,-29.625
1159302,ORANGE,MARKSDRIFT (27815208),ZA,-29.1619,23.6958,99316,997,1159301,0,1962,2015,54,4.46,,,,,138.344,0.029111134,213.1695382,0.021316954,-29.16,23.695,282713.1563,0.044699494,97096.3125,476,814,23.625,-29.125
1159303,ORANGE,VLUYTJESKRAAL (27815205),ZA,-29.8147,24.4375,92346,1095,1159302,0,1922,1989,68,7.45,,,,,38.656,0.024337217,279.9545745,0.027995457,-29.815,24.44,92468.625,0.017020736,91560.10156,479,817,24.375,-29.875
1159310,RENOSTERSPRUIT,SHANNON VALLEY (27817207),ZA,-29.1442,26.3181,348,1350,1159301,0,1923,2014,92,4.88,,,,,0.213,0.043373644,354.2026882,0.035420269,-29.145,26.315,572.371582,0.059280396,337.6852112,475,825,26.375,-28.875
1159320,RIET,KROMDRAAI (27817212),ZA,-29.6581,25.9728,2381,1319,1159301,0,1936,2014,79,6.01,,,,,0.714,0.032927822,395.2500689,0.039525007,-29.655,25.975,2738.820068,0.019733453,2357.507324,478,823,25.875,-29.625
1159321,RIET,RIVIERA (27817208),ZA,-29.8125,26.2117,596,1392,1159320,0,1931,1986,56,9.48,,,,,0.37,0.031658487,313.2959507,0.031329595,-29.81,26.21,1293.521729,0.032316271,586.369751,479,824,26.125,-29.875
1159325,OSPOORTSPRUIT,OS POORT (27817209),ZA,-29.9025,26.2144,191,1417,1159320,0,1931,1986,56,1.62,,,,,0.018,0.044412062,549.7723435,0.054977234,-29.905,26.21,586.369751,0.023281716,193.2234039,479,824,26.125,-29.875
1159400,HARTS,TAUNG (27817303),ZA,-27.5733,24.7458,11044,1091,1159301,0,1923,2015,93,1.57,,,,,1.202,0.030564676,345.3041859,0.034530419,-27.57,24.745,22291.65625,0.022633189,11168.98047,470,818,24.625,-27.625
1159410,VETRIVIER,FLOORSDRIFT (27817502),ZA,-27.8403,25.9044,17754,1237,1159500,0,1935,1972,38,2.42,,,,,10.43,0.058441415,475.347216,0.047534722,-27.845,25.905,17152.32031,0.080254801,17041.57813,471,823,25.875,-27.875
1159500,VAAL,DE HOOP 65,ZA,-28.4989,24.6031,120982,-999,1159300,0,1909,2001,93,1.71,1909,1986,78,30.74,1.228,0.051033573,362.6059574,0.036260596,-28.5,24.6,116625.5703,0.080579527,116107.6641,474,818,24.625,-28.625
1159510,VAAL,GROOTDRAAI (27817602),ZA,-27.3983,26.6131,7801,1259,1159500,0,1950,2015,66,21.12,,,,,0.533,0.019578865,270.852488,0.027085249,-27.4,26.615,80109.84375,0.004566096,7783.189941,469,826,26.625,-27.375
1159511,VAAL,MOOIFONTEIN (27817603),ZA,-27.3997,26.6256,7794,1259,1159510,0,1967,2010,44,1.28,,,,,3.741,0.03298423,472.4643905,0.047246439,-27.395,26.625,7885.861816,0.004459811,7776.620117,469,826,26.625,-27.375
1159512,VAAL,KLIPFONTEIN (27817604),ZA,-27.9356,27.9964,863,1530,1159511,0,1964,1988,25,6.54,,,,,0.231,0.018558547,166.6329459,0.016663295,-27.935,27.995,1087.682617,0.022349052,853.3563843,471,831,27.875,-27.875
1159520,HEUNINGSPRUIT,DANKBAAR (27817703),ZA,-27.3558,27.2856,905,1357,1159500,0,1947,2014,68,1.02,,,,,0.461,0.012294285,103.5632598,0.010356326,-27.355,27.285,1042.381836,0.016170202,912.3170166,468,827,26.875,-27.125
1159530,LEEWDORINGSPRUIT,KLIPSPRUIT (27817465),ZA,-27.37,26.3506,867,1249,1159500,0,1970,2008,39,0.54,,,,,0.164,0.023227908,66.79169695,0.00667917,-27.37,26.35,81655.58594,0.056325383,891.4170532,469,824,26.125,-27.375
1159540,SANDSPRUIT (TRIB.: ORANJE),LEEGTE (27817467),ZA,-27.5606,26.2333,1895,1240,1159500,0,1971,2004,34,1.8,,,,,0.068,0.197886976,198.5003456,0.019850035,-27.56,26.235,81987.21875,0.55396086,1370.12207,470,824,26.125,-27.625
1159600,STROMBERGSPRUIT,DIEP KLOOF,ZA,-31.04,26.34,2400,-999,1159303,0,1977,1981,5,2.4,1977,1981,5,2.08,0.152,0.187122598,1865.126563,0.186512656,-31.025,26.33,2798.977051,0.188342482,2173.989014,484,825,26.375,-31.125
1159601,WONDERBOOM SPRUIT,DIEPKLOOF (27819101),ZA,-31.0008,26.3531,2397,1376,1159303,0,1912,2014,103,2.03,1912,2001,90,18.5,1.219,0.027310671,354.1972562,0.035419726,-31,26.35,2834.970703,0.01109256,2383.705566,484,825,26.375,-31.125
1159650,ORANGE,ALIWAL NOORD (27819103),ZA,-30.6781,26.7164,37070,1298,1159303,0,1907,2015,109,5.33,1915,2001,87,0,138.033,0.02587119,345.4088988,0.03454089,-30.675,26.715,37207.54297,0.008531789,36911.86328,482,826,26.625,-30.625
1159651,ORANGE,ORANJEDRAAI (27819109),ZA,-30.3364,27.3583,24745,1394,1159650,0,1958,2015,58,1.62,,,,,123.022,0.018400074,234.4602127,0.023446021,-30.335,27.36,24814.13867,0.008308181,24642.20703,481,829,27.375,-30.375
1159660,KRAAIRIVIER,ROODEWAL (27819111),ZA,-30.8306,26.9206,8689,1320,1159650,0,1965,2015,51,6.05,,,,,20.893,0.00941038,89.486342,0.008948634,-30.83,26.92,9048.985352,0.010333872,8644.104492,483,827,26.875,-30.875
1159670,KLEIN-CALEDONRIVIER,THE POPLARS (27818012),ZA,-28.6947,28.2347,522,-999,1159303,0,1968,2015,48,2.49,,,,,0.99,0.037065213,462.1571014,0.04621571,-28.69,28.235,1619.098022,0.018764218,517.1025391,474,832,28.125,-28.625
1159800,VAAL,ELANDSFONTEIN ENGELBRECHTSDRIFT,ZA,-26.8202,28.0633,38564,-999,1159500,0,1915,1993,79,10.79,1915,1993,79,9.9,46.64,0.013594699,190.2601566,0.019026016,-26.82,28.065,38718.23438,0.002732066,38616.67969,466,832,28.125,-26.625
1159810,WILGERIVIER (TRIB.: ORANJE),SLABBERTS (27817822),ZA,-27.2983,28.4956,15522,1498,1159800,0,1961,2008,48,5.33,,,,,30.28,0.014734308,179.2279101,0.017922791,-27.3,28.495,15716.76465,0.008357341,15457.13867,469,833,28.375,-27.375
1159820,CORNELIUSRIVIER,C8H003 (27817803),ZA,-27.8478,28.945,864,1091,1159810,0,1954,2014,61,6.47,,,,,1.255,0.019466283,214.3107596,0.021431076,-27.85,28.945,1039.569702,0.015536697,870.711853,471,835,28.875,-27.875
1159825,VAALBANKSPRUIT,VOORSPOED (27817812),ZA,-28.085,28.8367,393,1597,1159810,0,1971,2014,44,1.7,,,,,0.418,0.019623603,189.2431235,0.018924312,-28.085,28.835,4149.564941,0.021022186,388.8691406,472,835,28.875,-28.125
1159830,ELANDSRIVIER (TRIB. ORANJE),C8H005 (27817805),ZA,-28.3756,28.8617,690,-999,1159810,0,1963,2015,53,6.99,,,,,3.434,0.020659833,198.0775561,0.019807756,-28.375,28.86,887.9440308,0.022363989,697.7155762,472,835,28.875,-28.125
1159850,RIETFONTEINSPRUIT,RIETFONTEIN (27817428),ZA,-26.2481,27.5894,32,1602,1159500,0,1957,1993,37,0.35,,,,,0.026,0.028452587,313.0571894,0.031305719,-26.245,27.59,478.0834961,0.022746325,32.36394119,465,830,27.625,-26.375
1159855,KOCKSOORTDSPRUIT,MIDDELVLEI (27817427),ZA,-26.2336,27.6519,5,1630,1159500,0,1957,1992,36,2.03,,,,,0.002,0.064485209,371.6770442,0.037167704,-26.235,27.655,404.2852783,0.119120218,4.702199459,465,830,27.625,-26.375
1159860,MIDDELVLEISPRUIT,MIDDELVLEI (27817426),ZA,-26.2328,27.6686,26,1614,1159500,0,1957,1996,40,13.14,,,,,0.011,0.067789161,486.6289952,0.0486629,-26.23,27.665,384.9354858,0.106041685,24.62145805,465,830,27.625,-26.375
1159900,KLIP,DELANGESDRIFT,ZA,-27.1694,29.2331,4152,-999,1159800,0,1906,2015,110,4.82,1906,2001,96,2.62,7.148,0.018223637,219.3907721,0.021939077,-27.17,29.235,4215.194336,0.010792756,4129.594238,467,835,28.875,-26.875
1159910,WATERVALRIVIER (TRIB.: ORANJE),ELANDSLAAGTE (27817908),ZA,-26.8614,28.8844,2239,1520,1159800,0,1973,2014,42,3.86,,,,,3.688,0.01454808,151.9281389,0.015192814,-26.86,28.885,2369.061523,0.013258614,2224.156982,467,834,28.625,-26.875
1160100,RIVIERSONDEREND,DWARSHOEK (27694403),ZA,-34.0775,19.29,502,307,0,0,1932,1974,43,6.29,,,,,5.424,0.037077586,262.6746537,0.026267465,-34.08,19.29,602.8952026,0.058697827,516.7331543,496,797,19.375,-34.125
1160101,RIVIERSONDEREND,SWARTE WATER (27694408),ZA,-34.0622,19.0722,39,380,1160100,0,1964,1992,29,0.95,,,,,1.943,0.029284066,336.9742862,0.033697429,-34.06,19.07,115.6036987,0.02045734,39.39891815,496,796,19.125,-34.125
1160110,JAKKALSRIVIER,LEBANON FOREST RES. (27711209),ZA,-34.1661,19.1325,2,467,0,0,1964,1992,29,0.36,,,,,0.011,0.061218845,699.30713,0.069930713,-34.16,19.13,237.8817291,0.043795109,2.043795109,497,796,19.125,-34.375
1160111,KLEIN-JAKKALSRIVIER,LEBANON FOREST RES. (27711208),ZA,-34.1536,19.1356,1,754,1160110,0,1964,1992,29,0.75,,,,,0.023,0.093874209,1189.137594,0.118913759,-34.155,19.125,198.5564575,0.043795109,1.021897554,497,796,19.125,-34.375
1160115,KLEINRIVIER,HAGEDISBERG OUTSPAN (27711206),ZA,-34.4053,19.5958,599,55,0,0,1963,2014,52,0.62,,,,,0.982,0.007054881,94.44969049,0.009444969,-34.405,19.595,678.6227417,0.002274706,599.6812744,497,797,19.375,-34.375
1160120,SALT RIVER (ZA-WESTERN CAPE),KYKOEDY (27711108),ZA,-34.2917,20.0228,381,140,0,0,1964,2014,51,0.12,,,,,0.131,0.024429932,302.6408126,0.030264081,-34.29,20.025,551.2456055,0.012761634,378.5689087,497,800,20.125,-34.375
1160200,SWART-DORINGRIVIER,BRUINTJIESHOOGTE (27713201),ZA,-30.8239,18.1175,2351,175,0,0,1967,2014,48,2.26,1967,2001,35,9.05,0.024,0.03470214,497.7037529,0.049770375,-30.82,18.115,2655.710449,0.004565669,2345.633057,483,792,18.125,-30.875
1160210,JONKERSHOEKRIVIER,JONKERSHOEK (27711308),ZA,-33.9864,18.9556,20,299,0,0,1947,1995,49,2.76,,,,,0.985,0.120494581,161.8231351,0.016182314,-33.985,18.955,63.74747467,0.329119116,23.2911911,496,795,18.875,-34.125
1160220,LEEU,LEEUW (27712207),ZA,-32.7803,19.2831,267,837,1160320,0,1930,2015,86,29.44,1970,2001,32,7.49,1.059,0.087723754,595.7031621,0.059570316,-32.775,19.285,637.0808105,0.144030631,286.2280884,491,797,19.375,-32.875
1160230,JAN DISSELSRIVIER,CLANWILLIAM (27712306),ZA,-32.2117,18.9367,163,116,0,0,1971,2015,45,10.91,,,,,1.41,0.086181149,260.4891309,0.026048913,-32.21,18.935,2311.301514,0.206445619,179.8253174,488,795,18.875,-32.125
1160235,DORING,MELKBOOM,ZA,-31.8625,18.6864,24044,-999,0,0,1927,2015,89,1.32,,,,,12.226,0.02221983,306.2498651,0.030624987,-31.865,18.685,26998.45117,0.005409516,23978.9668,487,794,18.625,-31.875
1160240,KLEIN-BERGRIVIER,MOUNTAIN VIEW (27711421),ZA,-33.1847,19.1553,19,345,1160265,0,1968,2015,48,7.72,,,,,0.478,0.034530241,45.9400298,0.004594003,-33.185,19.155,177.7032623,0.094402716,19.89682579,492,796,19.125,-33.125
1160245,VIER-EN-TWINTIG-RIVIERE,DRI-DAS-BOSCH (27711428),ZA,-33.1344,19.0606,183,130,0,0,1972,2015,44,2.38,,,,,3.01,0.03260781,467.7456798,0.046774568,-33.13,19.06,262.1974487,0.004274295,183.391098,491,795,18.875,-32.875
1160250,DIEPRIVIER,MALMESBURY (27711312),ZA,-33.4639,18.7403,246,117,0,0,1965,2015,51,0.35,,,,,0.331,0.032380468,412.4840572,0.041248406,-33.46,18.74,389.1425171,0.014644592,244.1987152,493,794,18.625,-33.375
