index,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat,rivhgt,elevtn
747,18680,0.000000,2.625000,-78.375000,67,22332.386719,-78.193360,2.630209,26272,8866,diva_id__8398,-78.427917,2.600416,0.681000,-78.427917,2.600416,2.147066,0.000000
748,20399,0.000000,-9.125000,-78.375000,10,1882.199585,-78.457030,-9.427083,19353,5233,diva_id__4765,-78.494583,-9.257084,0.485000,-78.494583,-9.257084,2.000000,0.000000
749,20432,2603.952684,-9.375000,-78.375000,10,2794.727783,-78.457030,-9.427083,8536,5233,diva_id__4765,-78.382919,-9.450417,0.485000,-78.382919,-9.450417,2.000000,0.000000
750,865,1934.430388,72.625000,-78.125000,10,1352.553589,-78.984370,72.421880,41166,6770,diva_id__6302,-78.052917,72.664581,-0.276000,-78.052917,72.664581,2.000000,0.000000
751,5135,2084.733119,59.125000,-78.125000,16,2219.786865,-78.457030,58.984380,14947,5043,diva_id__4575,-78.222076,59.042915,0.011000,-78.222076,59.042915,2.000000,0.000000
752,5361,0.000000,58.375000,-78.125000,57,10517.961914,-77.871090,58.307290,21243,5041,diva_id__4573,-78.097076,58.457085,0.035000,-78.097076,58.457085,2.000000,0.000000
753,6124,0.000000,55.125000,-78.125000,10,1240.245605,-79.042970,54.947920,30942,7132,diva_id__6664,-78.560417,54.972916,0.056000,-78.560417,54.972916,2.000000,0.000000
755,15446,0.000000,22.125000,-78.125000,10,1372.466187,-78.017580,22.265630,21409,8592,diva_id__8124,-78.082916,22.082916,0.727000,-78.082916,22.082916,2.000000,0.000000
756,18080,0.000000,8.375000,-78.125000,89,10806.291992,-78.193360,8.307292,13394,5173,diva_id__4705,-78.085419,8.362917,0.614000,-78.085419,8.362917,2.507119,0.000000
757,18681,2620.319656,2.625000,-78.125000,20,2156.911865,-78.193360,2.630209,14525,8866,diva_id__8398,-78.062920,2.638750,0.681000,-78.062920,2.638750,2.000000,0.000000
758,18697,0.000000,2.375000,-78.125000,10,1585.785034,-78.193360,2.630209,8578,8866,diva_id__8398,-78.119583,2.652916,0.681000,-78.119583,2.652916,2.000000,0.000000
759,20492,0.000000,-10.125000,-78.125000,10,2199.483154,-78.134770,-10.156250,8506,5234,diva_id__4766,-78.167915,-10.087084,0.485000,-78.167915,-10.087084,2.000000,0.000000
760,1749,2767.235926,70.375000,-77.875000,26,4665.629883,-77.402340,69.817710,51247,6614,diva_id__6146,-77.758751,70.262085,0.361000,-77.758751,70.262085,2.000000,0.000000
761,4515,4586.409760,61.625000,-77.875000,10,1212.067871,-77.519530,61.536460,27048,5055,diva_id__4587,-77.818748,61.733749,-0.009000,-77.818748,61.733749,2.000000,0.000000
762,4672,0.000000,60.875000,-77.875000,10,1013.640198,-78.105470,60.807290,8919,5051,diva_id__4583,-77.941246,60.803749,-0.004000,-77.941246,60.803749,2.000000,0.000000
763,5136,5890.538849,59.125000,-77.875000,28,4052.728516,-78.457030,58.984380,37180,5043,diva_id__4575,-77.964584,59.202915,0.011000,-77.964584,59.202915,2.000000,0.000000
764,11986,0.000000,34.125000,-77.875000,51,22857.855469,-77.900390,34.088540,12644,5617,diva_id__5149,-77.957077,34.192085,0.032000,-77.957077,34.192085,2.000000,0.000000
765,18698,2620.319656,2.375000,-77.875000,21,1922.617676,-77.841800,2.838542,22475,5182,diva_id__4714,-77.802086,2.640416,0.687000,-77.802086,2.640416,2.000000,0.000000
766,20518,0.000000,-10.375000,-77.875000,10,2350.666260,-77.753910,-10.755210,13939,5235,diva_id__4767,-77.844582,-10.667084,0.481000,-77.844582,-10.667084,2.000000,0.000000
767,20538,0.000000,-10.625000,-77.875000,10,4425.535156,-77.753910,-10.755210,4965,5235,diva_id__4767,-77.793747,-10.733751,0.481000,-77.793747,-10.733751,2.000000,0.000000
769,4516,0.000000,61.625000,-77.625000,34,8555.719727,-77.519530,61.536460,8487,5055,diva_id__4587,-77.612083,61.598751,-0.009000,-77.612083,61.598751,2.000000,0.000000
770,4997,2078.407311,59.625000,-77.625000,23,3064.396729,-77.285160,60.026040,58850,5042,diva_id__4574,-77.713745,59.542915,0.000000,-77.713745,59.542915,2.000000,0.000000
771,5363,0.000000,58.375000,-77.625000,13,1478.847046,-77.871090,58.307290,13145,5041,diva_id__4573,-78.022919,58.394585,0.035000,-78.022919,58.394585,2.000000,0.000000
772,5429,0.000000,58.125000,-77.625000,17,2203.521240,-77.871090,58.307290,20930,5041,diva_id__4573,-77.535416,58.242085,0.035000,-77.535416,58.242085,2.000000,0.000000
773,6054,3017.234003,55.375000,-77.625000,183,41247.777344,-77.753910,55.286460,1839,16334,deltas_004,-77.739578,55.272083,0.057000,-77.739578,55.272083,3.675025,0.000000
775,18646,0.000000,3.125000,-77.625000,31,4217.686523,-77.373050,3.463542,32332,5181,diva_id__4713,-77.528748,3.217916,0.699000,-77.528748,3.217916,2.000000,0.000000
776,18661,0.000000,2.875000,-77.625000,13,1059.557129,-77.841800,2.838542,18529,5182,diva_id__4714,-77.676247,2.858749,0.687000,-77.676247,2.858749,2.000000,0.000000
778,20554,0.000000,-10.875000,-77.625000,10,1006.508789,-77.753910,-10.755210,12504,5235,diva_id__4767,-77.703751,-10.856251,0.481000,-77.703751,-10.856251,2.000000,0.000000
779,20565,0.000000,-11.125000,-77.625000,10,4335.568359,-77.519530,-11.302080,26928,5236,diva_id__4768,-77.627914,-11.084583,0.476000,-77.627914,-11.084583,2.000000,0.000000
780,4723,2066.091492,60.625000,-77.375000,16,1966.683594,-77.285160,60.026040,56650,5042,diva_id__4574,-77.401245,60.532082,0.000000,-77.401245,60.532082,2.000000,0.000000
781,4998,0.000000,59.625000,-77.375000,66,12243.510742,-77.285160,60.026040,47210,5042,diva_id__4574,-77.478745,59.612915,0.000000,-77.478745,59.612915,2.128020,0.000000
782,11115,0.000000,37.375000,-77.375000,50,22360.851562,-76.435550,37.265630,73812,1315,diva_id__844,-77.267082,37.317917,-0.046000,-77.267082,37.317917,2.000000,0.000000
783,11697,0.000000,35.125000,-77.375000,10,1213.745605,-76.845700,34.713540,46352,5610,diva_id__5142,-77.037079,35.099583,0.031000,-77.037079,35.099583,2.000000,0.000000
784,11848,0.000000,34.625000,-77.375000,10,1244.150879,-77.255860,34.609380,10817,5614,diva_id__5146,-77.342087,34.542915,0.047000,-77.342087,34.542915,2.000000,0.000000
785,15579,0.000000,21.625000,-77.375000,10,1282.144165,-77.607420,21.953130,59660,8327,diva_id__7859,-77.276245,21.513750,0.685000,-77.276245,21.513750,2.000000,0.000000
787,18467,2616.811443,4.875000,-77.375000,22,4022.857666,-77.314450,4.713542,28183,5178,diva_id__4710,-77.342087,4.965416,0.672000,-77.342087,4.965416,2.000000,0.000000
788,18563,0.000000,4.125000,-77.375000,110,15337.235352,-77.431640,3.984376,11802,5179,diva_id__4711,-77.427917,4.090416,0.695000,-77.427917,4.090416,2.802737,0.000000
789,18604,0.000000,3.625000,-77.375000,10,1043.559082,-77.373050,3.463542,8802,5181,diva_id__4713,-77.316254,3.518750,0.699000,-77.316254,3.518750,2.000000,0.000000
790,18629,0.000000,3.375000,-77.375000,10,1852.593872,-77.373050,3.463542,21177,5181,diva_id__4713,-77.482918,3.307917,0.699000,-77.482918,3.307917,2.000000,0.000000
791,20592,0.000000,-11.625000,-77.375000,10,3054.406982,-77.167970,-11.822920,25091,1243,diva_id__772,-77.252083,-11.612917,0.469000,-77.252083,-11.612917,2.000000,0.000000
792,4855,0.000000,60.125000,-77.125000,109,27952.150391,-77.285160,60.026040,3736,5042,diva_id__4574,-77.222916,60.038750,0.000000,-77.222916,60.038750,2.781097,0.000000
793,5430,0.000000,58.125000,-77.125000,28,4119.518066,-76.816410,57.630210,46543,5039,diva_id__4571,-77.147919,58.009583,0.048000,-77.147919,58.009583,2.000000,0.000000
794,10737,0.000000,38.875000,-77.125000,62,30233.113281,-76.494140,38.828130,46421,5539,diva_id__5071,-77.028748,38.856247,-0.093000,-77.028748,38.856247,2.057016,0.000000
795,10796,3326.060719,38.625000,-77.125000,10,1550.748535,-76.728520,38.203130,68160,5535,diva_id__5067,-77.239578,38.667084,-0.073000,-77.239578,38.667084,2.000000,0.000000
796,10992,0.000000,37.875000,-77.125000,10,2335.995361,-76.435550,37.265630,43635,1315,diva_id__844,-76.779587,37.547081,-0.046000,-76.779587,37.547081,2.000000,0.000000
797,11698,0.000000,35.125000,-77.125000,35,11682.766602,-76.845700,34.713540,52104,5610,diva_id__5142,-77.062080,35.147083,0.031000,-77.062080,35.147083,2.000000,0.000000
798,15775,0.000000,20.875000,-77.125000,10,2163.822754,-77.197270,20.598960,8680,8343,diva_id__7875,-77.243744,20.663750,0.645000,-77.243744,20.663750,2.000000,0.000000
799,15836,0.000000,20.625000,-77.125000,14,9080.561523,-77.197270,20.598960,6552,8343,diva_id__7875,-77.232910,20.550417,0.645000,-77.232910,20.550417,2.000000,0.000000
800,18586,2618.819304,3.875000,-77.125000,12,1429.180542,-77.197270,3.828126,11064,39,buenaventura,-77.098747,3.812917,0.696000,-77.098747,3.812917,2.000000,0.000000
802,20609,0.000000,-11.875000,-77.125000,10,2182.588135,-77.138670,-12.005210,7485,5238,diva_id__4770,-77.138748,-11.937918,0.460000,-77.138748,-11.937918,2.000000,0.000000
803,20626,2593.028849,-12.125000,-77.125000,10,3259.666016,-77.138670,-12.005210,3749,5238,diva_id__4770,-77.142082,-12.038752,0.460000,-77.142082,-12.038752,2.000000,0.000000
804,2000,5878.029129,69.875000,-76.875000,29,8875.334961,-77.167970,69.661460,37181,1534,diva_id__1063,-76.982918,69.989586,0.442000,-76.982918,69.989586,2.000000,0.000000
805,3724,2008.135637,65.375000,-76.875000,10,1434.405884,-75.410160,65.286460,64614,6617,diva_id__6149,-76.777084,65.397079,-0.039000,-76.777084,65.397079,2.000000,0.000000
806,5537,0.000000,57.625000,-76.875000,17,2005.819214,-76.816410,57.630210,2121,5039,diva_id__4571,-76.837914,57.645416,0.048000,-76.837914,57.645416,2.000000,0.000000
807,5871,0.000000,56.125000,-76.875000,92,15706.134766,-76.933590,55.885420,16640,5035,diva_id__4567,-76.772079,56.004581,0.059000,-76.772079,56.004581,2.543654,0.000000
809,10922,0.000000,38.125000,-76.875000,16,5026.593750,-76.728520,38.203130,25341,5535,diva_id__5067,-76.991249,38.107082,-0.073000,-76.991249,38.107082,2.000000,0.000000
810,11059,2365.873447,37.625000,-76.875000,14,3791.217773,-76.435550,37.265630,45241,1315,diva_id__844,-76.812080,37.541252,-0.046000,-76.812080,37.541252,2.000000,0.000000
811,11116,0.000000,37.375000,-76.875000,10,1187.044189,-76.435550,37.265630,39457,1315,diva_id__844,-76.881248,37.271248,-0.046000,-76.881248,37.271248,2.000000,0.000000
814,18111,2608.425889,8.125000,-76.875000,205,35976.890625,-76.962890,8.203126,3797,16485,deltas_290,-76.937920,8.179583,0.455000,-76.937920,8.179583,3.898571,0.000000
815,18606,0.000000,3.625000,-76.875000,10,1191.699951,-77.197270,3.828126,9018,39,buenaventura,-77.122917,3.795417,0.696000,-77.122917,3.795417,2.000000,0.000000
816,20650,0.000000,-12.375000,-76.875000,10,1583.860718,-76.845700,-12.317710,7758,5240,diva_id__4772,-76.900414,-12.272917,0.452000,-76.900414,-12.272917,2.000000,0.000000
818,5602,0.000000,57.375000,-76.625000,17,2103.829346,-76.816410,57.630210,19842,5039,diva_id__4571,-76.736252,57.457085,0.048000,-76.736252,57.457085,2.000000,0.000000
819,5723,0.000000,56.875000,-76.625000,65,14402.783203,-76.582030,56.484380,47633,5038,diva_id__4570,-76.542915,56.912083,0.056000,-76.542915,56.912083,2.115745,0.000000
820,5872,0.000000,56.125000,-76.625000,53,13085.890625,-76.582030,56.484380,35710,5038,diva_id__4570,-76.647919,56.165417,0.056000,-76.647919,56.165417,2.000000,0.000000
821,10797,0.000000,38.625000,-76.625000,10,1687.400024,-76.494140,38.723960,19610,1306,diva_id__835,-76.672913,38.616249,-0.087000,-76.672913,38.616249,2.000000,0.000000
822,11425,0.000000,36.375000,-76.625000,35,11985.683594,-76.142580,36.119790,54499,5608,diva_id__5140,-76.706253,36.302082,0.009000,-76.706253,36.302082,2.000000,0.000000
823,11521,2385.436155,35.875000,-76.625000,58,24399.808594,-76.142580,36.119790,54569,5608,diva_id__5140,-76.700417,35.927082,0.009000,-76.700417,35.927082,2.000000,0.000000
824,15653,0.000000,21.375000,-76.625000,10,1159.543213,-76.574020,21.312480,6914,8330,diva_id__7862,-76.536247,21.261250,0.626000,-76.536247,21.261250,2.000000,0.000000
825,18000,3686.025966,8.875000,-76.625000,12,1435.832153,-76.845700,8.619792,40350,1401,diva_id__930,-76.515419,8.777916,0.447000,-76.515419,8.777916,2.000000,0.000000
826,18038,2606.873131,8.625000,-76.625000,12,1435.626831,-76.845700,8.619792,13347,1401,diva_id__930,-76.727921,8.648750,0.447000,-76.727921,8.648750,2.000000,0.000000
827,18139,0.000000,7.875000,-76.625000,21,2181.482666,-76.845700,7.890626,12091,5984,diva_id__5516,-76.742920,7.928750,0.454000,-76.742920,7.928750,2.000000,0.000000
829,20681,0.000000,-12.625000,-76.625000,10,2410.120361,-76.699220,-12.760420,10363,5241,diva_id__4773,-76.662079,-12.674583,0.450000,-76.662079,-12.674583,2.000000,0.000000
830,20702,0.000000,-12.875000,-76.625000,10,1101.795288,-76.699220,-12.760420,15465,5241,diva_id__4773,-76.563751,-12.803751,0.450000,-76.563751,-12.803751,2.000000,0.000000
831,10600,0.000000,39.375000,-76.375000,10,1061.513794,-76.376950,39.140630,27900,555,diva_id__84,-76.363754,39.391251,-0.095000,-76.363754,39.391251,2.000000,0.000000
833,20720,0.000000,-13.125000,-76.375000,10,6025.035156,-76.464840,-13.088550,7835,5242,diva_id__4774,-76.403748,-13.126251,0.433000,-76.403748,-13.126251,2.000000,0.000000
834,10541,0.000000,39.625000,-76.125000,140,71051.929688,-76.318360,39.140630,50896,5553,diva_id__5085,-76.087914,39.562080,-0.095000,-76.087914,39.562080,3.178325,0.000000
835,11334,0.000000,36.625000,-76.125000,10,1033.205566,-75.908200,36.640630,19288,1321,diva_id__850,-76.042084,36.504585,-0.104000,-76.042084,36.504585,2.000000,0.000000
836,20737,0.000000,-13.375000,-76.125000,10,3148.645996,-76.201170,-13.411460,5900,303,pisco,-76.187920,-13.462917,0.433000,-76.187920,-13.462917,2.000000,0.000000
837,20750,0.000000,-13.625000,-76.125000,10,4072.652588,-76.201170,-13.619790,7209,5244,diva_id__4776,-76.219582,-13.682083,0.438000,-76.219582,-13.682083,2.000000,0.000000
838,20765,2583.926191,-13.875000,-76.125000,10,1435.865479,-76.201170,-13.619790,25908,5244,diva_id__4776,-76.249580,-13.847918,0.438000,-76.249580,-13.847918,2.000000,0.000000
839,3782,0.000000,65.125000,-75.875000,10,2048.047852,-75.410160,65.286460,20187,6617,diva_id__6149,-75.831245,65.242920,-0.039000,-75.831245,65.242920,2.000000,0.000000
840,3894,2017.077242,64.625000,-75.875000,14,1965.056885,-75.761720,64.296880,35638,6619,diva_id__6151,-75.857918,64.614586,-0.071000,-75.857918,64.614586,2.000000,0.000000
841,10860,2354.985525,38.375000,-75.875000,10,1822.638306,-76.142580,38.203130,35683,5559,diva_id__5091,-75.843750,38.422081,-0.071000,-75.843750,38.422081,2.000000,0.000000
842,17912,0.000000,9.375000,-75.875000,62,13952.802734,-75.966800,9.401042,6200,5986,diva_id__5518,-75.933746,9.446250,0.411000,-75.933746,9.446250,2.062310,0.000000
843,10543,0.000000,39.625000,-75.625000,75,28635.074219,-75.498050,39.557290,15965,1294,diva_id__823,-75.512085,39.700417,-0.111000,-75.512085,39.700417,2.287843,0.000000
844,10997,2360.548964,37.875000,-75.625000,10,1273.184937,-75.205080,38.151040,42753,5532,diva_id__5064,-75.640411,37.977081,-0.132000,-75.640411,37.977081,2.000000,0.000000
845,15838,0.000000,20.625000,-75.625000,10,1247.173218,-75.673830,20.755210,7752,8336,diva_id__7868,-75.608749,20.721249,0.594000,-75.608749,20.721249,2.000000,0.000000
846,17782,0.000000,10.125000,-75.625000,10,3143.534424,-75.615230,10.078130,5156,5988,diva_id__5520,-75.572083,10.059584,0.417000,-75.572083,10.059584,2.000000,0.000000
847,20851,0.000000,-14.875000,-75.625000,10,6827.307617,-75.966800,-14.635420,52897,5245,diva_id__4777,-75.547913,-14.884584,0.480000,-75.547913,-14.884584,2.000000,0.000000
848,1218,1944.839428,71.625000,-75.375000,10,1824.582275,-75.351560,72.109380,66722,6611,diva_id__6143,-75.377914,71.509583,-0.270000,-75.377914,71.509583,2.000000,0.000000
849,2799,0.000000,68.375000,-75.375000,11,1934.461548,-75.527340,68.307290,3990,7191,diva_id__6723,-75.492912,68.273750,0.001000,-75.492912,68.273750,2.000000,0.000000
850,15839,0.000000,20.625000,-75.375000,10,1421.506348,-75.410160,20.755210,10144,8337,diva_id__7869,-75.326248,20.708750,0.589000,-75.326248,20.708750,2.000000,0.000000
851,20852,0.000000,-14.875000,-75.375000,10,10985.122070,-75.175780,-15.364580,50984,381,san_juan,-75.453751,-14.992918,0.466000,-75.453751,-14.992918,2.000000,0.000000
852,2577,0.000000,68.875000,-75.125000,31,5746.278320,-74.824220,68.671880,31874,1739,diva_id__1268,-75.037079,68.947914,0.274000,-75.037079,68.947914,2.000000,0.000000
853,16035,0.000000,19.875000,-75.125000,10,1433.081299,-75.205080,19.921880,931,8349,diva_id__7881,-75.196243,19.922916,0.574000,-75.196243,19.922916,2.000000,0.000000
854,17568,0.000000,11.125000,-74.875000,578,259724.796875,-74.853520,11.067710,1090,16478,deltas_283,-74.853752,11.057917,0.402000,-74.853752,11.057917,6.783163,0.000000
856,20941,0.000000,-15.625000,-74.875000,10,1406.927246,-75.175780,-15.364580,43844,381,san_juan,-74.825417,-15.567917,0.466000,-74.825417,-15.567917,2.000000,0.000000
857,3730,2008.890135,65.375000,-74.625000,10,1992.131958,-75.410160,65.286460,35307,6617,diva_id__6149,-74.657082,65.328751,-0.039000,-74.657082,65.328751,2.000000,0.000000
858,4437,4093.294852,62.125000,-74.625000,17,3762.655518,-74.472660,62.734380,69813,7824,diva_id__7356,-74.517914,62.107082,-0.105000,-74.517914,62.107082,2.000000,0.000000
859,15909,0.000000,20.375000,-74.625000,10,1231.740112,-74.179690,20.104170,48456,8340,diva_id__7872,-74.531250,20.388750,0.597000,-74.531250,20.388750,2.000000,0.000000
860,20942,0.000000,-15.625000,-74.625000,10,4458.357910,-75.175780,-15.364580,65032,381,san_juan,-74.650414,-15.657084,0.466000,-74.650414,-15.657084,2.000000,0.000000
861,10266,4657.615733,40.625000,-74.375000,13,2847.112793,-74.091800,40.494790,17986,8392,diva_id__7924,-74.303749,40.507915,-0.114000,-74.303749,40.507915,2.000000,0.000000
862,10545,4682.073637,39.625000,-74.375000,10,1480.659058,-74.326170,39.453130,14677,5478,diva_id__5010,-74.446243,39.547081,-0.108000,-74.446243,39.547081,2.000000,0.000000
863,17619,0.000000,10.875000,-74.375000,25,7049.314941,-74.326170,10.963540,4829,5999,diva_id__5531,-74.289581,10.987917,0.349000,-74.289581,10.987917,2.000000,0.000000
864,24452,0.000000,-48.625000,-74.375000,10,3387.651367,-74.443360,-48.411460,38250,9252,diva_id__8784,-74.276253,-48.737083,0.430000,-74.276253,-48.737083,2.000000,0.000000
865,10090,2326.048569,41.125000,-74.125000,12,2448.447266,-74.091800,40.546880,19287,5450,diva_id__4982,-74.122086,40.718750,-0.127000,-74.122086,40.718750,2.000000,0.000000
866,10267,0.000000,40.625000,-74.125000,119,34745.246094,-74.033200,40.546880,18997,277,new_york,-74.014587,40.717083,-0.127000,-74.014587,40.717083,2.922890,0.000000
867,24000,2309.147394,-42.125000,-74.125000,12,1021.766785,-74.414060,-41.822920,41353,346,puerto_montt,-74.017914,-42.049583,0.394000,-74.017914,-42.049583,2.000000,0.000000
868,24332,0.000000,-47.125000,-74.125000,10,1207.821045,-74.033200,-47.005210,1181,9239,diva_id__8771,-74.018753,-47.001251,0.374000,-74.018753,-47.001251,2.000000,0.000000
870,2801,1975.365964,68.375000,-73.875000,12,2240.684814,-74.238280,68.515630,17730,6615,diva_id__6147,-73.898750,68.416252,0.438000,-73.898750,68.416252,2.000000,0.000000
872,23952,0.000000,-41.375000,-73.875000,13,1399.908936,-73.798830,-41.510420,25388,5309,diva_id__4841,-73.842918,-41.284584,0.390000,-73.842918,-41.284584,2.000000,0.000000
873,24296,0.000000,-46.375000,-73.875000,10,1686.534424,-73.916020,-45.755210,56316,9232,diva_id__8764,-73.992081,-46.258751,0.373000,-73.992081,-46.258751,2.000000,0.000000
875,21000,2570.033703,-16.125000,-73.625000,10,1391.236450,-73.417970,-16.302080,22841,5246,diva_id__4778,-73.618752,-16.231251,0.420000,-73.618752,-16.231251,2.000000,0.000000
876,23843,5214.946359,-40.125000,-73.625000,84,15082.573242,-73.652340,-40.052080,21044,5308,diva_id__4840,-73.698746,-40.237919,0.402000,-73.698746,-40.237919,2.422897,0.000000
877,24365,0.000000,-47.625000,-73.625000,10,1254.940308,-74.238280,-47.239580,61264,16609,deltas_452,-73.662079,-47.628750,0.374000,-73.662079,-47.628750,2.000000,0.000000
878,21001,0.000000,-16.125000,-73.375000,10,1972.386597,-73.417970,-16.302080,22109,5246,diva_id__4778,-73.242081,-16.407084,0.420000,-73.242081,-16.407084,2.000000,0.000000
879,23574,2369.540179,-37.125000,-73.375000,10,1214.287720,-73.183590,-37.135420,15280,5282,diva_id__4814,-73.302917,-37.234585,0.426000,-73.302917,-37.234585,2.000000,0.000000
880,23634,0.000000,-37.875000,-73.375000,10,1238.673828,-73.447270,-38.203120,27290,5294,diva_id__4826,-73.492920,-37.960419,0.428000,-73.492920,-37.960419,2.000000,0.000000
881,23718,0.000000,-38.625000,-73.375000,57,12126.321289,-73.388670,-38.828120,9118,5298,diva_id__4830,-73.410416,-38.747917,0.414000,-73.410416,-38.747917,2.000000,0.000000
882,23825,2337.045884,-39.875000,-73.375000,70,10243.856445,-73.330080,-39.609370,28630,5307,diva_id__4839,-73.351250,-39.866253,0.408000,-73.351250,-39.866253,2.202683,0.000000
883,24298,5038.641531,-46.375000,-73.375000,10,1791.988647,-73.857420,-45.755210,67652,9235,diva_id__8767,-73.459579,-46.297085,0.373000,-73.459579,-46.297085,2.000000,0.000000
884,10092,2319.870272,41.125000,-73.125000,22,5014.999023,-73.095700,41.197920,1251,5420,diva_id__4952,-73.109581,41.202084,-0.116000,-73.109581,41.202084,2.000000,0.000000
885,17532,2596.165687,11.375000,-73.125000,10,1076.432739,-73.212890,11.380210,3918,565,diva_id__94,-73.191254,11.352083,0.367000,-73.191254,11.352083,2.000000,0.000000
886,21026,0.000000,-16.375000,-73.125000,32,15356.847656,-73.417970,-16.302080,37019,5246,diva_id__4778,-73.108749,-16.452917,0.420000,-73.108749,-16.452917,2.000000,0.000000
887,23551,0.000000,-36.875000,-73.125000,78,24251.558594,-73.154300,-36.692710,13741,5280,diva_id__4812,-73.153748,-36.816250,0.422000,-73.153748,-36.816250,2.330507,0.000000
888,23779,0.000000,-39.125000,-73.125000,56,8570.496094,-73.330080,-39.609370,41868,5307,diva_id__4839,-73.218750,-39.242916,0.408000,-73.218750,-39.242916,2.000000,0.000000
889,24580,2184.913651,-51.375000,-73.125000,22,8597.540039,-73.769530,-51.692710,56967,5348,diva_id__4880,-73.078751,-51.413750,0.268000,-73.078751,-51.413750,2.000000,0.000000
891,16228,2549.535764,19.125000,-72.875000,14,8914.955078,-72.744140,19.244790,3216,8753,diva_id__8285,-72.774582,19.247915,0.614000,-72.774582,19.247915,2.000000,0.000000
892,17487,3670.260214,11.625000,-72.875000,10,4341.942383,-73.212890,11.380210,39933,565,diva_id__94,-72.894585,11.557917,0.367000,-72.894585,11.557917,2.000000,0.000000
894,23522,4759.679467,-36.375000,-72.875000,40,11401.071289,-72.832030,-36.291380,10832,5278,diva_id__4810,-72.847916,-36.387917,0.418000,-72.847916,-36.387917,2.000000,0.000000
895,24091,2293.563357,-43.125000,-72.875000,10,1018.272888,-72.978520,-43.671870,47924,5318,diva_id__4850,-72.886246,-43.246250,0.351000,-72.886246,-43.246250,2.000000,0.000000
896,24142,0.000000,-43.875000,-72.875000,53,13118.544922,-72.978520,-43.776040,890,5317,diva_id__4849,-72.971252,-43.782085,0.354000,-72.971252,-43.782085,2.000000,0.000000
897,24249,6795.208578,-45.375000,-72.875000,37,12246.270508,-73.681640,-45.442710,71089,9233,diva_id__8765,-72.772079,-45.411251,0.385000,-72.772079,-45.411251,2.000000,0.000000
899,24191,0.000000,-44.625000,-72.625000,24,5129.221680,-73.212890,-44.296870,63647,9230,diva_id__8762,-72.708748,-44.742085,0.368000,-72.708748,-44.742085,2.000000,0.000000
900,10028,0.000000,41.375000,-72.375000,109,29051.783203,-72.333980,41.276040,4194,5428,diva_id__4960,-72.348747,41.312080,-0.072000,-72.348747,41.312080,2.790957,0.000000
902,21056,0.000000,-16.625000,-72.375000,10,13516.821289,-72.128910,-17.031250,46675,243,matarani,-72.425415,-16.722084,0.449000,-72.425415,-16.722084,2.000000,0.000000
903,23433,2392.568496,-35.375000,-72.375000,45,21241.167969,-72.451170,-35.338540,4606,5275,diva_id__4807,-72.404587,-35.322086,0.421000,-72.404587,-35.322086,2.000000,0.000000
904,23955,0.000000,-41.375000,-72.375000,24,2660.786621,-73.037110,-41.484370,61761,5311,diva_id__4843,-72.308746,-41.383751,0.379000,-72.308746,-41.383751,2.000000,0.000000
905,23973,2314.090658,-41.625000,-72.375000,39,9121.574219,-72.509770,-42.265620,70139,5312,diva_id__4844,-72.318748,-41.651253,0.371000,-72.318748,-41.651253,2.000000,0.000000
907,23267,2402.546702,-34.375000,-72.125000,10,1773.671875,-71.982420,-34.296870,20583,5274,diva_id__4806,-72.023750,-34.478752,0.419000,-72.023750,-34.478752,2.000000,0.000000
908,23397,2396.303419,-35.125000,-72.125000,27,6287.987793,-72.451170,-35.338540,43764,5275,diva_id__4807,-72.187080,-35.009586,0.421000,-72.187080,-35.009586,2.000000,0.000000
909,1752,0.000000,70.375000,-71.875000,13,1936.100708,-71.132810,70.572920,37828,6616,diva_id__6148,-71.750412,70.302917,-0.248000,-71.750412,70.302917,2.000000,0.000000
911,17489,0.000000,11.625000,-71.875000,10,1620.322144,-71.865230,11.640630,14900,6009,diva_id__5541,-71.967087,11.551250,0.383000,-71.967087,11.551250,2.000000,0.000000
912,17572,2597.703783,11.125000,-71.875000,10,6203.411133,-71.806640,11.171880,18546,6010,diva_id__5542,-71.787079,11.006250,0.373000,-71.787079,11.006250,2.000000,0.000000
913,17785,0.000000,10.125000,-71.875000,10,3020.744141,-71.630860,10.598960,52984,6012,diva_id__5544,-71.862083,10.180416,0.355000,-71.862083,10.180416,2.000000,0.000000
914,21113,0.000000,-17.125000,-71.875000,10,12850.431641,-71.630860,-17.213540,23356,1245,diva_id__774,-71.845413,-17.167919,0.460000,-71.845413,-17.167919,2.000000,0.000000
915,23182,2409.113772,-33.875000,-71.875000,20,13756.946289,-71.630860,-33.619790,37611,5269,diva_id__4801,-71.837082,-33.911251,0.412000,-71.837082,-33.911251,2.000000,0.000000
916,1871,0.000000,70.125000,-71.625000,10,1238.025146,-71.132810,70.572920,60903,6616,diva_id__6148,-71.521248,70.041252,-0.248000,-71.521248,70.041252,2.000000,0.000000
918,16042,0.000000,19.875000,-71.625000,16,7077.894531,-71.748050,19.765630,10955,1992,diva_id__1521,-71.677917,19.838749,0.625000,-71.677917,19.838749,2.000000,0.000000
