rivmth_id,lat,lon,rivwth,uparea,dist2coast,q_mean,couple_id,gtsm_egm_offset,surge_std,tidal_range
8909,45.15958405,12.3320837,48,14437754880.0,0,278.71512,1790,-0.09,0.10724744423603133,0.7921131
8914,45.16291809,29.68041801,573,787000000000.0,0,0.8364534,2095,-0.06,0.04613570640763828,0.059156485
8915,45.24791718,29.69791794,573,787000000000.0,2267,6209.943,2098,-0.06,0.04613570640763828,0.059156485
8917,45.19291687,33.41708374,10,1243323392.0,2267,2.0320835,2168,-0.077,0.06968897181197328,0.013128072
8979,45.03541565,136.6429138,11,2200275968.0,2269,36.32472,3557,0.379,0.09922144633395545,0.21893443
8990,44.75125122,-65.51708221,12,1596718464.0,0,32.154182,1054,-0.14400000000000002,0.10743201004766881,6.449801
8999,44.99874878,-0.561248779,75,56002342912.0,0,445.14047,1595,0.013999999999999999,0.13075926520580652,4.424325
9001,44.9679184,12.53458405,157,73396346880.0,0,1177.8651,1802,-0.096,0.10429552790195738,0.7684897
9062,44.79708099,136.35125730000001,10,2194204672.0,0,30.76502,3552,0.379,0.09922144633395545,0.21893443
9064,44.94374847,141.71875,37,5563130880.0,0,161.21341,3675,0.426,0.11206200563616499,0.24602437
9070,44.56624985,-68.79791259999999,101,21928476672.0,0,418.55768,990,-0.114,0.11460735489449946,3.2059662
9075,44.69791412,-67.39208221,10,2055667968.0,0,37.82569,1027,-0.138,0.10985166873168108,4.8836093
9084,44.65208435,-1.032083511,10,2261956096.0,3217,15.791262,1588,0.003,0.1067712469884353,2.9436147
9086,44.59708405,12.28041649,10,5603403776.0,2275,40.23676,1791,-0.10800000000000001,0.1069360805396114,0.68762237
9090,44.6870842,28.99875069,10,2980860928.0,0,3.323737,2089,-0.06,0.042369761059691834,0.05315354
