index,basin_idx,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat,rivhgt,elevtn,elvp10,elvp90,elvavg,area_km,cell_count,mean_drain_length,mean_drain_slope
1843,21391,21390,0.000000,-20.375000,13.375000,10,2336.379639,13.388670,-20.885420,45317,2802,diva_id__2331,13.268750,-20.493752,0.188000,13.268750,-20.493752,2.000000,0.000000,50.800000,507.600000,275.000000,2336.905712,3,62198.378906,0.009180
1844,21449,21448,0.000000,-20.875000,13.375000,10,16639.503906,13.388670,-20.885420,7660,2802,diva_id__2331,13.456250,-20.912918,0.188000,13.456250,-20.912918,2.000000,0.000000,217.500000,1169.000000,763.230384,16643.377012,26,224357.645182,0.004015
1846,8646,8645,0.000000,45.875000,13.625000,23,3313.056885,13.564450,45.755210,3267,1394,diva_id__923,13.522917,45.750416,-0.052000,13.522917,45.750416,2.000000,0.000000,29.330000,183.371254,94.108334,3310.996480,6,54737.076172,0.001936
1847,9476,9475,0.000000,43.375000,13.625000,10,1335.860474,13.740230,43.281250,1767,13466,diva_idp_med_850,13.742084,43.297081,-0.116000,13.742084,43.297081,2.000000,0.000000,17.400000,193.200000,95.500000,1335.090688,4,51219.562500,0.002623
1848,10040,10039,0.000000,41.375000,13.625000,10,4061.171143,13.740230,41.223960,1835,1293,diva_id__822,13.762084,41.225418,-0.133000,13.762084,41.225418,2.000000,0.000000,25.200000,335.700000,180.092812,4058.484434,8,65551.191406,0.003677
1849,20250,20249,2607.660085,-8.375000,13.625000,10,2654.851562,13.388670,-8.567708,17890,2779,diva_id__2308,13.397083,-8.407085,0.306000,13.397083,-8.407085,2.000000,0.000000,41.400000,364.737125,200.780937,2654.470336,4,104097.609375,0.003967
1850,20630,20629,2592.157248,-12.125000,13.625000,10,2799.826172,13.623050,-12.213540,3898,2789,diva_id__2318,13.657084,-12.224583,0.300000,13.657084,-12.224583,2.000000,0.000000,377.500000,1091.500000,794.666667,2799.402608,6,99584.177734,0.010176
1851,21474,21473,0.000000,-21.125000,13.625000,10,29343.853516,13.623050,-21.171870,1969,16576,deltas_400,13.628750,-21.188751,0.185000,13.628750,-21.188751,2.000000,0.000000,302.000000,1392.000000,963.798353,29350.295406,41,323400.647266,0.003788
1852,6539,6538,0.000000,53.875000,13.875000,10,5321.062012,13.769530,53.984380,14624,4385,diva_id__3917,13.812917,53.855415,0.272000,13.812917,53.855415,2.000000,0.000000,0.549064,32.572251,9.007387,5317.872162,14,113788.260045,0.000122
1853,9632,9631,0.000000,42.875000,13.875000,10,1177.649292,13.886720,42.942710,4665,13162,diva_idp_med_546,13.907917,42.903748,-0.116000,13.907917,42.903748,2.000000,0.000000,11.100000,524.700000,228.500000,1176.987704,4,78624.406250,0.008318
1854,10104,10103,0.000000,41.125000,13.875000,10,5779.816895,13.916020,41.067710,4900,1297,diva_id__826,13.927917,41.024582,-0.137000,13.927917,41.024582,2.000000,0.000000,17.545499,240.000000,118.130999,5776.141344,10,121720.867188,0.001798
1855,10179,10178,0.000000,40.875000,13.875000,10,1095.028442,13.974610,40.963540,2443,1299,diva_id__828,13.972083,40.985416,-0.131000,13.972083,40.985416,2.000000,0.000000,4.200000,25.354399,14.797000,1094.406796,4,59025.791016,0.000358
1856,11195,11194,2371.164627,37.125000,13.875000,10,2018.278198,13.916020,37.109380,2661,13520,diva_idp_med_904,13.944584,37.102081,-0.077000,13.944584,37.102081,2.000000,0.000000,21.600000,455.400000,235.800000,2016.902836,5,87709.466797,0.004808
1857,20177,20176,0.000000,-7.875000,13.875000,10,1452.264038,13.271480,-8.203124,26742,2777,diva_id__2306,13.182083,-7.979584,0.310000,13.182083,-7.979584,2.000000,0.000000,0.000000,0.000000,0.000000,1452.251264,1,10000.000000,0.000000
1858,20557,20556,2598.348694,-10.875000,13.875000,52,22802.382812,13.857420,-10.911460,8043,2786,diva_id__2315,13.802084,-10.863750,0.300000,13.802084,-10.863750,2.000000,0.000000,198.427003,1436.200000,1130.407108,22798.658744,29,284608.688702,0.004397
1859,20577,20576,2596.388267,-11.375000,13.875000,11,5569.776367,13.857420,-10.911460,44961,2786,diva_id__2315,13.827084,-11.314583,0.300000,13.827084,-11.314583,2.000000,0.000000,110.194006,1207.400000,752.092389,5568.900544,9,146197.951172,0.007628
1860,20612,20611,0.000000,-11.875000,13.875000,16,4574.581543,13.740230,-11.953120,2597,2788,diva_id__2317,13.763750,-11.957085,0.301000,13.763750,-11.957085,2.000000,0.000000,99.500000,1167.000000,754.888336,4573.852656,6,174138.421875,0.007023
1861,21494,21493,0.000000,-21.375000,13.875000,10,1151.026855,13.798830,-21.432290,2254,2803,diva_id__2332,13.797084,-21.412086,0.182000,13.797084,-21.412086,2.000000,0.000000,38.800000,549.200000,277.333333,1151.313176,3,73868.242188,0.008637
1862,5960,5959,0.000000,55.875000,14.125000,10,4668.180664,14.238280,55.755210,11331,4264,diva_id__3796,14.237083,55.857082,0.275000,14.237083,55.857082,2.000000,0.000000,0.830250,141.759639,59.453718,4665.013696,10,81934.347168,0.001076
1863,6620,6619,2153.785585,53.625000,14.125000,10,2650.659668,14.238280,53.932290,23177,4380,diva_id__3912,14.073750,53.747917,0.274000,14.073750,53.747917,2.000000,0.000000,0.492585,23.353683,9.131969,2649.088476,7,54388.699219,0.000208
1864,9773,9772,0.000000,42.375000,14.125000,10,2906.557617,14.208980,42.473960,1221,13464,diva_idp_med_848,14.222083,42.468750,-0.131000,14.222083,42.468750,2.000000,0.000000,48.000000,764.212128,436.778625,2904.825222,6,85952.771484,0.009526
1865,20596,20595,0.000000,-11.625000,14.125000,10,1687.304932,13.798830,-11.796870,2293,2787,diva_id__2316,13.798750,-11.776253,0.301000,13.798750,-11.776253,2.000000,0.000000,21.700000,195.300000,108.500000,1687.030784,2,37655.085938,0.005763
1866,21548,21547,0.000000,-21.875000,14.125000,10,1447.419922,14.208980,-22.057290,33196,2804,diva_id__2333,14.012084,-21.821251,0.184000,14.012084,-21.821251,2.000000,0.000000,28.200000,413.600000,209.500000,1447.756856,4,91245.460938,0.005217
1867,21570,21569,0.000000,-22.125000,14.125000,10,1295.050415,14.208980,-22.057290,2202,2804,diva_id__2333,14.204583,-22.037918,0.184000,14.204583,-22.037918,2.000000,0.000000,84.000000,716.800000,403.666667,1295.341488,3,123645.445312,0.006397
1868,3224,3223,1989.326669,67.125000,14.375000,22,1168.376343,14.121090,67.161460,12542,9826,diva_id__9358,14.331250,67.083748,-0.125000,14.331250,67.083748,2.000000,0.000000,32.343201,574.948486,267.857632,1169.424660,5,52898.208333,0.006898
1869,5892,5891,0.000000,56.125000,14.375000,10,1160.030762,14.238280,55.755210,34621,4264,diva_id__3796,14.473750,56.037083,0.275000,14.473750,56.037083,2.000000,0.000000,7.141250,64.271249,35.706249,1159.182976,2,37837.023438,0.001887
1871,12331,12330,0.000000,32.625000,14.375000,10,2497.284668,14.443360,32.526040,407,2055,diva_id__1584,14.447083,32.527916,0.041000,14.447083,32.527916,2.000000,0.000000,27.000000,192.548499,117.623749,2495.743552,4,76293.460938,0.002518
1872,20578,20577,0.000000,-11.375000,14.375000,10,2588.202393,13.857420,-10.911460,29714,2786,diva_id__2315,13.837917,-11.177917,0.300000,13.837917,-11.177917,2.000000,0.000000,97.800000,880.200000,489.000000,2587.795072,2,37286.648438,0.026229
1873,21571,21570,0.000000,-22.125000,14.375000,10,11644.349609,14.208980,-22.057290,6281,2804,diva_id__2333,14.256250,-22.092918,0.184000,14.256250,-22.092918,2.000000,0.000000,182.500000,1367.700000,878.999444,11646.948976,18,219403.307617,0.005629
1874,21597,21596,0.000000,-22.375000,14.375000,10,1186.696655,14.443360,-22.421870,9242,2805,diva_id__2334,14.479584,-22.497917,0.183000,14.479584,-22.497917,2.000000,0.000000,55.200000,914.400000,450.000000,1187.011068,3,89113.542969,0.006844
1875,21674,21673,5038.894478,-23.125000,14.375000,10,16726.890625,14.501950,-22.942710,9837,457,walvis_bay,14.459583,-23.022083,0.178000,14.459583,-23.022083,2.000000,0.000000,150.114998,1139.000000,718.166599,16730.665488,25,254502.244141,0.003787
1877,5893,5892,0.000000,56.125000,14.625000,10,3441.656738,15.292970,56.171880,33813,4265,diva_id__3797,14.747917,56.154583,0.280000,14.747917,56.154583,2.000000,0.000000,40.000000,176.289569,129.429686,3439.562248,9,123215.248047,0.001391
1878,6621,6620,4312.443141,53.625000,14.625000,102,119013.453125,14.238280,53.932290,48080,4380,diva_id__3912,14.598750,53.556252,0.274000,14.598750,53.556252,2.694432,0.000000,26.837692,232.000000,120.069341,118942.365926,251,454237.083540,0.000302
1879,9841,9840,0.000000,42.125000,14.625000,10,1571.825439,14.472660,42.265630,6044,13462,diva_idp_med_846,14.537084,42.239582,-0.131000,14.537084,42.239582,2.000000,0.000000,100.179999,846.200000,426.988998,1570.812352,5,68746.513672,0.008029
1880,21495,21494,0.000000,-21.375000,14.625000,10,1287.464355,14.208980,-22.057290,16436,2804,diva_id__2333,14.122917,-21.932919,0.184000,14.122917,-21.932919,2.000000,0.000000,0.000000,0.000000,0.000000,1287.759360,1,10000.000000,0.000000
1883,21624,21623,0.000000,-22.625000,14.625000,10,29288.611328,14.501950,-22.682290,2595,16581,deltas_408,14.526250,-22.688751,0.180000,14.526250,-22.688751,2.000000,0.000000,399.000000,1465.900000,1000.071796,29295.111537,42,253877.203125,0.004791
1884,21651,21650,2520.587085,-22.875000,14.625000,10,2852.104004,14.501950,-22.942710,6823,457,walvis_bay,14.542084,-22.893753,0.178000,14.542084,-22.893753,2.000000,0.000000,62.997998,621.800000,340.698999,2852.708144,5,94015.710938,0.006358
1885,21831,21830,0.000000,-24.625000,14.625000,10,1640.683350,14.560550,-24.348960,45301,2808,diva_id__2337,14.742084,-24.721252,0.171000,14.742084,-24.721252,2.000000,0.000000,34.039600,413.520093,214.849538,1641.088200,3,116013.007812,0.004089
1886,9842,9841,0.000000,42.125000,14.875000,10,1191.378540,14.794920,42.109380,5637,13134,diva_idp_med_518,14.797917,42.058750,-0.148000,14.797917,42.058750,2.000000,0.000000,54.000000,278.200000,175.500000,1190.626140,4,53914.460938,0.004545
1887,10355,10354,0.000000,40.375000,14.875000,10,3261.875000,14.912110,40.494790,2514,12992,diva_idp_med_376,14.940417,40.487915,-0.126000,14.940417,40.487915,2.000000,0.000000,39.000000,501.546490,215.153211,3259.797872,7,68699.353516,0.004552
1890,9900,9899,0.000000,41.875000,15.125000,10,1306.702637,15.029300,42.005210,2522,13099,diva_idp_med_483,15.023750,41.982918,-0.153000,15.023750,41.982918,2.000000,0.000000,35.800000,408.863989,215.109996,1305.862688,3,87770.648438,0.005313
1891,11129,11128,0.000000,37.375000,15.125000,10,4207.023926,15.087890,37.369790,3406,13575,diva_idp_med_959,15.087917,37.400414,-0.123000,15.087917,37.400414,2.000000,0.000000,36.800000,616.600000,284.777778,4204.143754,9,74753.090332,0.004218
1893,5896,5895,0.000000,56.125000,15.375000,10,1090.367310,15.292970,56.171880,740,4265,diva_id__3797,15.300417,56.177082,0.280000,15.300417,56.177082,2.000000,0.000000,18.572250,141.263999,84.196875,1089.678944,4,85043.492188,0.001729
1894,6469,6468,0.000000,54.125000,15.375000,10,2567.890869,14.238280,53.932290,72477,4380,diva_id__3912,15.285417,54.147915,0.274000,15.285417,54.147915,2.000000,0.000000,2.282857,59.614231,30.111446,2566.378744,6,102639.367188,0.000522
1895,9901,9900,0.000000,41.875000,15.375000,10,1616.979004,15.322270,41.901040,3300,1362,diva_id__891,15.292084,41.920418,-0.142000,15.292084,41.920418,2.000000,0.000000,7.948500,274.300000,123.873750,1615.891600,4,100260.726562,0.003331
1896,10041,10040,0.000000,41.375000,15.625000,10,1268.609619,15.966800,41.432290,11014,13105,diva_idp_med_489,15.908751,41.521248,-0.184000,15.908751,41.521248,2.000000,0.000000,28.600000,208.600000,122.666667,1267.798048,3,37849.130859,0.004825
1897,12613,12612,5448.155265,31.375000,15.625000,10,28891.156250,15.615230,31.484380,1834,16405,deltas_144,15.596251,31.481251,0.018000,15.596251,31.481251,2.000000,0.000000,83.019750,601.129974,342.999751,28897.852953,44,289471.431920,0.001313
1898,22261,22260,0.000000,-27.875000,15.625000,10,1932.298218,15.498050,-27.630210,35489,2810,diva_id__2339,15.682083,-27.904583,0.182000,15.682083,-27.904583,2.000000,0.000000,29.400000,169.400000,107.333333,1932.747200,3,40849.759766,0.003982
1899,9382,9381,2287.243484,43.625000,15.875000,10,2475.067627,15.898660,43.700730,3822,12660,diva_idp_med_44,15.869583,43.727917,-0.154000,15.869583,43.727917,2.000000,0.000000,30.400000,340.348499,203.341901,2473.556560,5,82632.441406,0.004088
1900,9975,9974,0.000000,41.625000,15.875000,10,2397.998291,15.966800,41.640630,9320,13456,diva_idp_med_840,15.893750,41.577084,-0.190000,15.893750,41.577084,2.000000,0.000000,0.286172,29.698000,11.653477,2396.386880,4,44716.787109,0.000400
1901,10042,10041,0.000000,41.375000,16.125000,10,2915.124023,16.201170,41.380210,2402,13455,diva_idp_med_839,16.197918,41.358749,-0.184000,16.197918,41.358749,2.000000,0.000000,24.000000,375.400000,201.285714,2913.330512,7,104211.197266,0.003183
1902,10283,10282,0.000000,40.625000,16.125000,10,1552.603027,16.728520,40.234380,13829,1335,diva_id__864,16.817083,40.338749,-0.154000,16.817083,40.338749,2.000000,0.000000,46.600000,419.400000,233.000000,1551.601152,2,31152.552734,0.014959
1903,12615,12614,2438.858559,31.375000,16.125000,10,7032.717773,16.025390,31.276040,6409,16409,deltas_151,16.091251,31.263750,0.022000,16.091251,31.263750,2.000000,0.000000,29.148500,357.100000,206.427142,7034.322568,14,176977.235026,0.001381
1904,12685,12684,5453.860014,31.125000,16.125000,10,52331.281250,16.025390,31.276040,4031,16409,deltas_151,16.001251,31.246250,0.022000,16.001251,31.246250,2.000000,0.000000,97.494995,597.000000,357.173936,52342.965955,81,384827.366286,0.001010
1905,5747,5746,2111.925718,56.875000,16.375000,10,1544.494507,16.582030,57.369790,50970,1038,diva_id__567,16.432917,56.918751,0.311000,16.432917,56.918751,2.000000,0.000000,30.397000,193.832610,111.480930,1543.582040,8,120599.117188,0.001621
1906,10431,10430,0.000000,40.125000,16.375000,10,1352.004272,16.728520,40.234380,10106,1335,diva_id__864,16.688751,40.148750,-0.154000,16.688751,40.148750,2.000000,0.000000,85.948499,569.600000,353.623749,1351.101512,4,45188.703125,0.012880
1907,12686,12685,0.000000,31.125000,16.375000,10,2802.888916,16.025390,31.276040,19439,16409,deltas_151,16.223751,31.233749,0.022000,16.223751,31.233749,2.000000,0.000000,11.600000,106.000000,58.666667,2803.556160,3,65433.773438,0.001803
1908,22367,22366,0.000000,-28.625000,16.375000,38,883564.937500,16.201170,-28.411460,35784,730,diva_id__259,16.461250,-28.637917,0.177000,16.461250,-28.637917,2.000000,0.000000,850.595996,1521.616504,1164.336453,883763.569341,1303,1294181.450033,0.001092
1909,5680,5679,0.000000,57.125000,16.625000,10,4531.660156,16.582030,57.369790,27139,1038,diva_id__567,16.502918,57.129585,0.311000,16.502918,57.129585,2.000000,0.000000,37.000000,196.577499,120.892591,4528.926344,11,134264.195312,0.001394
1910,9478,9477,0.000000,43.375000,16.625000,10,1322.936646,16.669920,43.411460,3817,12641,diva_idp_med_25,16.691250,43.442085,-0.174000,16.691250,43.442085,2.000000,0.000000,43.000000,279.087988,170.036662,1322.139520,3,78662.750000,0.003752
1912,10432,10431,0.000000,40.125000,16.625000,10,1748.217163,16.728520,40.234380,2583,1335,diva_id__864,16.731251,40.211250,-0.154000,16.731251,40.211250,2.000000,0.000000,20.400000,435.400000,205.500000,1747.191520,4,87434.578125,0.005982
1913,10558,10557,0.000000,39.625000,16.625000,10,2535.566162,16.494140,39.713540,3110,1328,diva_id__857,16.528751,39.722084,-0.145000,16.528751,39.722084,2.000000,0.000000,34.800000,607.800000,263.571429,2534.035100,7,87287.097656,0.004520
1914,12687,12686,2439.403716,31.125000,16.625000,10,5355.417969,17.021480,31.171880,45842,14709,diva_idp_med_2093,16.542084,31.212917,0.011000,16.542084,31.212917,2.000000,0.000000,48.294000,207.348912,136.109059,5356.658048,10,146673.156250,0.001528
1915,22398,22397,0.000000,-28.875000,16.625000,10,1636.856201,16.845700,-29.192710,26853,2811,diva_id__2340,16.719584,-28.977917,0.169000,16.719584,-28.977917,2.000000,0.000000,73.899001,302.046497,208.456249,1637.201168,4,65078.429688,0.004298
1916,10356,10355,0.000000,40.375000,16.875000,10,3085.476074,16.933590,40.442710,9023,1337,diva_id__866,16.857082,40.386250,-0.152000,16.857082,40.386250,2.000000,0.000000,16.331000,319.000000,151.501923,3083.446056,8,85135.420898,0.002419
1917,22463,22462,0.000000,-29.375000,16.875000,10,2378.123535,16.845700,-29.244790,15421,319,port_nolloth,16.936251,-29.358749,0.169000,16.936251,-29.358749,2.000000,0.000000,33.600000,215.400000,136.866000,2378.776746,5,74325.598958,0.002732
1919,4531,4530,4107.096004,61.625000,17.125000,16,2527.344482,17.167970,61.640630,12146,4306,diva_id__3838,17.049583,61.547081,0.323000,17.049583,61.547081,2.000000,0.000000,26.584446,198.706798,109.756071,2525.751298,8,70501.820312,0.002523
1920,4636,4635,0.000000,61.125000,17.125000,83,20102.169922,17.167970,61.067710,9019,529,diva_id__58,17.173750,61.148750,0.325000,17.173750,61.148750,2.410455,0.000000,78.989989,574.783698,326.128991,20089.436065,60,249812.228841,0.001592
1921,4732,4731,2919.259546,60.625000,17.125000,11,2179.503418,17.167970,61.067710,43358,529,diva_id__58,17.174583,60.677917,0.325000,17.174583,60.677917,2.000000,0.000000,20.984756,117.451004,61.308460,2178.051628,6,59699.343750,0.001651
1922,10681,10680,0.000000,39.125000,17.125000,10,1080.043091,17.138670,39.192710,1270,12977,diva_idp_med_361,17.147083,39.202084,-0.119000,17.147083,39.202084,2.000000,0.000000,7.500000,389.700000,168.000000,1079.467472,4,56304.929688,0.005923
1923,12689,12688,0.000000,31.125000,17.125000,10,1713.599731,17.021480,31.171880,2211,14709,diva_idp_med_2093,17.032917,31.154583,0.011000,17.032917,31.154583,2.000000,0.000000,0.000000,0.000000,0.000000,1714.032128,1,10000.000000,0.000000
1924,22500,22499,0.000000,-29.625000,17.125000,10,9869.507812,16.845700,-29.244790,52244,319,port_nolloth,17.052084,-29.678749,0.169000,17.052084,-29.678749,2.000000,0.000000,84.500000,834.000000,489.905937,9871.764832,16,141431.425130,0.004368
1925,4315,4314,2041.216775,62.875000,17.375000,10,1134.448730,17.402340,62.369790,20209,9864,diva_id__9396,17.422083,62.551250,0.323000,17.422083,62.551250,2.000000,0.000000,35.774249,256.698001,155.726875,1133.670800,4,69913.843750,0.003600
1926,4357,4356,0.000000,62.625000,17.375000,120,25485.291016,17.402340,62.369790,17588,9864,diva_id__9396,17.402084,62.527916,0.323000,17.402084,62.527916,2.930918,0.000000,242.652692,573.864014,379.330483,25474.175148,73,307569.036638,0.001589
1927,4411,4410,2044.228306,62.375000,17.375000,60,12776.919922,17.402340,62.369790,6975,9864,diva_id__9396,17.401251,62.307083,0.323000,17.401251,62.307083,2.022533,0.000000,81.866271,532.294000,287.605519,12768.381386,38,192861.263522,0.001754
1928,4489,4488,2049.277879,61.875000,17.375000,10,1105.127563,17.167970,61.640630,29330,4306,diva_id__3838,17.341251,61.891251,0.323000,17.341251,61.891251,2.000000,0.000000,9.476154,109.555354,57.493257,1104.444096,3,66879.390625,0.001871
1929,4688,4687,0.000000,60.875000,17.375000,10,1489.072632,17.167970,61.067710,28619,529,diva_id__58,17.262917,60.814583,0.325000,17.262917,60.814583,2.000000,0.000000,23.185625,264.712143,124.918913,1488.187272,6,86593.609375,0.003046
1930,4733,4732,2064.848839,60.625000,17.375000,106,28833.388672,17.167970,61.067710,50652,529,diva_id__58,17.422916,60.629585,0.325000,17.422916,60.629585,2.749967,0.000000,84.944699,571.680066,294.176284,28816.014528,77,381176.129427,0.000947
1931,9562,9561,0.000000,43.125000,17.375000,28,5948.789551,17.431640,42.890630,14577,1417,diva_id__946,17.446251,43.021248,-0.173000,17.446251,43.021248,2.000000,0.000000,11.445500,819.645496,281.856457,5945.036952,12,128596.736979,0.004396
1932,12690,12689,0.000000,31.125000,17.375000,10,2312.921143,17.197270,31.119790,9709,2046,diva_id__1575,17.292917,31.089582,0.011000,17.292917,31.089582,2.000000,0.000000,14.000000,131.397998,65.298999,2313.462864,5,74319.097656,0.001143
1933,22633,22632,0.000000,-30.375000,17.375000,10,1645.240601,17.167970,-30.156250,14920,2812,diva_id__2341,17.262085,-30.262917,0.160000,17.262085,-30.262917,2.000000,0.000000,24.600000,151.000000,93.666667,1645.677632,3,56064.505859,0.002524
1934,4734,4733,0.000000,60.625000,17.625000,10,1356.710815,17.167970,61.067710,67534,529,diva_id__58,17.653751,60.508751,0.325000,17.653751,60.508751,2.000000,0.000000,8.034269,45.050269,28.813782,1355.870912,3,81287.960938,0.000569
1935,6240,6239,0.000000,54.875000,17.625000,10,3148.707031,18.222660,54.817710,43411,4377,diva_id__3909,17.551250,54.767918,0.290000,17.551250,54.767918,2.000000,0.000000,0.977396,119.000000,48.575640,3146.731036,11,77409.034375,0.000773
1936,22634,22633,0.000000,-30.375000,17.625000,10,1502.960205,17.167970,-30.156250,39538,2812,diva_id__2341,17.358749,-30.471252,0.160000,17.358749,-30.471252,2.000000,0.000000,16.800000,151.200000,84.000000,1503.412128,2,34030.312500,0.004937
1937,22726,22725,0.000000,-30.875000,17.625000,10,4638.093262,17.548830,-30.807290,5105,2813,diva_id__2342,17.577084,-30.846252,0.151000,17.577084,-30.846252,2.000000,0.000000,42.400000,433.000000,200.777778,4639.388992,9,86820.484375,0.002748
1938,12747,12746,0.000000,30.875000,17.875000,10,1304.913696,18.486330,30.546880,65062,2044,diva_id__1573,17.909584,30.857082,0.056000,17.909584,30.857082,2.000000,0.000000,8.600000,86.200000,46.666667,1305.240848,3,61685.156250,0.001573
1939,22811,22810,0.000000,-31.375000,17.875000,10,1410.949707,18.076170,-31.510420,35458,2814,diva_id__2343,17.858749,-31.251251,0.170000,17.858749,-31.251251,2.000000,0.000000,6.100000,54.900000,30.500000,1411.190592,2,46543.011719,0.001311
1940,22847,22846,2434.475209,-31.625000,18.125000,10,46268.582031,18.076170,-31.510420,20042,2814,diva_id__2343,18.196251,-31.658752,0.170000,18.196251,-31.658752,2.000000,0.000000,99.560997,841.000000,461.683673,46262.429492,71,244236.610352,0.002500
1941,23032,23031,2422.034756,-32.875000,18.125000,10,7793.060547,17.958980,-32.994790,29894,373,saldanha,18.139584,-32.772919,0.125000,18.139584,-32.772919,2.000000,0.000000,2.903106,116.597998,55.924829,7788.399440,15,122187.619420,0.000715
1942,2324,2323,1966.487985,69.375000,18.375000,45,5833.018555,18.691410,69.921880,72200,9865,diva_id__9397,18.498751,69.276253,-0.176000,18.498751,69.276253,2.000000,0.000000,40.940842,600.247498,269.676687,5837.800803,21,106967.587713,0.002501
1943,12802,12801,0.000000,30.625000,18.375000,10,3520.285889,18.486330,30.546880,14659,2044,diva_id__1573,18.367916,30.630417,0.056000,18.367916,30.630417,2.000000,0.000000,19.800000,177.200000,89.142857,3521.089600,7,78972.455729,0.001451
1944,22967,22966,0.000000,-32.375000,18.375000,10,1912.087158,18.339840,-32.447920,14925,2816,diva_id__2345,18.337917,-32.313751,0.168000,18.337917,-32.313751,2.000000,0.000000,0.089100,0.801900,0.445500,1910.838864,2,33526.492188,0.000027
1945,23192,23191,0.000000,-33.875000,18.375000,10,1500.470825,18.427730,-33.880210,5652,130,granger_bay,18.488750,-33.876251,0.109000,18.488750,-33.876251,2.000000,0.000000,4.000000,71.595996,34.831665,1499.566208,3,73859.757812,0.001144
1946,4226,4225,4065.719982,63.375000,18.625000,18,2460.210693,18.105470,62.786460,61561,4307,diva_id__3839,18.713751,63.266251,0.321000,18.713751,63.266251,2.000000,0.000000,27.437601,218.293005,122.560743,2458.672944,9,78070.466146,0.002832
1947,6389,6388,0.000000,54.375000,18.625000,10,1225.363892,18.574220,54.401040,5714,4375,diva_id__3907,18.660416,54.412083,0.276000,18.660416,54.412083,2.000000,0.000000,0.190460,43.390460,18.317433,1224.540096,3,32036.863281,0.001041
1948,6390,6389,4799.206227,54.375000,18.875000,194,193007.359375,18.925780,54.348960,4187,16336,deltas_007,18.938751,54.312084,0.276000,18.938751,54.312084,3.788538,0.000000,79.774706,237.200000,155.268601,192893.126934,397,644635.919531,0.000277
1949,9906,9905,0.000000,41.875000,19.375000,54,17203.554688,19.365230,41.848960,657,15753,diva_idp_med_3137,19.372917,41.850418,-0.193000,19.372917,41.850418,2.000000,0.000000,3.231595,689.988159,369.094837,17192.766180,32,209732.382292,0.002318
1950,10108,10107,0.000000,41.125000,19.375000,12,2919.798340,19.482420,41.015630,3481,1436,diva_id__965,19.442083,41.022919,-0.164000,19.442083,41.022919,2.000000,0.000000,4.935000,149.844495,67.151248,2918.026272,4,93976.156250,0.001974
1951,10184,10183,0.000000,40.875000,19.375000,16,6127.995605,19.365230,40.755210,9109,1442,diva_id__971,19.387085,40.835419,-0.147000,19.387085,40.835419,2.000000,0.000000,3.778200,790.051105,327.275620,6123.991616,12,135947.414062,0.004179
1952,10288,10287,0.000000,40.625000,19.375000,18,6812.387207,19.365230,40.546880,11991,14747,diva_idp_med_2131,19.322083,40.649582,-0.141000,19.322083,40.649582,2.000000,0.000000,14.780832,537.800000,275.308091,6808.139072,15,142573.707465,0.002793
1953,9977,9976,0.000000,41.625000,19.625000,11,2511.183594,19.599610,41.640630,2225,1426,diva_id__955,19.572918,41.642082,-0.187000,19.572918,41.642082,2.000000,0.000000,4.132000,268.000000,133.964999,2509.533736,5,72478.687500,0.003718
1957,10561,10560,0.000000,39.625000,20.125000,10,1754.220947,20.126950,39.505210,3174,14770,diva_idp_med_2154,20.142084,39.531250,-0.099000,20.142084,39.531250,2.000000,0.000000,2.700000,160.700000,71.500000,1753.125688,4,80687.164062,0.002404
1958,12437,12436,3436.352149,32.125000,20.125000,10,1501.955566,19.951170,31.953130,15087,2040,diva_id__1569,20.037918,32.067085,0.019000,20.037918,32.067085,2.000000,0.000000,30.800000,271.282861,152.141431,1501.188320,5,125457.390625,0.002447
1959,12616,12615,2436.489105,31.375000,20.125000,10,1582.580200,19.951170,31.953130,54378,2040,diva_id__1569,20.012917,31.467083,0.019000,20.012917,31.467083,2.000000,0.000000,0.000000,0.000000,0.000000,1582.942720,1,10000.000000,0.000000
1960,12691,12690,0.000000,31.125000,20.125000,10,2419.370850,20.068360,30.911460,37548,14915,diva_idp_med_2299,20.147917,31.242083,-0.002000,20.147917,31.242083,2.000000,0.000000,4.623750,242.000000,101.457084,2419.793768,6,149400.593750,0.001861
1961,23326,23325,0.000000,-34.625000,20.125000,10,1770.450195,19.482420,-34.661460,58016,2824,diva_id__2353,20.113750,-34.712082,0.114000,20.113750,-34.712082,2.000000,0.000000,6.959400,52.200000,31.299500,1769.466132,4,44927.139323,0.000913
1962,4088,4087,2026.766106,63.875000,20.375000,129,26790.554688,21.035160,64.192710,57338,4308,diva_id__3840,20.324583,63.782082,0.343000,20.324583,63.782082,3.046797,0.000000,218.081438,604.064813,387.941468,26814.298320,88,341091.321708,0.001439
1963,23327,23326,0.000000,-34.625000,20.375000,10,1471.266235,20.683590,-34.427080,23372,2825,diva_id__2354,20.447918,-34.507088,0.134000,20.447918,-34.507088,2.000000,0.000000,2.600000,23.400000,13.000000,1470.332416,2,46003.937500,0.000565
