couple_id,rivmth_idx,cmf_col_15min,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,cmf_row_15min,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat
840,3894,416,2017.0,64.625,-75.875,13.0,101,1965056896.0,-75.76172,64.29688,35638.298639109205,6619,diva_id__6151,-75.85791778560001,64.6145858765,-0.071,-75.85791778560001,64.6145858765
841,10860,416,2354.0,38.375,-75.875,10.0,206,1822638336.0,-76.14258000000001,38.20313,35683.34531258072,5559,diva_id__5091,-75.84375,38.4220809937,-0.071,-75.84375,38.4220809937
842,17912,416,0.0,9.375,-75.875,62.0,322,13952802816.0,-75.9668,9.401042,6200.017970943252,5986,diva_id__5518,-75.9337463379,9.446249961849999,0.411,-75.9337463379,9.446249961849999
843,10543,417,0.0,39.625,-75.625,75.0,201,28635074560.0,-75.49805,39.55729,15965.283050682154,1294,diva_id__823,-75.5120849609,39.700416564899996,-0.111,-75.5120849609,39.700416564899996
844,10997,417,2360.0,37.875,-75.625,10.0,208,1273184896.0,-75.20508000000001,38.15104,42752.779391695316,5532,diva_id__5064,-75.64041137699999,37.9770812988,-0.132,-75.64041137699999,37.9770812988
845,15838,417,0.0,20.625,-75.625,10.0,277,1247173248.0,-75.67383000000001,20.75521,7752.479760645076,8336,diva_id__7868,-75.6087493896,20.7212486267,0.594,-75.6087493896,20.7212486267
846,17782,417,0.0,10.125,-75.625,10.0,319,3143534336.0,-75.61523000000001,10.07813,5156.035629754617,5988,diva_id__5520,-75.5720825195,10.0595836639,0.417,-75.5720825195,10.0595836639
847,20851,417,0.0,-14.875,-75.625,10.0,419,6827307520.0,-75.9668,-14.635420000000002,52896.77283706094,5245,diva_id__4777,-75.5479125977,-14.8845844269,0.48,-75.5479125977,-14.8845844269
848,1218,418,1944.0,71.625,-75.375,10.0,73,1824582272.0,-75.35155999999999,72.10938,66721.64799543799,6611,diva_id__6143,-75.3779144287,71.5095825195,-0.27,-75.3779144287,71.5095825195
849,2799,418,0.0,68.375,-75.375,10.0,86,1934461568.0,-75.52734,68.30729000000001,3990.480624270814,7191,diva_id__6723,-75.4929122925,68.27375030520001,0.001,-75.4929122925,68.27375030520001
850,15839,418,0.0,20.625,-75.375,10.0,277,1421506304.0,-75.41016,20.75521,10144.12944873082,8337,diva_id__7869,-75.32624816890001,20.7087497711,0.589,-75.32624816890001,20.7087497711
851,20852,418,0.0,-14.875,-75.375,10.0,419,10985121792.0,-75.17578,-15.364579999999998,50984.39275670686,381,san_juan,-75.4537506104,-14.9929180145,0.466,-75.4537506104,-14.9929180145
852,2577,419,0.0,68.875,-75.125,31.0,84,5746278400.0,-74.82422,68.67188,31873.600033822844,1739,diva_id__1268,-75.0370788574,68.9479141235,0.274,-75.0370788574,68.9479141235
853,16035,419,0.0,19.875,-75.125,10.0,280,1433081344.0,-75.20508000000001,19.921879999999998,931.2470459874627,8349,diva_id__7881,-75.1962432861,19.9229164124,0.574,-75.1962432861,19.9229164124
854,17568,420,0.0,11.125,-74.875,578.0,315,259724804096.0,-74.85351999999999,11.06771,1089.6083780081524,16478,deltas_283,-74.8537521362,11.057916641199999,0.402,-74.8537521362,11.057916641199999
855,20907,420,0.0,-15.375,-74.875,10.0,421,1406927232.0,-75.17578,-15.364579999999998,45710.28495167258,381,san_juan,-74.8087463379,-15.5737514496,0.466,-74.8087463379,-15.5737514496
856,20941,420,0.0,-15.625,-74.875,10.0,422,1406927232.0,-75.17578,-15.364579999999998,43843.5739724936,381,san_juan,-74.8254165649,-15.5679168701,0.466,-74.8254165649,-15.5679168701
857,3730,421,2008.0,65.375,-74.625,10.0,98,1992131968.0,-75.41016,65.28645999999999,35306.983949677044,6617,diva_id__6149,-74.657081604,65.3287506104,-0.039,-74.657081604,65.3287506104
858,4437,421,4093.0,62.125,-74.625,16.0,111,3762655488.0,-74.47266,62.73438,69813.11300746429,7824,diva_id__7356,-74.5179138184,62.107082366899995,-0.105,-74.5179138184,62.107082366899995
859,15909,421,0.0,20.375,-74.625,10.0,278,1231740160.0,-74.17969000000001,20.10417,48455.70527319888,8340,diva_id__7872,-74.53125,20.388750076300003,0.597,-74.53125,20.388750076300003
860,20942,421,0.0,-15.625,-74.625,10.0,422,4458357760.0,-75.17578,-15.364579999999998,65031.78789230148,381,san_juan,-74.6504135132,-15.657083511400002,0.466,-74.6504135132,-15.657083511400002
861,10266,422,4657.0,40.625,-74.375,12.0,197,2847112704.0,-74.0918,40.49479,17985.60346129533,8392,diva_id__7924,-74.3037490845,40.507915496799995,-0.114,-74.3037490845,40.507915496799995
862,10545,422,4682.0,39.625,-74.375,10.0,201,1480659072.0,-74.32616999999999,39.45313,14676.883499688209,5478,diva_id__5010,-74.4462432861,39.5470809937,-0.108,-74.4462432861,39.5470809937
863,17619,422,0.0,10.875,-74.375,25.0,316,7049314816.0,-74.32616999999999,10.96354,4828.502407464602,5999,diva_id__5531,-74.2895812988,10.9879169464,0.349,-74.2895812988,10.9879169464
864,24452,422,0.0,-48.625,-74.375,10.0,554,3387651328.0,-74.44336,-48.41146,38250.0233047129,9252,diva_id__8784,-74.2762527466,-48.737083435100004,0.43,-74.2762527466,-48.737083435100004
865,10090,423,2326.0,41.125,-74.125,119.0,195,34745245696.0,-74.0918,40.54688,19287.2482308901,5450,diva_id__4982,-74.1220855713,40.71875,-0.127,-74.1220855713,40.71875
866,10267,423,0.0,40.625,-74.125,119.0,197,34745245696.0,-74.0332,40.54688,18996.732057605353,277,new_york,-74.0145874023,40.7170829773,-0.127,-74.0145874023,40.7170829773
867,24000,423,2309.0,-42.125,-74.125,12.0,528,1021766784.0,-74.41405999999999,-41.82292,41352.556020553835,346,puerto_montt,-74.0179138184,-42.049583435100004,0.394,-74.0179138184,-42.049583435100004
868,24332,423,0.0,-47.125,-74.125,10.0,548,1207821056.0,-74.0332,-47.00521,1181.0165642494298,9239,diva_id__8771,-74.0187530518,-47.0012512207,0.374,-74.0187530518,-47.0012512207
869,24466,423,0.0,-48.875,-74.125,10.0,555,3387651328.0,-74.44336,-48.41146,38133.36748064093,9252,diva_id__8784,-74.28125,-48.737083435100004,0.43,-74.28125,-48.737083435100004
870,2801,424,1975.0,68.375,-73.875,12.0,86,2240684800.0,-74.23828,68.51563,17729.712712036544,6615,diva_id__6147,-73.89875030520001,68.4162521362,0.438,-73.89875030520001,68.4162521362
871,10166,424,2326.0,40.875,-73.875,119.0,196,34745245696.0,-74.0918,40.54688,20695.19898754677,5450,diva_id__4982,-74.095413208,40.7329177856,-0.127,-74.095413208,40.7329177856
872,23952,424,0.0,-41.375,-73.875,12.0,525,1399908992.0,-73.79883000000001,-41.51042,25387.624427079732,5309,diva_id__4841,-73.842918396,-41.2845840454,0.39,-73.842918396,-41.2845840454
873,24296,424,0.0,-46.375,-73.875,10.0,545,1686534400.0,-73.91601999999999,-45.75521,56316.17496965827,9232,diva_id__8764,-73.99208068850001,-46.2587509155,0.373,-73.99208068850001,-46.2587509155
874,24348,424,0.0,-47.375,-73.875,10.0,549,1207821056.0,-74.0332,-47.00521,17534.48089549725,9239,diva_id__8771,-74.0104141235,-47.1620864868,0.374,-74.0104141235,-47.1620864868
875,21000,425,2570.0,-16.125,-73.625,10.0,424,1391236480.0,-73.41797,-16.30208,22840.60474246936,5246,diva_id__4778,-73.6187515259,-16.2312507629,0.42,-73.6187515259,-16.2312507629
876,23843,425,5214.0,-40.125,-73.625,83.0,520,15082572800.0,-73.65234,-40.05208,21044.03403507367,5308,diva_id__4840,-73.6987457275,-40.237918853800004,0.402,-73.6987457275,-40.237918853800004
877,24365,425,0.0,-47.625,-73.625,10.0,550,1254940288.0,-74.23828,-47.23958,61263.87124189124,16609,deltas_452,-73.6620788574,-47.628749847399995,0.374,-73.6620788574,-47.628749847399995
878,21001,426,0.0,-16.125,-73.375,32.0,424,15356848128.0,-73.41797,-16.30208,22109.24670067235,5246,diva_id__4778,-73.24208068850001,-16.4070835114,0.42,-73.24208068850001,-16.4070835114
879,23574,426,2369.0,-37.125,-73.375,10.0,508,1214287744.0,-73.18359,-37.13542,15279.97798995517,5282,diva_id__4814,-73.3029174805,-37.2345848083,0.426,-73.3029174805,-37.2345848083
880,23634,426,0.0,-37.875,-73.375,10.0,511,1238673792.0,-73.44726999999999,-38.20312,27289.885005395296,5294,diva_id__4826,-73.4929199219,-37.9604187012,0.428,-73.4929199219,-37.9604187012
881,23718,426,0.0,-38.625,-73.375,56.0,514,12126321664.0,-73.38866999999999,-38.82812,9117.995585193139,5298,diva_id__4830,-73.4104156494,-38.7479171753,0.414,-73.4104156494,-38.7479171753
882,23825,426,2337.0,-39.875,-73.375,70.0,519,10243856384.0,-73.33008000000001,-39.60937,28630.35796694447,5307,diva_id__4839,-73.35124969479999,-39.8662528992,0.408,-73.35124969479999,-39.8662528992
883,24298,426,5038.0,-46.375,-73.375,10.0,545,1791988608.0,-73.85741999999999,-45.75521,67652.08501013147,9235,diva_id__8767,-73.4595794678,-46.2970848083,0.373,-73.4595794678,-46.2970848083
884,10092,427,2319.0,41.125,-73.125,22.0,195,5014999040.0,-73.0957,41.19792,1250.6218727535152,5420,diva_id__4952,-73.10958099369999,41.2020835876,-0.116,-73.10958099369999,41.2020835876
885,17532,427,2596.0,11.375,-73.125,10.0,314,1076432768.0,-73.21289,11.38021,3918.4890932385824,565,diva_id__94,-73.1912536621,11.3520832062,0.367,-73.1912536621,11.3520832062
886,21026,427,0.0,-16.375,-73.125,32.0,425,15356848128.0,-73.41797,-16.30208,37019.180574349,5246,diva_id__4778,-73.1087493896,-16.452917099,0.42,-73.1087493896,-16.452917099
887,23551,427,0.0,-36.875,-73.125,77.0,507,24251557888.0,-73.1543,-36.69271,13741.40481823995,5280,diva_id__4812,-73.1537475586,-36.816249847399995,0.422,-73.1537475586,-36.816249847399995
888,23779,427,0.0,-39.125,-73.125,55.0,516,8570496000.0,-73.33008000000001,-39.60937,41867.90814184345,5307,diva_id__4839,-73.21875,-39.242916107199996,0.408,-73.21875,-39.242916107199996
889,24580,427,2184.0,-51.375,-73.125,22.0,565,8597539840.0,-73.76953,-51.69271,56966.72206639443,5348,diva_id__4880,-73.0787506104,-51.413749694799996,0.268,-73.0787506104,-51.413749694799996
890,2804,428,0.0,68.375,-72.875,12.0,86,2094696320.0,-74.23828,68.51563,41793.059381067986,6615,diva_id__6147,-73.2712478638,68.3929138184,0.438,-73.2712478638,68.3929138184
891,16228,428,2549.0,19.125,-72.875,13.0,283,8914955264.0,-72.74414,19.24479,3215.647120559665,8753,diva_id__8285,-72.7745819092,19.247915267899998,0.614,-72.7745819092,19.247915267899998
892,17487,428,3670.0,11.625,-72.875,10.0,313,4341942272.0,-73.21289,11.38021,39933.21990765492,565,diva_id__94,-72.8945846558,11.557916641199999,0.367,-72.8945846558,11.557916641199999
893,21027,428,0.0,-16.375,-72.875,32.0,425,15356848128.0,-73.41797,-16.30208,40804.38912660558,5246,diva_id__4778,-73.07958221439999,-16.472917556800002,0.42,-73.07958221439999,-16.472917556800002
894,23522,428,4759.0,-36.375,-72.875,40.0,505,11401071616.0,-72.83203,-36.29138,10831.667480435097,5278,diva_id__4810,-72.8479156494,-36.387916564899996,0.418,-72.8479156494,-36.387916564899996
895,24091,428,2293.0,-43.125,-72.875,10.0,532,1018272896.0,-72.97851999999999,-43.67187,47924.22683634394,5318,diva_id__4850,-72.8862457275,-43.246250152600005,0.351,-72.8862457275,-43.246250152600005
896,24142,428,0.0,-43.875,-72.875,52.0,535,13118544896.0,-72.97851999999999,-43.77604,890.4012788245429,5317,diva_id__4849,-72.9712524414,-43.7820854187,0.354,-72.9712524414,-43.7820854187
897,24249,428,6795.0,-45.375,-72.875,36.0,541,12246270976.0,-73.68164,-45.44271,71088.87108122288,9233,diva_id__8765,-72.7720794678,-45.41125106810001,0.385,-72.7720794678,-45.41125106810001
898,21002,429,2568.0,-16.125,-72.625,18.0,424,16977291264.0,-73.41797,-16.30208,64701.72793110444,5246,diva_id__4778,-72.8687515259,-16.548749923699997,0.42,-72.8687515259,-16.548749923699997
899,24191,429,0.0,-44.625,-72.625,24.0,538,5129221632.0,-73.21289,-44.29687,63646.80627768923,9230,diva_id__8762,-72.7087478638,-44.7420845032,0.368,-72.7087478638,-44.7420845032
900,10028,430,0.0,41.375,-72.375,109.0,194,29051783168.0,-72.33398000000001,41.27604,4194.4279910159175,5428,diva_id__4960,-72.3487472534,41.3120803833,-0.072,-72.3487472534,41.3120803833
901,17783,430,0.0,10.125,-72.375,10.0,319,3020744192.0,-71.63086,10.59896,69077.68112691933,6012,diva_id__5544,-71.9820861816,10.082916259800001,0.355,-71.9820861816,10.082916259800001
902,21056,430,0.0,-16.625,-72.375,10.0,426,13516821504.0,-72.12891,-17.03125,46675.32304950687,243,matarani,-72.4254150391,-16.7220840454,0.449,-72.4254150391,-16.7220840454
903,23433,430,2392.0,-35.375,-72.375,44.0,501,21241167872.0,-72.45116999999999,-35.33854,4606.3544875338675,5275,diva_id__4807,-72.404586792,-35.3220863342,0.421,-72.404586792,-35.3220863342
904,23955,430,0.0,-41.375,-72.375,23.0,525,2660786688.0,-73.03711,-41.48437,61761.26834686571,5311,diva_id__4843,-72.3087463379,-41.3837509155,0.379,-72.3087463379,-41.3837509155
905,23973,430,2314.0,-41.625,-72.375,38.0,526,9121573888.0,-72.50976999999999,-42.26562,70138.72005960111,5312,diva_id__4844,-72.3187484741,-41.6512527466,0.371,-72.3187484741,-41.6512527466
906,1751,431,0.0,70.375,-72.125,13.0,78,1936100736.0,-71.60155999999999,70.98958,64861.39586457607,7874,diva_id__7406,-71.9620819092,70.4187469482,-0.255,-71.9620819092,70.4187469482
907,23267,431,2402.0,-34.375,-72.125,10.0,497,1773671936.0,-71.98241999999999,-34.29687,20583.35260338884,5274,diva_id__4806,-72.02375030520001,-34.4787521362,0.419,-72.02375030520001,-34.4787521362
908,23397,431,2396.0,-35.125,-72.125,27.0,500,6287987712.0,-72.45116999999999,-35.33854,43764.28535194498,5275,diva_id__4807,-72.1870803833,-35.0095863342,0.421,-72.1870803833,-35.0095863342
909,1752,432,0.0,70.375,-71.875,13.0,78,1936100736.0,-71.13280999999999,70.57292,37828.17361646002,6616,diva_id__6148,-71.7504119873,70.3029174805,-0.248,-71.7504119873,70.3029174805
910,17450,432,0.0,11.875,-71.875,10.0,312,1620322176.0,-71.86523000000001,11.64063,5822.019278901217,6009,diva_id__5541,-71.90625,11.6070833206,0.383,-71.90625,11.6070833206
911,17489,432,0.0,11.625,-71.875,10.0,313,1620322176.0,-71.86523000000001,11.64063,14899.948496762174,6009,diva_id__5541,-71.967086792,11.5512504578,0.383,-71.967086792,11.5512504578
912,17572,432,2597.0,11.125,-71.875,10.0,315,6203410944.0,-71.80664,11.17188,18546.27098527519,6010,diva_id__5542,-71.7870788574,11.006250381500001,0.373,-71.7870788574,11.006250381500001
913,17785,432,0.0,10.125,-71.875,10.0,319,3020744192.0,-71.63086,10.59896,52983.730417651626,6012,diva_id__5544,-71.8620834351,10.180416107200001,0.355,-71.8620834351,10.180416107200001
914,21113,432,0.0,-17.125,-71.875,10.0,428,12850432000.0,-71.63086,-17.21354,23356.479387561652,1245,diva_id__774,-71.845413208,-17.167919158900002,0.46,-71.845413208,-17.167919158900002
915,23182,432,2409.0,-33.875,-71.875,20.0,495,13756946432.0,-71.63086,-33.61979,37611.438416381956,5269,diva_id__4801,-71.8370819092,-33.9112510681,0.412,-71.8370819092,-33.9112510681
916,1871,433,0.0,70.125,-71.625,10.0,79,1238025088.0,-71.13280999999999,70.57292,60902.904123358145,6616,diva_id__6148,-71.5212478638,70.0412521362,-0.248,-71.5212478638,70.0412521362
917,9890,433,0.0,41.875,-71.625,10.0,192,1671169792.0,-71.39648000000001,41.64063,14436.189862866777,1279,diva_id__808,-71.3970794678,41.7704162598,-0.091,-71.3970794678,41.7704162598
918,16042,433,0.0,19.875,-71.625,16.0,280,7077894656.0,-71.74805,19.765629999999998,10955.12471134969,1992,diva_id__1521,-71.6779174805,19.8387489319,0.625,-71.6779174805,19.8387489319
919,22673,433,0.0,-30.625,-71.625,10.0,482,11664380928.0,-71.66016,-30.52083,23407.762305034106,1249,diva_id__778,-71.6979141235,-30.728752136199997,0.43,-71.6979141235,-30.728752136199997
920,23028,433,3422.0,-32.875,-71.625,10.0,491,7309054976.0,-71.54297,-33.07292,17584.486715298743,5267,diva_id__4799,-71.5112457275,-32.9170837402,0.42,-71.5112457275,-32.9170837402
921,23138,433,0.0,-33.625,-71.625,10.0,494,15073903616.0,-71.63086,-33.61979,291.6225620201375,5269,diva_id__4801,-71.6337509155,-33.6187515259,0.412,-71.6337509155,-33.6187515259
922,8228,434,0.0,47.125,-71.375,1203.0,171,1053992615940.0,-70.75195,47.05729,43495.84015891053,478,diva_id__7,-71.2104187012,46.822914123500006,-0.171,-71.2104187012,46.822914123500006
923,9891,434,0.0,41.875,-71.375,10.0,192,1671169792.0,-71.39648000000001,41.64063,18060.276906027848,1279,diva_id__808,-71.3895874023,41.8029174805,-0.091,-71.3895874023,41.8029174805
924,17621,434,2597.0,10.875,-71.375,10.0,316,1710521344.0,-71.45508000000001,10.96354,8608.108528870765,6017,diva_id__5549,-71.3762512207,10.963749885599999,0.365,-71.3762512207,10.963749885599999
925,21165,434,2560.0,-17.625,-71.375,10.0,430,3534990848.0,-71.42578,-17.36979,29381.056965527812,5247,diva_id__4779,-71.34375,-17.6220855713,0.46,-71.34375,-17.6220855713
926,22963,434,2426.0,-32.375,-71.375,10.0,489,1986689024.0,-71.42578,-32.44792,4654.018716855312,5266,diva_id__4798,-71.4112472534,-32.4079170227,0.428,-71.4112472534,-32.4079170227
927,23183,434,0.0,-33.875,-71.375,10.0,495,14841422848.0,-71.63086,-33.61979,19366.98483017948,5269,diva_id__4801,-71.7470855713,-33.7645835876,0.412,-71.7470855713,-33.7645835876
928,4145,435,4536.0,63.625,-71.125,14.0,105,1508960256.0,-71.58182,63.706509999999994,22950.14268280315,6622,diva_id__6154,-71.1937484741,63.592918396,-0.116,-71.1937484741,63.592918396
929,8229,435,0.0,47.125,-71.125,1203.0,171,1053992615940.0,-70.75195,47.05729,35399.932265996984,478,diva_id__7,-71.1429138184,46.8837509155,-0.171,-71.1429138184,46.8837509155
930,8295,435,0.0,46.875,-71.125,1203.0,172,1053992615940.0,-70.75195,47.05729,43281.59979325463,478,diva_id__7,-71.19541931149999,46.812915802,-0.171,-71.19541931149999,46.812915802
931,9892,435,3270.0,41.875,-71.125,10.0,192,1671169792.0,-71.33789,41.64063,15228.998076304304,5398,diva_id__4930,-71.282913208,41.7712478638,-0.091,-71.282913208,41.7712478638
932,9959,435,0.0,41.625,-71.125,10.0,193,1294907136.0,-71.2793,41.58854,16571.216097371216,1277,diva_id__806,-71.1712493896,41.7137489319,-0.091,-71.1712493896,41.7137489319
933,16446,435,0.0,18.375,-71.125,10.0,286,5232909312.0,-71.10351999999999,18.25521,3320.251410211412,8757,diva_id__8289,-71.0979156494,18.2845821381,0.658,-71.0979156494,18.2845821381
934,17573,435,2597.0,11.125,-71.125,10.0,315,2690099712.0,-71.45508000000001,10.96354,32827.103857563445,6017,diva_id__5549,-71.1595840454,11.0179166794,0.365,-71.1595840454,11.0179166794
935,17787,435,0.0,10.125,-71.125,10.0,319,1045865216.0,-71.57226999999999,10.59896,68391.80319786807,1408,diva_id__937,-71.2404174805,10.077917099,0.355,-71.2404174805,10.077917099
936,22257,435,0.0,-27.875,-71.125,10.0,471,5786806784.0,-70.95703,-27.65625,23021.103930230605,5264,diva_id__4796,-71.08625030520001,-27.8287506104,0.45,-71.08625030520001,-27.8287506104
937,22291,435,2472.0,-28.125,-71.125,10.0,472,1787287680.0,-70.95703,-27.65625,50543.8037795758,5264,diva_id__4796,-71.1462478638,-28.0787506104,0.45,-71.1462478638,-28.0787506104
938,22964,435,2426.0,-32.375,-71.125,10.0,489,1986689024.0,-71.42578,-32.44792,5320.2294000819575,5266,diva_id__4798,-71.4095840454,-32.4020843506,0.428,-71.4095840454,-32.4020843506
939,4259,436,2034.0,63.125,-70.875,13.0,107,1379556096.0,-71.07422,62.89063,31844.100654632824,8276,diva_id__7808,-70.85791778560001,63.1595840454,-0.13,-70.85791778560001,63.1595840454
940,8230,436,0.0,47.125,-70.875,14.0,171,1070126720.0,-70.75195,47.05729,10181.213289489297,478,diva_id__7,-70.8820800781,47.0345840454,-0.171,-70.8820800781,47.0345840454
941,9624,436,0.0,42.875,-70.875,51.0,188,13007397888.0,-70.81055,42.83854,1831.4500677438025,5368,diva_id__4900,-70.8112487793,42.8220825195,-0.105,-70.8112487793,42.8220825195
942,21195,436,0.0,-17.875,-70.875,10.0,431,4158779392.0,-70.83984,-18.07292,23223.424318012534,5249,diva_id__4781,-70.9787521362,-17.9112510681,0.477,-70.9787521362,-17.9112510681
943,22191,436,2479.0,-27.375,-70.875,10.0,469,18407161856.0,-70.83984,-27.01817,35036.40044704416,42,caldera,-70.9329147339,-27.322082519499997,0.451,-70.9329147339,-27.322082519499997
944,22223,436,2477.0,-27.625,-70.875,10.0,470,1001204864.0,-70.95703,-27.65625,18213.956769841538,5264,diva_id__4796,-70.88291931149999,-27.506252288800003,0.45,-70.88291931149999,-27.506252288800003
945,22258,436,0.0,-27.875,-70.875,10.0,471,1001204864.0,-70.95703,-27.65625,2360.37597233698,5264,diva_id__4796,-70.9337463379,-27.6612510681,0.45,-70.9337463379,-27.6612510681
946,8296,437,2244.0,46.875,-70.625,22.0,172,1985873152.0,-70.45898000000001,47.05729,10359.465630514773,5292,diva_id__4824,-70.54875183109999,46.987083435100004,-0.171,-70.54875183109999,46.987083435100004
947,9550,437,0.0,43.125,-70.625,14.0,187,2540785920.0,-70.69336,43.04688,4169.526431754479,1270,diva_id__799,-70.7279205322,43.074584960900005,-0.111,-70.7279205322,43.074584960900005
948,21218,437,0.0,-18.125,-70.625,10.0,432,4741719552.0,-70.83984,-18.07292,20134.874247636944,5249,diva_id__4781,-70.6745834351,-18.162918090799998,0.477,-70.6745834351,-18.162918090799998
949,22093,437,2487.0,-26.625,-70.625,10.0,466,2106381824.0,-70.83984,-27.01817,53069.20795931009,42,caldera,-70.6829147339,-26.562084198,0.451,-70.6829147339,-26.562084198
950,22124,437,0.0,-26.875,-70.625,10.0,467,2106381824.0,-70.83984,-27.01817,31566.20259968999,42,caldera,-70.7370834351,-26.749584198,0.451,-70.7370834351,-26.749584198
951,4296,438,0.0,62.875,-70.375,12.0,108,1316661248.0,-71.07422,62.89063,29311.707036013962,8276,diva_id__7808,-70.4962463379,62.8829154968,-0.13,-70.4962463379,62.8829154968
952,4857,438,4144.0,60.125,-70.375,27.0,119,5550818304.0,-69.66797,59.50521,71789.60692714732,5070,diva_id__4602,-70.36708068850001,60.0462493896,-0.075,-70.36708068850001,60.0462493896
953,4942,438,0.0,59.875,-70.375,13.0,120,1538359808.0,-69.66797,59.50521,63055.05048807727,5070,diva_id__4602,-70.3012466431,59.9737472534,-0.075,-70.3012466431,59.9737472534
954,8172,438,0.0,47.375,-70.375,14.0,170,1002645504.0,-70.48828,47.36979,7395.577663853104,5277,diva_id__4809,-70.4912490845,47.4362487793,-0.171,-70.4912490845,47.4362487793
955,9351,438,2287.0,43.625,-70.375,12.0,185,1699971328.0,-70.16601999999999,43.67188,8287.080645113872,5357,diva_id__4889,-70.2512512207,43.71374893189999,-0.137,-70.2512512207,43.71374893189999
956,9440,438,0.0,43.375,-70.375,26.0,186,4401800192.0,-70.3418,43.46354,3185.5320113034677,5360,diva_id__4892,-70.3812484741,43.4629135132,-0.128,-70.3812484741,43.4629135132
957,21219,438,0.0,-18.125,-70.375,10.0,432,4741719552.0,-70.83984,-18.07292,34548.67038895824,5249,diva_id__4781,-70.5570831299,-18.228752136199997,0.477,-70.5570831299,-18.228752136199997
958,21239,438,0.0,-18.375,-70.375,10.0,433,3343045120.0,-70.3418,-18.48958,7839.076891582223,17,arica,-70.32041931149999,-18.4220848083,0.485,-70.32041931149999,-18.4220848083
959,21254,438,0.0,-18.625,-70.375,10.0,434,3343045120.0,-70.3418,-18.48958,3367.6519596470052,17,arica,-70.3170852661,-18.4704170227,0.485,-70.3170852661,-18.4704170227
960,21270,438,0.0,-18.875,-70.375,10.0,435,2247495936.0,-70.3418,-18.48958,29571.82837322169,17,arica,-70.3379135132,-18.7554168701,0.485,-70.3379135132,-18.7554168701
961,21710,438,0.0,-23.625,-70.375,10.0,454,10585233408.0,-70.37109,-23.64583,3924.5339963939637,12,antofagasta,-70.39208221439999,-23.616249084499998,0.448,-70.39208221439999,-23.616249084499998
962,8105,439,0.0,47.625,-70.125,22.0,169,1845985920.0,-70.16601999999999,47.63021,3198.3474892685363,5271,diva_id__4803,-70.1479187012,47.65625,-0.18,-70.1479187012,47.65625
963,16535,439,0.0,18.125,-70.125,10.0,287,1037132352.0,-70.13672,18.25521,5992.39441818514,8766,diva_id__8298,-70.1870803833,18.2304153442,0.656,-70.1870803833,18.2304153442
964,17455,439,0.0,11.875,-70.125,10.0,312,4506639872.0,-70.04883000000001,11.64063,6883.744691277154,6023,diva_id__5555,-69.9879150391,11.657083511400002,0.384,-69.9879150391,11.657083511400002
965,21196,439,0.0,-17.875,-70.125,10.0,431,3343045120.0,-70.3418,-18.48958,22819.85235773987,17,arica,-70.4370803833,-18.3054161072,0.485,-70.4370803833,-18.3054161072
966,21240,439,0.0,-18.375,-70.125,10.0,433,3343045120.0,-70.3418,-18.48958,13989.169753262753,17,arica,-70.3629150391,-18.3654174805,0.485,-70.3629150391,-18.3654174805
967,21322,439,0.0,-19.625,-70.125,10.0,438,4229449728.0,-70.13672,-19.89583,38574.2688260948,5251,diva_id__4783,-70.2070846558,-19.5554161072,0.467,-70.2070846558,-19.5554161072
968,21488,439,0.0,-21.375,-70.125,10.0,445,35337531392.0,-70.13672,-21.40625,8017.63099522916,16577,deltas_402,-70.0620803833,-21.4254188538,0.459,-70.0620803833,-21.4254188538
969,21740,439,0.0,-23.875,-70.125,10.0,455,10585233408.0,-70.37109,-23.64583,7568.25875405938,12,antofagasta,-70.4229125977,-23.6945838928,0.448,-70.4229125977,-23.6945838928
970,4943,440,2073.0,59.875,-69.875,13.0,120,1750219776.0,-69.66797,59.50521,46798.42693391177,5070,diva_id__4602,-69.7679138184,59.9229164124,-0.075,-69.7679138184,59.9229164124
971,5058,440,0.0,59.375,-69.875,22.0,122,3173790208.0,-69.66797,59.50521,21933.120364756778,5070,diva_id__4602,-69.7537536621,59.312915802,-0.075,-69.7537536621,59.312915802
972,5431,440,0.0,58.125,-69.875,24.0,127,2871636480.0,-69.19922,59.14063,71244.81091316974,8299,diva_id__7831,-69.8112487793,58.5837516785,-0.06,-69.8112487793,58.5837516785
973,8007,440,0.0,48.125,-69.875,365.0,167,87688806400.0,-69.75586,48.09896,4685.745111532965,1251,diva_id__780,-69.76708221439999,48.1404151917,-0.18,-69.76708221439999,48.1404151917
974,9280,440,0.0,43.875,-69.875,114.0,184,24623144960.0,-69.99023000000001,43.77604,17943.767476549787,1268,diva_id__797,-69.7962493896,43.856246948199995,-0.153,-69.7962493896,43.856246948199995
975,16450,440,0.0,18.375,-69.875,15.0,286,3422469120.0,-69.87305,18.46354,992.5382219398803,8776,diva_id__8308,-69.8812484741,18.4679164886,0.651,-69.8812484741,18.4679164886
976,17493,440,0.0,11.625,-69.875,10.0,313,4506639872.0,-70.04883000000001,11.64063,17665.221035796178,6023,diva_id__5555,-69.969581604,11.5020828247,0.384,-69.969581604,11.5020828247
