couple_id,rivmth_idx,cmf_col_15min,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,cmf_row_15min,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat
1965,3833,802,0.0,64.875,20.625,27.0,100,3505814016.0,21.03516,64.19270999999999,72323.73969872047,4308,diva_id__3840,21.0437507629,64.842918396,0.343,21.0437507629,64.842918396
1966,3911,802,0.0,64.625,20.625,64.0,101,11475465216.0,21.03516,64.19270999999999,53150.05931504198,4308,diva_id__3840,21.1312503815,64.6687469482,0.343,21.1312503815,64.6687469482
1967,2018,803,1961.0,69.875,20.875,26.0,80,2653976320.0,21.03516,70.02604000000001,27087.376302108314,9908,diva_id__9440,20.9945831299,69.782913208,-0.198,20.9945831299,69.782913208
1968,3834,803,0.0,64.875,20.875,27.0,100,3505814016.0,21.03516,64.19270999999999,67264.34922888495,4308,diva_id__3840,21.0837497711,64.79708099369999,0.343,21.0837497711,64.79708099369999
1969,4033,803,0.0,64.125,20.875,17.0,103,2212025600.0,21.03516,64.19270999999999,12144.750544769346,4308,diva_id__3840,20.952917099,64.0895843506,0.343,20.952917099,64.0895843506
1970,5804,803,0.0,56.625,20.875,10.0,133,2708316416.0,20.91797,56.27604,27927.895221251565,4345,diva_id__3877,20.9920845032,56.523750305200004,0.301,20.9920845032,56.523750305200004
1971,10619,803,0.0,39.375,20.875,10.0,202,1856173056.0,20.77148,39.03646,4809.704898598234,1453,diva_id__982,20.8204174042,39.0570831299,-0.071,20.8204174042,39.0570831299
1972,23285,803,0.0,-34.375,20.875,10.0,497,12506577920.0,20.68359,-34.42708,15375.695753253705,2825,diva_id__2354,20.8487510681,-34.403755188000005,0.134,20.8487510681,-34.403755188000005
1973,3912,804,0.0,64.625,21.125,64.0,101,11475465216.0,21.03516,64.19270999999999,57908.29787921752,4308,diva_id__3840,21.142917633099998,64.71125030520001,0.343,21.142917633099998,64.71125030520001
1974,6244,804,0.0,54.875,21.125,10.0,140,1308019584.0,21.15234,54.97396,5219.169962774022,4353,diva_id__3885,21.2312507629,54.9862518311,0.298,21.2312507629,54.9862518311
1975,10683,804,0.0,39.125,21.125,10.0,203,1895275520.0,21.06445,39.03646,2974.9202514085787,1455,diva_id__984,21.035417556800002,39.0220832825,-0.071,21.035417556800002,39.0220832825
1976,10870,804,0.0,38.375,21.125,15.0,206,5669339648.0,21.12305,38.35938,1942.4904346196133,14816,diva_idp_med_2200,21.1062507629,38.3479156494,-0.113,21.1062507629,38.3479156494
1977,23286,804,0.0,-34.375,21.125,10.0,497,1127561984.0,20.68359,-34.42708,30068.626630122297,2825,diva_id__2354,21.0020828247,-34.3637542725,0.134,21.0020828247,-34.3637542725
1978,3747,805,0.0,65.375,21.375,68.0,98,11971691520.0,22.08984,65.39063,36586.702454505736,4309,diva_id__3841,21.3012504578,65.3737487793,0.369,21.3012504578,65.3737487793
1979,3792,805,4024.0,65.125,21.375,13.0,99,1457301504.0,22.08984,65.39063,52762.907848920295,4309,diva_id__3841,21.3679180145,65.0254135132,0.369,21.3679180145,65.0254135132
1980,4457,805,6136.0,62.125,21.375,10.0,111,1084587520.0,21.15234,62.47396,32297.295995574772,4317,diva_id__3849,21.437084198,62.2154159546,0.321,21.437084198,62.2154159546
1981,6019,805,0.0,55.625,21.375,168.0,137,92700319744.0,21.26953,55.33854,2364.8182905279236,16332,deltas_002,21.2579174042,55.3587493896,0.297,21.2579174042,55.3587493896
1982,6080,805,0.0,55.375,21.375,168.0,138,92700319744.0,21.26953,55.33854,1219.8823288216743,16332,deltas_002,21.2504177094,55.3370819092,0.297,21.2504177094,55.3370819092
1983,6245,805,2138.0,54.875,21.375,10.0,140,1308019584.0,21.15234,54.97396,9293.654830691761,4353,diva_id__3885,21.0920829773,54.8979148865,0.298,21.0920829773,54.8979148865
1984,11070,805,0.0,37.625,21.375,10.0,209,3547692288.0,21.50391,37.55208,8005.844681039639,14550,diva_idp_med_1934,21.4537506104,37.612083435100004,-0.092,21.4537506104,37.612083435100004
1985,23287,805,0.0,-34.375,21.375,10.0,497,1219526784.0,21.88477,-34.34896,42597.870589951875,16603,deltas_446,21.422082901,-34.3770828247,0.128,21.422082901,-34.3770828247
1986,3616,806,4481.0,65.875,21.625,122.0,96,24151328768.0,22.08984,65.39063,43999.891193952,4309,diva_id__3841,21.7345848083,65.75791931149999,0.369,21.7345848083,65.75791931149999
1987,4490,806,2899.0,61.875,21.625,17.0,112,3040287488.0,21.50391,61.43229,43914.94940059988,4321,diva_id__3853,21.5120830536,61.8270835876,0.326,21.5120830536,61.8270835876
1988,4531,806,0.0,61.625,21.625,100.0,113,25627957248.0,21.50391,61.43229,16629.24186203563,4321,diva_id__3853,21.7145843506,61.542915344200004,0.326,21.7145843506,61.542915344200004
1989,4637,806,6506.0,61.125,21.625,10.0,115,1193647104.0,21.50391,61.43229,23655.563043584516,4321,diva_id__3853,21.613750457800002,61.226249694799996,0.326,21.613750457800002,61.226249694799996
1990,5623,806,0.0,57.375,21.625,31.0,130,11857490944.0,22.08984,57.63021,41096.0213452916,4343,diva_id__3875,21.546251296999998,57.4037513733,0.323,21.546251296999998,57.4037513733
1991,10871,806,0.0,38.375,21.625,10.0,206,1100758784.0,21.50391,38.28125,3214.477724269304,14819,diva_idp_med_2203,21.5204162598,38.3070831299,-0.126,21.5204162598,38.3070831299
1992,4277,807,0.0,63.125,21.875,30.0,107,5155547648.0,21.50391,63.04688,26894.730689938777,1049,diva_id__578,21.939584732100002,63.1870803833,0.331,21.939584732100002,63.1870803833
1993,23289,807,0.0,-34.375,21.875,10.0,497,45031927808.0,21.88477,-34.34896,1346.588053538307,16603,deltas_446,21.878749847399998,-34.3379211426,0.128,21.878749847399998,-34.3379211426
1994,5565,808,0.0,57.625,22.125,10.0,129,1902920448.0,22.08984,57.63021,2781.7419380241363,4343,diva_id__3875,22.133750915500002,57.6387481689,0.323,22.133750915500002,57.6387481689
1995,3541,809,0.0,66.125,22.375,30.0,95,4105347584.0,22.08984,65.39063,54197.99757117896,4309,diva_id__3841,22.462917327899998,65.8529205322,0.369,22.462917327899998,65.8529205322
1996,3618,809,0.0,65.875,22.375,30.0,96,4105347584.0,22.08984,65.39063,51008.381417019926,4309,diva_id__3841,22.3520832062,65.83625030520001,0.369,22.3520832062,65.83625030520001
1997,10186,809,0.0,40.875,22.375,31.0,196,24507326464.0,22.70508,40.49479,4707.707187371716,14884,diva_idp_med_2268,22.678750991799998,40.532081604,-0.079,22.678750991799998,40.532081604
1998,4172,810,2029.0,63.625,22.625,26.0,105,4404390912.0,22.32422,63.51563,10468.426686030149,4320,diva_id__3852,22.5079174042,63.5620803833,0.347,22.5079174042,63.5620803833
1999,4801,810,2923.0,60.375,22.625,10.0,118,1380624896.0,22.44141,60.23438,22061.879118148223,9963,diva_id__9495,22.6470832825,60.404582977299995,0.347,22.6470832825,60.404582977299995
2000,10289,810,0.0,40.625,22.625,31.0,197,24507326464.0,22.70508,40.49479,1405.4616193068764,14884,diva_idp_med_2268,22.7120838165,40.5062484741,-0.079,22.7120838165,40.5062484741
2001,10363,810,0.0,40.375,22.625,11.0,198,6756318720.0,22.70508,40.49479,4997.6403837110265,14884,diva_idp_med_2268,22.6487503052,40.4812469482,-0.079,22.6487503052,40.4812469482
2002,10501,810,0.0,39.875,22.625,12.0,200,9257529344.0,22.70508,39.92188,4865.924526845129,1493,diva_id__1022,22.728750228899997,39.882080078099996,-0.098,22.728750228899997,39.882080078099996
2003,10759,810,0.0,38.875,22.625,10.0,204,1585830016.0,22.82227,38.88021,25210.15505639033,1487,diva_id__1016,22.5329170227,38.855415344200004,-0.104,22.5329170227,38.855415344200004
2004,11278,810,0.0,36.875,22.625,10.0,212,1949408128.0,22.67578,36.82292,2191.786275657834,1472,diva_id__1001,22.687084198,36.805416107199996,-0.055,22.687084198,36.805416107199996
2005,12387,810,0.0,32.375,22.625,10.0,230,1246201600.0,23.17383,32.36979,8095.110927325545,15439,diva_idp_med_2823,23.087917327899998,32.375415802,0.047,23.087917327899998,32.375415802
2006,4173,811,0.0,63.625,22.875,15.0,105,2172243968.0,22.79297,63.88021,25963.64665883776,648,diva_id__177,22.8195838928,63.6470832825,0.354,22.8195838928,63.6470832825
2007,4091,812,0.0,63.875,23.125,17.0,104,2589742848.0,22.79297,63.88021,16580.952303353937,648,diva_id__177,23.130416870100003,63.892913818400004,0.354,23.130416870100003,63.892913818400004
2008,4174,812,0.0,63.625,23.125,15.0,105,2172243968.0,22.79297,63.88021,24194.75399340909,648,diva_id__177,22.7704181671,63.6629180908,0.354,22.7704181671,63.6629180908
2009,4230,812,0.0,63.375,23.125,26.0,106,4404390912.0,22.32422,63.51563,12060.301080356377,4320,diva_id__3852,22.5120830536,63.5845832825,0.347,22.5120830536,63.5845832825
2010,4803,812,0.0,60.375,23.125,10.0,118,1116999552.0,22.91016,60.13021,23480.213616252484,4324,diva_id__3856,23.0229167938,60.3337478638,0.35,23.0229167938,60.3337478638
2011,12388,812,0.0,32.375,23.125,10.0,230,1246201600.0,23.17383,32.36979,9140.483191155048,15439,diva_idp_med_2823,23.087917327899998,32.3312492371,0.047,23.087917327899998,32.3312492371
2012,12439,812,0.0,32.125,23.125,10.0,231,1246201600.0,23.17383,32.36979,8878.962651103979,15439,diva_idp_med_2823,23.103750228899997,32.316249847399995,0.047,23.103750228899997,32.316249847399995
2013,2024,813,0.0,69.875,23.375,45.0,80,7539837440.0,23.32031,70.59895999999999,69678.73872261283,9961,diva_id__9493,23.3862514496,69.9729156494,-0.152,23.3862514496,69.9729156494
2014,3622,813,0.0,65.875,23.375,10.0,96,1093691648.0,23.61328,65.70313,16516.139914504114,4310,diva_id__3842,23.491250991799998,65.842918396,0.373,23.491250991799998,65.842918396
2015,4877,813,0.0,60.125,23.375,16.0,119,2660272896.0,23.37891,59.81771,23679.51663491063,4325,diva_id__3857,23.4720840454,60.0254135132,0.35,23.4720840454,60.0254135132
2016,10875,813,7063.0,38.375,23.375,10.0,206,2447332352.0,23.37891,38.69792,26369.48044243956,14870,diva_idp_med_2254,23.361249923699997,38.4612503052,-0.103,23.361249923699997,38.4612503052
2017,4035,814,2861.0,64.125,23.625,11.0,103,1435022208.0,23.61328,64.08854000000001,3140.4566700426726,4316,diva_id__3848,23.640417099,64.0629196167,0.365,23.640417099,64.0629196167
2018,5255,814,0.0,58.875,23.625,10.0,124,3252108032.0,23.37891,58.98438,31419.158766168584,9971,diva_id__9503,23.741250991799998,58.7729148865,0.348,23.741250991799998,58.7729148865
2019,10291,814,0.0,40.625,23.625,10.0,197,2115626752.0,23.73047,40.67708,3179.966830505361,1506,diva_id__1035,23.692916870100003,40.679580688499996,-0.023,23.692916870100003,40.679580688499996
2020,3986,815,0.0,64.375,23.875,23.0,102,3378769408.0,23.61328,64.08854000000001,26076.23123710315,4316,diva_id__3848,23.9170837402,64.282081604,0.365,23.9170837402,64.282081604
2021,4093,815,0.0,63.875,23.875,11.0,104,1435022208.0,23.61328,64.08854000000001,5882.33499503212,4316,diva_id__3848,23.5854167938,64.0370788574,0.365,23.5854167938,64.0370788574
2022,5753,815,2111.0,56.875,23.875,46.0,132,17547431936.0,23.61328,56.95313,14625.40463129813,4344,diva_id__3876,23.8529167175,56.967918396,0.318,23.8529167175,56.967918396
2023,10187,815,2325.0,40.875,23.875,20.0,196,16791576576.0,23.73047,40.78125,10740.323419017639,1508,diva_id__1037,23.857917785599998,40.7845840454,-0.023,23.857917785599998,40.7845840454
2024,3625,816,2003.0,65.875,24.125,153.0,96,39261962240.0,24.43359,65.70313,18752.568840682943,1047,diva_id__576,24.1445846558,65.8229141235,0.372,24.1445846558,65.8229141235
2025,3987,816,2018.0,64.375,24.125,25.0,102,3690435840.0,24.66797,64.86979000000001,48909.78981983601,4315,diva_id__3847,24.225418090799998,64.4729156494,0.365,24.225418090799998,64.4729156494
2026,4036,816,0.0,64.125,24.125,11.0,103,1435022208.0,23.61328,64.08854000000001,14300.297006893972,4316,diva_id__3848,23.701250076300003,64.21125030520001,0.365,23.701250076300003,64.21125030520001
2027,5399,816,0.0,58.375,24.125,28.0,126,6903595520.0,24.31641,57.83854,61001.014224757404,1053,diva_id__582,24.4545841217,58.3820838928,0.325,24.4545841217,58.3820838928
2028,5684,816,4220.0,57.125,24.125,199.0,131,85827125248.0,24.08203,57.05729,2146.844003936474,4342,diva_id__3874,24.067916870100003,57.0395812988,0.322,24.067916870100003,57.0395812988
2029,1766,817,0.0,70.375,24.375,10.0,78,1206050688.0,23.84766,70.75520999999999,35204.23650684928,9965,diva_id__9497,24.283750534099998,70.4737472534,-0.15,24.283750534099998,70.4737472534
2030,3542,817,0.0,66.125,24.375,207.0,95,53066588160.0,24.43359,65.70313,8781.891139566073,1047,diva_id__576,24.4345836639,65.782081604,0.372,24.4345836639,65.782081604
2031,3626,817,0.0,65.875,24.375,207.0,96,53066588160.0,24.43359,65.70313,9146.95835165747,1047,diva_id__576,24.4895839691,65.782081604,0.372,24.4895839691,65.782081604
2032,3988,817,0.0,64.375,24.375,25.0,102,3690435840.0,23.61328,64.08854000000001,42917.347502612494,4316,diva_id__3848,24.0912513733,64.41374969479999,0.365,24.0912513733,64.41374969479999
2033,5400,817,0.0,58.375,24.375,28.0,126,6903595520.0,24.31641,57.83854,61114.42136334669,1053,diva_id__582,24.478750228899997,58.3812484741,0.325,24.478750228899997,58.3812484741
2034,5507,817,5942.0,57.875,24.375,16.0,128,3609475328.0,24.31641,57.78646,4049.767443952682,4339,diva_id__3871,24.3520832062,57.7554168701,0.325,24.3520832062,57.7554168701
2035,5685,817,0.0,57.125,24.375,36.0,131,9159820288.0,24.43359,57.26563,15664.12109520614,4341,diva_id__3873,24.267917633099998,57.157081604,0.323,24.267917633099998,57.157081604
2036,3837,818,0.0,64.875,24.625,29.0,100,4279453184.0,24.66797,64.86979000000001,4725.765762717059,4315,diva_id__3847,24.736249923699997,64.8387527466,0.365,24.736249923699997,64.8387527466
2037,4880,819,0.0,60.125,24.875,10.0,119,1278246016.0,25.13672,60.18229,8824.072006152986,4327,diva_id__3859,24.986249923699997,60.2087478638,0.379,24.986249923699997,60.2087478638
2038,10189,819,0.0,40.875,24.875,10.0,196,5840337408.0,24.81445,40.85938,1486.2561498542998,14634,diva_idp_med_2018,24.803750991799998,40.8487472534,-0.003,24.803750991799998,40.8487472534
2039,23193,819,0.0,-33.875,24.875,10.0,495,1001547264.0,25.04883,-33.98437,17234.81947887248,16602,deltas_445,24.9070835114,-34.0854187012,0.193,24.9070835114,-34.0854187012
2040,23251,819,0.0,-34.125,24.875,10.0,496,1001547264.0,25.04883,-33.98437,26066.962346538618,16602,deltas_445,24.8395843506,-34.1420822144,0.193,24.8395843506,-34.1420822144
2041,3685,820,0.0,65.625,25.125,27.0,97,3307349248.0,24.90234,65.59895999999999,7275.062155382436,4312,diva_id__3844,25.051250457800002,65.6212463379,0.371,25.051250457800002,65.6212463379
2042,10190,820,0.0,40.875,25.125,10.0,196,1065143552.0,25.16602,40.96354,2981.451028236234,15222,diva_idp_med_2606,25.1512508392,40.987915039099995,-0.032,25.1512508392,40.987915039099995
2043,12550,820,2436.0,31.625,25.125,10.0,233,1691740416.0,25.01953,31.92708,50534.551967640014,15436,diva_idp_med_2820,25.241250991799998,31.513750076300003,0.0,25.241250991799998,31.513750076300003
2044,23194,820,0.0,-33.875,25.125,10.0,495,34770907136.0,25.04883,-33.98437,2204.5738436162073,16602,deltas_445,25.0329170227,-33.969581604,0.193,25.0329170227,-33.969581604
2045,3627,821,2006.0,65.875,25.375,27.0,96,3307349248.0,24.90234,65.59895999999999,13268.34457815535,4312,diva_id__3844,25.1804180145,65.5670852661,0.371,25.1804180145,65.5670852661
2046,3749,821,2008.0,65.375,25.375,87.0,98,14961086464.0,25.25391,65.23438,10494.389545966671,4313,diva_id__3845,25.3370838165,65.3220825195,0.363,25.3370838165,65.3220825195
2047,3794,821,6036.0,65.125,25.375,120.0,99,23288782848.0,25.25391,65.02604000000001,10240.248486525548,4314,diva_id__3846,25.471250534099998,65.0187530518,0.363,25.471250534099998,65.0187530518
2048,3840,821,2014.0,64.875,25.375,10.0,100,1135671168.0,25.25391,65.02604000000001,21145.35507322001,4314,diva_id__3846,25.3812503815,64.84375,0.363,25.3812503815,64.84375
2049,4739,821,2068.0,60.625,25.375,10.0,117,1515607808.0,25.95703,60.28646,23497.991106604997,4328,diva_id__3860,25.5429172516,60.3370819092,0.387,25.5429172516,60.3370819092
2050,10191,821,0.0,40.875,25.375,10.0,196,1841227008.0,25.2832,40.91146,5555.245918313482,14632,diva_idp_med_2016,25.3354167938,40.9420852661,-0.045,25.3354167938,40.9420852661
2051,3750,822,0.0,65.375,25.625,87.0,98,14961086464.0,25.25391,65.23438,20201.888479947756,4313,diva_id__3845,25.333749771100003,65.4129180908,0.363,25.333749771100003,65.4129180908
2052,4805,822,4135.0,60.375,25.625,10.0,118,1515607808.0,25.95703,60.28646,19365.824220141803,4328,diva_id__3860,25.6687507629,60.386249542200005,0.387,25.6687507629,60.386249542200005
2053,23195,822,0.0,-33.875,25.625,10.0,495,1425807232.0,25.63477,-33.93229,7625.136076532622,314,port_elizabeth,25.6329174042,-33.8637542725,0.038,25.6329174042,-33.8637542725
2054,3795,823,4020.0,65.125,25.875,120.0,99,23288782848.0,25.25391,65.23438,6048.577491487096,4313,diva_id__3845,25.3329181671,65.1912536621,0.363,25.3329181671,65.1912536621
2055,23150,823,0.0,-33.625,25.875,10.0,494,21200594944.0,25.63477,-33.93229,31053.01026725768,314,port_elizabeth,25.8512496948,-33.71875,0.038,25.8512496948,-33.71875
2056,4807,824,0.0,60.375,26.125,10.0,118,1136775680.0,25.95703,60.28646,15780.711510575835,4328,diva_id__3860,26.041250228899997,60.4220809937,0.387,26.041250228899997,60.4220809937
2057,10295,824,0.0,40.625,26.125,34.0,197,52572045312.0,25.98633,40.75521,4490.1261704224835,15220,diva_idp_med_2604,26.037084579499997,40.742916107199996,-0.06,26.037084579499997,40.742916107199996
2058,10439,824,0.0,40.125,26.125,10.0,199,1850325120.0,26.162110000000002,40.07813,9471.201639876857,1525,diva_id__1054,26.2162513733,40.003749847399995,-0.082,26.2162513733,40.003749847399995
2059,12622,826,0.0,31.375,26.625,10.0,234,1575704832.0,27.1582,31.380209999999998,58472.99967085966,2027,diva_id__1556,26.5579166412,31.498750686599998,0.023,26.5579166412,31.498750686599998
2060,23151,826,0.0,-33.625,26.625,10.0,494,2769380352.0,26.68945,-33.67187,3403.0112867656962,2832,diva_id__2361,26.6637496948,-33.6937484741,0.184,26.6637496948,-33.6937484741
2061,4740,827,2066.0,60.625,26.875,118.0,117,28993179648.0,27.128909999999998,60.54688,12614.021908827988,4329,diva_id__3861,26.9179172516,60.5012512207,0.393,26.9179172516,60.5012512207
2062,10764,827,0.0,38.875,26.875,10.0,204,3381108992.0,26.98242,38.93229,966.707500050761,14612,diva_idp_med_1996,26.971250534099998,38.9320831299,0.003,26.971250534099998,38.9320831299
2063,10817,827,0.0,38.625,26.875,10.0,205,16761060352.0,26.74805,38.61979,5809.919541731345,14610,diva_idp_med_1994,26.808750152600002,38.5979156494,-0.002,26.808750152600002,38.5979156494
2064,9711,828,0.0,42.625,27.125,10.0,189,2433379584.0,27.83203,42.13542,49706.5552460842,1546,diva_id__1075,27.4520835876,42.4829177856,-0.077,27.4520835876,42.4829177856
2065,11080,828,0.0,37.625,27.125,21.0,209,24319866880.0,27.128909999999998,37.55208,5647.70386566537,14581,diva_idp_med_1965,27.1920833588,37.5437469482,-0.11,27.1920833588,37.5437469482
2066,23111,828,0.0,-33.375,27.125,10.0,493,30202296320.0,27.1582,-33.46354,4054.325832988559,2833,diva_id__2362,27.133750915500002,-33.4937515259,0.327,27.133750915500002,-33.4937515259
2067,9777,829,0.0,42.375,27.375,10.0,190,2433379584.0,27.83203,42.13542,46752.26613143597,1546,diva_id__1075,27.4570846558,42.4512481689,-0.077,27.4570846558,42.4512481689
2068,10370,829,2330.0,40.375,27.375,10.0,198,2296518144.0,26.74805,40.54688,51162.25963942558,1844,diva_id__1373,27.3129177094,40.382915496799995,-0.077,27.3129177094,40.382915496799995
2069,10765,829,0.0,38.875,27.375,10.0,204,3381108992.0,27.04102,38.88021,6809.500766714534,15189,diva_idp_med_2573,26.9770832062,38.844581604,0.003,26.9770832062,38.844581604
2070,10959,829,0.0,38.125,27.375,20.0,207,22977101824.0,27.27539,37.96875,1335.3305867438883,14603,diva_idp_med_1987,27.2620830536,37.9629135132,-0.095,27.2620830536,37.9629135132
2071,23112,829,0.0,-33.375,27.375,10.0,493,2688326912.0,27.48047,-33.28125,293.31272989880597,2834,diva_id__2363,27.482917785599998,-33.279586791999996,0.331,27.482917785599998,-33.279586791999996
2072,9565,830,0.0,43.125,27.625,10.0,187,5355796992.0,28.066409999999998,43.30729,19019.646975479176,1550,diva_id__1079,27.9029178619,43.1845855713,-0.06,27.9029178619,43.1845855713
2073,11135,830,0.0,37.375,27.625,10.0,210,1119044224.0,27.50977,37.26563,9057.677498352752,1873,diva_id__1402,27.6120834351,37.2645835876,-0.173,27.6120834351,37.2645835876
2074,23032,830,2419.0,-32.875,27.625,10.0,491,1218080384.0,27.94922,-32.96875,1576.4868026028194,102,east_london,27.9487514496,-32.9829177856,0.444,27.9487514496,-32.9829177856
2075,9566,831,0.0,43.125,27.875,10.0,187,5355796992.0,28.066409999999998,43.30729,34759.730928056284,1550,diva_id__1079,27.888750076300003,43.0229187012,-0.06,27.888750076300003,43.0229187012
2076,9842,831,0.0,42.125,27.875,10.0,191,1063969600.0,27.83203,42.13542,13718.909106447714,1546,diva_id__1075,27.9704170227,42.0670852661,-0.077,27.9704170227,42.0670852661
2077,12697,831,0.0,31.125,27.875,10.0,235,3539005696.0,27.80273,31.223959999999998,15824.854528059404,14696,diva_idp_med_2080,27.9029178619,31.1104164124,0.033,27.9029178619,31.1104164124
2078,23065,831,0.0,-33.125,27.875,10.0,492,1288487552.0,27.94922,-32.96875,7199.792931581591,102,east_london,27.9179172516,-33.0279159546,0.444,27.9179172516,-33.0279159546
2079,4744,832,0.0,60.625,28.125,11.0,117,1478452480.0,27.48047,60.49479,29513.717927118832,4330,diva_id__3862,28.0162506104,60.523750305200004,0.395,28.0162506104,60.523750305200004
2080,5081,832,2079.0,59.375,28.125,124.0,122,56388931584.0,27.48047,59.427080000000004,32264.089599582017,4336,diva_id__3868,28.045417785599998,59.467918396,0.39,28.045417785599998,59.467918396
2081,1774,833,0.0,70.375,28.375,88.0,78,18720143360.0,27.128909999999998,70.59895999999999,46036.461185044565,4158,diva_id__3690,28.258750915500002,70.4279174805,-0.169,28.258750915500002,70.4279174805
2082,5022,833,2076.0,59.625,28.375,49.0,121,13415668736.0,28.535159999999998,59.86979,27976.31095594133,4333,diva_id__3865,28.271249771100003,59.65625,0.389,28.271249771100003,59.65625
2083,22998,833,0.0,-32.625,28.375,10.0,490,20476233728.0,28.21289,-32.76042,18489.457954730056,2836,diva_id__2365,28.3820838928,-32.674583435100004,0.412,28.3820838928,-32.674583435100004
2084,4690,834,4612.0,60.875,28.625,10.0,116,1566715008.0,28.652340000000002,60.33854,48321.483328293856,4331,diva_id__3863,28.708749771100003,60.7720832825,0.39,28.708749771100003,60.7720832825
2085,9305,834,0.0,43.875,28.625,10.0,184,1002751104.0,28.62305,43.59375,23476.702336424518,1552,diva_id__1081,28.59375,43.8037490845,-0.06,28.59375,43.8037490845
2086,11284,834,0.0,36.875,28.625,10.0,212,1087285632.0,28.652340000000002,36.82292,4559.386779144286,14666,diva_idp_med_2050,28.6070842743,36.8037490845,-0.16,28.6070842743,36.8037490845
2087,11370,834,0.0,36.625,28.625,10.0,213,4810753024.0,28.74023,36.69271,1836.1270794444295,14668,diva_idp_med_2052,28.7270832062,36.705413818400004,-0.16,28.7270832062,36.705413818400004
2088,1775,835,0.0,70.375,28.875,88.0,78,18720143360.0,27.128909999999998,70.59895999999999,53392.83293426952,4158,diva_id__3690,28.4929180145,70.44541931149999,-0.169,28.4929180145,70.44541931149999
2089,9090,835,0.0,44.625,28.875,10.0,181,2980860928.0,28.97461,44.66146,3430.676592453033,1557,diva_id__1086,28.998750686599998,44.687084198,-0.06,28.998750686599998,44.687084198
2090,9171,835,0.0,44.375,28.875,10.0,182,2980860928.0,28.91602,44.60938,1644.553823360531,1559,diva_id__1088,28.933750152600002,44.6170806885,-0.06,28.933750152600002,44.6170806885
2091,22932,835,2428.0,-32.125,28.875,10.0,488,6045538816.0,29.121090000000002,-32.03125,31769.347434079627,2837,diva_id__2366,28.8979167938,-32.2454147339,0.496,28.8979167938,-32.2454147339
2092,22889,836,0.0,-31.875,29.125,10.0,487,2590031104.0,29.121090000000002,-32.03125,10993.183510982906,2837,diva_id__2366,29.183750152600002,-31.9479217529,0.496,29.183750152600002,-31.9479217529
2093,2179,837,1962.0,69.625,29.375,21.0,81,2987228160.0,30.17578,69.86979000000001,32702.30837538901,1015,diva_id__544,29.483751296999998,69.6987457275,-0.153,29.483751296999998,69.6987457275
2094,8648,837,0.0,45.875,29.375,10.0,176,5423539200.0,29.79492,45.65104,21016.2561118646,1565,diva_id__1094,29.622917175300003,45.5054168701,-0.06,29.622917175300003,45.5054168701
2095,8914,837,0.0,45.125,29.375,573.0,179,787498991616.0,29.73633,45.23438,9076.681618568598,16366,deltas_056,29.6804180145,45.1629180908,-0.06,29.6804180145,45.1629180908
2096,11438,837,0.0,36.375,29.375,10.0,214,2616281088.0,29.23828,36.30208,2464.2423450272327,14669,diva_idp_med_2053,29.263750076300003,36.2937469482,-0.118,29.263750076300003,36.2937469482
2097,8740,838,0.0,45.625,29.625,10.0,177,5423539200.0,29.79492,45.65104,9772.287351564979,1565,diva_id__1094,29.717084884600002,45.582084655799996,-0.06,29.717084884600002,45.582084655799996
2098,8915,838,2267.0,45.125,29.625,573.0,179,787498991616.0,29.73633,45.23438,3364.1983425368035,16366,deltas_056,29.697917938200003,45.247917175299996,-0.06,29.697917938200003,45.247917175299996
2099,22770,838,2439.0,-31.125,29.625,10.0,484,1580689280.0,29.941409999999998,-31.40625,20433.414152177367,736,diva_id__265,30.0470848083,-31.2462539673,0.554,30.0470848083,-31.2462539673
2100,22812,838,0.0,-31.375,29.625,19.0,485,19828453376.0,29.941409999999998,-31.40625,33651.314611412374,736,diva_id__265,29.6379165649,-31.5629196167,0.554,29.6379165649,-31.5629196167
2101,22848,838,0.0,-31.625,29.625,19.0,486,19828453376.0,29.941409999999998,-31.40625,44302.46035561718,736,diva_id__265,29.548749923699997,-31.6220855713,0.554,29.548749923699997,-31.6220855713
2102,12701,839,0.0,31.125,29.875,10.0,235,6779389440.0,29.85352,31.171879999999998,2220.7254779596915,15434,diva_idp_med_2818,29.84375,31.153749465900002,-0.036,29.84375,31.153749465900002
2103,22813,839,0.0,-31.375,29.875,10.0,485,1018544448.0,29.941409999999998,-31.40625,10033.621314540502,736,diva_id__265,29.967084884600002,-31.318748474099998,0.554,29.967084884600002,-31.318748474099998
2104,2181,840,3924.0,69.625,30.125,79.0,81,15901224960.0,30.17578,69.86979000000001,21390.151148150497,1015,diva_id__544,30.1120834351,69.6787490845,-0.153,30.1120834351,69.6787490845
2105,4966,840,0.0,59.875,30.125,591.0,120,287948800000.0,29.941409999999998,60.02604,19654.565209944605,4332,diva_id__3864,30.2112503052,59.9120826721,0.386,30.2112503052,59.9120826721
2106,8649,840,0.0,45.875,30.125,10.0,176,2549979392.0,30.20508,45.85938,18431.888121675664,1567,diva_id__1096,30.0229167938,45.7529144287,-0.06,30.0229167938,45.7529144287
