index,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat
927,23183,0.000000,-33.875000,-71.375000,-71.630860,-33.619790,19367,5269,diva_id__4801,-71.747086,-33.764584,0.412000,-71.747086,-33.764584
931,9892,3270.000000,41.875000,-71.125000,-71.337890,41.640630,15229,5398,diva_id__4930,-71.282913,41.771248,-0.091000,-71.282913,41.771248
945,22258,0.000000,-27.875000,-70.875000,-70.957030,-27.656250,2360,5264,diva_id__4796,-70.933746,-27.661251,0.450000,-70.933746,-27.661251
957,21219,0.000000,-18.125000,-70.375000,-70.839840,-18.072920,34549,5249,diva_id__4781,-70.557083,-18.228752,0.477000,-70.557083,-18.228752
964,17455,0.000000,11.875000,-70.125000,-70.048830,11.640630,6884,6023,diva_id__5555,-69.987915,11.657084,0.384000,-69.987915,11.657084
966,21240,0.000000,-18.375000,-70.125000,-70.341800,-18.489580,13989,17,arica,-70.362915,-18.365417,0.485000,-70.362915,-18.365417
977,2704,0.000000,68.625000,-69.625000,-68.789060,68.802080,23493,6623,diva_id__6155,-68.823746,68.591248,-0.218000,-68.823746,68.591248
992,24511,0.000000,-49.625000,-68.875000,-68.378910,-50.130210,26966,5597,diva_id__5129,-68.546249,-49.912918,0.456000,-68.546249,-49.912918
997,17577,0.000000,11.125000,-68.625000,-68.408200,11.171880,7429,6027,diva_id__5559,-68.471252,11.197083,0.344000,-68.471252,11.197083
1002,3356,0.000000,66.625000,-68.375000,-67.441410,66.171880,42724,6625,diva_id__6157,-67.861244,66.517082,-0.266000,-67.861244,66.517082
1010,24713,0.000000,-53.375000,-68.375000,-67.910160,-53.619790,24925,9397,diva_id__8929,-68.073746,-53.417915,0.421000,-68.073746,-53.417915
1015,24724,0.000000,-53.625000,-68.125000,-67.910160,-53.619790,10798,9397,diva_id__8929,-67.827919,-53.703751,0.421000,-67.827919,-53.703751
1016,7911,2219.000000,48.625000,-67.875000,-67.617190,48.802080,5979,5303,diva_id__4835,-67.696243,48.788750,-0.180000,-67.696243,48.788750
1026,5436,2094.000000,58.125000,-67.375000,-67.910160,58.359380,30185,5088,diva_id__4620,-67.420410,58.272915,-0.040000,-67.420410,58.272915
1029,8710,0.000000,45.625000,-67.125000,-67.001950,44.921880,28673,103,eastport,-66.959579,45.177917,-0.138000,-66.959579,45.177917
1035,3361,0.000000,66.625000,-66.875000,-66.855470,66.302080,21712,8430,diva_id__7962,-66.456245,66.413750,-0.269000,-66.456245,66.413750
1040,5491,0.000000,57.875000,-66.625000,-67.910160,58.359380,62028,5088,diva_id__4620,-66.852921,58.422085,-0.040000,-66.852921,58.422085
1041,7962,0.000000,48.375000,-66.625000,-66.357420,48.072920,9761,5315,diva_id__4847,-66.467087,48.121250,-0.076000,-66.467087,48.121250
1044,8107,0.000000,47.625000,-66.125000,-65.947270,47.942710,38684,5316,diva_id__4848,-65.674583,47.647083,-0.076000,-65.674583,47.647083
1049,8108,3161.000000,47.625000,-65.875000,-65.947270,47.942710,43172,5316,diva_id__4848,-65.670418,47.602081,-0.076000,-65.670418,47.602081
1061,23959,0.000000,-41.375000,-65.375000,-64.658200,-40.859370,51759,5653,diva_id__5185,-65.146248,-41.143753,0.452000,-65.146248,-41.143753
1066,24134,0.000000,-43.625000,-65.125000,-65.009770,-43.307290,14355,16608,deltas_451,-65.086250,-43.423752,0.439000,-65.086250,-43.423752
1070,7496,0.000000,50.375000,-64.625000,-64.863280,50.286460,5923,5263,diva_id__4795,-64.781250,50.277084,-0.175000,-64.781250,50.277084
1071,7801,4961.000000,49.125000,-64.625000,-65.302730,49.244790,64723,1258,diva_id__787,-64.589584,48.897919,-0.166000,-64.589584,48.897919
1087,5539,0.000000,57.625000,-63.375000,-63.222660,58.463540,44895,5143,diva_id__4675,-63.042084,58.071251,-0.242000,-63.042084,58.071251
1091,8717,0.000000,45.625000,-63.125000,-63.544920,45.390630,13515,5341,diva_id__4873,-63.377083,45.361252,-0.065000,-63.377083,45.361252
1095,23803,0.000000,-39.375000,-62.625000,-62.021480,-39.505210,22453,5703,diva_id__5235,-62.187916,-39.349586,0.484000,-62.187916,-39.349586
1097,8903,2270.000000,45.125000,-62.375000,-61.552730,45.130210,43466,5333,diva_id__4865,-62.076248,45.003750,-0.117000,-62.076248,45.003750
1100,17875,0.000000,9.625000,-62.375000,-62.490230,10.234380,47097,6050,diva_id__5582,-62.247917,9.884583,0.354000,-62.247917,9.884583
1105,5664,2108.000000,57.125000,-62.125000,-61.699220,57.369790,25350,8676,diva_id__8208,-61.862083,57.159584,-0.237000,-61.862083,57.159584
1109,23729,0.000000,-38.625000,-62.125000,-62.080080,-39.088540,27489,9263,diva_id__8795,-62.123749,-38.843750,0.486000,-62.123749,-38.843750
1119,18041,0.000000,8.625000,-61.625000,-60.732420,8.723959,27998,9039,diva_id__8571,-60.967083,8.626249,0.410000,-60.967083,8.626249
1120,23763,0.000000,-38.875000,-61.375000,-60.791020,-38.984370,27421,5704,diva_id__5236,-61.107918,-38.994583,0.456000,-61.107918,-38.994583
1124,17918,0.000000,9.375000,-61.125000,-60.849610,9.453126,39999,6051,diva_id__5583,-61.183750,9.597083,0.414000,-61.183750,9.597083
1136,7431,0.000000,50.625000,-60.125000,-60.644530,50.234380,25487,5258,diva_id__4790,-60.292915,50.278748,-0.129000,-60.292915,50.278748
1137,18046,7373.000000,8.625000,-60.125000,-60.087890,8.619792,32702,6052,diva_id__5584,-60.380417,8.567083,0.406000,-60.380417,8.567083
1145,23698,0.000000,-38.375000,-59.625000,-59.619140,-38.776040,1817,5708,diva_id__5240,-59.634583,-38.787086,0.421000,-59.634583,-38.787086
1146,23731,0.000000,-38.625000,-59.625000,-59.619140,-38.776040,8495,5708,diva_id__5240,-59.711250,-38.802086,0.421000,-59.711250,-38.802086
1168,7173,0.000000,51.625000,-57.875000,-57.832030,51.380210,15674,5255,diva_id__4787,-58.033745,51.317085,-0.127000,-58.033745,51.317085
1171,7174,0.000000,51.625000,-57.625000,-57.832030,51.380210,15964,5255,diva_id__4787,-57.614578,51.427082,-0.127000,-57.614578,51.427082
1178,18341,0.000000,5.875000,-57.375000,-57.041020,5.963542,14348,6061,diva_id__5593,-57.138748,5.878750,0.411000,-57.138748,5.878750
1191,6835,0.000000,52.875000,-56.375000,-55.839840,52.005210,74930,5250,diva_id__4782,-56.117912,52.657082,-0.189000,-56.117912,52.657082
1192,6905,2169.000000,52.625000,-56.375000,-55.839840,52.005210,66843,5250,diva_id__4782,-56.051247,52.592083,-0.189000,-56.051247,52.592083
1220,18564,0.000000,4.125000,-51.875000,-51.943360,4.609376,14776,6073,diva_id__5605,-51.931248,4.477083,0.413000,-51.931248,4.477083
1237,18893,3707.000000,0.625000,-50.625000,-50.595700,0.234376,14282,9077,diva_id__8609,-50.703751,0.303750,0.701000,-50.703751,0.303750
1243,18793,0.000000,1.375000,-49.875000,-49.892580,1.223959,18669,16509,deltas_317,-50.060417,1.227917,0.671000,-50.060417,1.227917
1246,19374,0.000000,-2.375000,-49.625000,-49.423830,-2.161458,1942,16521,deltas_329,-49.426250,-2.178751,0.582000,-49.426250,-2.178751
1253,19325,0.000000,-2.125000,-49.125000,-49.072270,-1.744791,14846,6091,diva_id__5623,-48.942917,-1.777918,0.582000,-48.942917,-1.777918
1291,19541,0.000000,-3.125000,-41.375000,-41.513670,-2.890624,8021,6108,diva_id__5640,-41.447914,-2.920418,0.512000,-41.447914,-2.920418
1292,19599,0.000000,-3.375000,-41.125000,-41.337890,-2.890624,8516,6109,diva_id__5641,-41.272915,-2.931250,0.512000,-41.272915,-2.931250
1296,19542,2620.000000,-3.125000,-40.875000,-41.103520,-2.890624,13866,6110,diva_id__5642,-40.978748,-2.887083,0.512000,-40.978748,-2.887083
1307,21289,0.000000,-19.125000,-39.875000,-39.697270,-19.192710,2414,6154,diva_id__5686,-39.702915,-19.213749,0.540000,-39.702915,-19.213749
1354,20474,0.000000,-9.875000,-36.125000,-36.064450,-10.130210,6650,6134,diva_id__5666,-36.047081,-10.072918,0.550000,-36.047081,-10.072918
1358,19950,0.000000,-5.875000,-35.375000,-35.126950,-5.963541,2150,6118,diva_id__5650,-35.146248,-5.961250,0.538000,-35.146248,-5.961250
1363,20060,0.000000,-6.875000,-35.125000,-34.833980,-7.005208,5843,6120,diva_id__5652,-34.871250,-6.967916,0.526000,-34.871250,-6.967916
1388,17170,0.000000,13.625000,-16.125000,-16.435550,13.359380,24201,2369,diva_id__1898,-16.216249,13.402081,0.305000,-16.216249,13.402081
1391,17415,7334.000000,12.125000,-16.125000,-16.142580,11.796880,31226,9604,diva_id__9136,-15.982083,12.029583,0.301000,-15.982083,12.029583
1392,16596,0.000000,17.875000,-15.875000,-16.025390,17.890630,19024,2329,diva_id__1858,-16.042917,17.720417,0.250000,-16.042917,17.720417
1393,16632,2562.000000,17.625000,-15.875000,-16.259770,17.109380,42251,2331,diva_id__1860,-16.099583,17.457081,0.272000,-16.099583,17.457081
1410,17921,0.000000,9.375000,-13.125000,-13.388670,9.140626,24184,2469,diva_id__1998,-13.307917,9.342915,0.343000,-13.307917,9.342915
1423,18261,2612.000000,6.625000,-11.375000,-11.425780,6.848960,12328,2485,diva_id__2014,-11.355416,6.762917,0.390000,-11.355416,6.762917
1436,7057,0.000000,52.125000,-9.625000,-9.433593,52.552080,39027,9333,diva_id__8865,-9.747083,52.257915,-0.038000,-9.747083,52.257915
1437,12597,2436.000000,31.375000,-9.625000,-9.873046,31.197920,31739,2266,diva_id__1795,-9.780416,31.472082,0.146000,-9.780416,31.472082
1438,12668,2437.000000,31.125000,-9.625000,-9.873046,31.197920,16796,2266,diva_id__1795,-9.797916,31.334583,0.146000,-9.797916,31.334583
1450,6986,0.000000,52.375000,-8.875000,-9.433594,52.630210,29757,635,diva_id__164,-8.992916,52.625416,-0.038000,-8.992916,52.625416
1459,7118,0.000000,51.875000,-8.625000,-9.199219,51.536460,69478,52,castletownsend,-8.292083,51.807915,-0.026000,-8.292083,51.807915
1469,10864,0.000000,38.375000,-8.375000,-8.876953,38.463540,20934,929,diva_id__458,-8.647083,38.408749,0.087000,-8.647083,38.408749
1483,12094,0.000000,33.625000,-7.125000,-7.236328,33.776040,11609,2255,diva_id__1784,-7.341249,33.718750,0.117000,-7.341249,33.718750
1485,6220,0.000000,54.875000,-6.875000,-7.089843,55.052080,8718,9337,diva_id__8869,-6.993750,55.107918,-0.053000,-6.993750,55.107918
1495,6602,0.000000,53.625000,-6.375000,-6.152344,53.463540,1449,9349,diva_id__8881,-6.137917,53.453751,-0.017000,-6.137917,53.453751
1496,6683,2158.000000,53.375000,-6.375000,-6.152344,53.463540,5913,9349,diva_id__8881,-6.136250,53.411251,-0.017000,-6.136250,53.411251
1516,5500,0.000000,57.875000,-4.625000,-4.042969,57.682290,12987,9448,diva_id__8980,-4.261250,57.678749,-0.098000,-4.261250,57.678749
1517,5545,0.000000,57.625000,-4.625000,-4.042969,57.682290,16073,9448,diva_id__8980,-4.308749,57.656250,-0.098000,-4.308749,57.656250
1529,7439,0.000000,50.625000,-3.875000,-3.457031,50.546880,2997,9511,diva_id__9043,-3.498749,50.542084,0.016000,-3.498749,50.542084
1530,5831,0.000000,56.375000,-3.625000,-3.222656,56.067710,32185,9494,diva_id__9026,-3.301250,56.353748,-0.030000,-3.301250,56.353748
1532,11245,0.000000,36.875000,-3.625000,-3.632812,36.718750,5896,1027,diva_id__556,-3.697083,36.731247,-0.028000,-3.697083,36.731247
1544,8073,2233.000000,47.875000,-3.125000,-3.369141,47.682290,7787,596,diva_id__125,-3.351250,47.751251,0.014000,-3.351250,47.751251
1547,6371,0.000000,54.375000,-2.875000,-2.871094,54.088540,17791,9427,diva_id__8959,-2.799583,54.242916,-0.047000,-2.799583,54.242916
1564,11183,0.000000,37.125000,-2.125000,-1.816406,37.135420,2417,12909,diva_idp_med_293,-1.827084,37.155418,-0.123000,-1.827084,37.155418
1565,11247,0.000000,36.875000,-2.125000,-1.933594,37.031250,4941,12750,diva_idp_med_134,-1.878750,37.023750,-0.123000,-1.878750,37.023750
1568,11123,0.000000,37.375000,-1.875000,-1.816406,37.213540,1331,1035,diva_id__564,-1.812082,37.202084,-0.123000,-1.812082,37.202084
1574,11064,0.000000,37.625000,-1.625000,-1.347656,37.552080,3308,1043,diva_id__572,-1.375416,37.532082,-0.082000,-1.375416,37.532082
1578,7326,2191.000000,51.125000,-1.375000,-1.347656,50.755210,16441,9629,diva_id__9161,-1.383749,50.901249,0.039000,-1.383749,50.901249
1584,11714,0.000000,35.125000,-1.375000,-1.230469,35.364580,5218,14356,diva_idp_med_1740,-1.287083,35.356247,0.076000,-1.287083,35.356247
1589,9229,0.000000,44.125000,-1.125000,-1.318359,44.036460,5832,661,diva_id__190,-1.323750,44.088749,0.004000,-1.323750,44.088749
1598,6692,0.000000,53.375000,-0.375000,-0.175781,53.880210,32397,2147,diva_id__1676,-0.530416,53.677917,-0.003000,-0.530416,53.677917
1601,8816,0.000000,45.375000,-0.375000,-0.673828,45.234380,1551,649,diva_id__178,-0.687916,45.224583,0.014000,-0.687916,45.224583
1614,7687,0.000000,49.625000,0.375000,0.410156,49.765630,32280,499,diva_id__28,0.468750,49.477917,0.050000,0.468750,49.477917
1626,7516,0.000000,50.375000,1.875000,1.582031,50.286460,8558,4580,diva_id__4112,1.631250,50.216248,0.054000,1.631250,50.216248
1634,9627,0.000000,42.875000,2.875000,3.134766,43.046880,4128,13806,diva_idp_med_1190,3.092916,43.067917,-0.157000,3.092916,43.067917
1635,9764,0.000000,42.375000,2.875000,3.076172,42.630210,3627,1174,diva_id__703,3.037918,42.613750,-0.134000,3.037918,42.613750
1638,9460,0.000000,43.375000,3.125000,3.369141,43.255210,5291,1189,diva_id__718,3.410418,43.292084,-0.155000,3.410418,43.292084
1651,11354,0.000000,36.625000,4.875000,5.214843,36.692710,4480,14466,diva_idp_med_1850,5.207085,36.652916,0.073000,5.207085,36.652916
1656,4625,2056.000000,61.125000,5.375000,4.980469,61.171880,25834,2172,diva_id__1701,5.341250,61.326248,-0.085000,5.341250,61.326248
1662,4682,6190.000000,60.875000,6.125000,5.214844,60.755210,31276,9661,diva_id__9193,5.787084,60.726250,-0.096000,5.787084,60.726250
1668,18514,5235.000000,4.625000,6.375000,6.005859,4.322917,35042,16499,deltas_305,6.247917,4.525415,0.407000,6.247917,4.525415
1674,18483,3701.000000,4.875000,6.875000,7.060547,4.348959,46972,708,diva_id__237,7.062917,4.771250,0.428000,7.062917,4.771250
1677,9291,0.000000,43.875000,7.125000,7.119141,43.619790,2874,1240,diva_id__769,7.142083,43.639584,-0.179000,7.142083,43.639584
1692,4409,2039.000000,62.375000,8.375000,8.496094,63.255210,64981,9710,diva_id__9242,8.532917,62.671249,-0.105000,8.532917,62.671249
1704,4313,0.000000,62.875000,8.875000,8.496094,63.255210,41568,9710,diva_id__9242,8.542084,62.882080,-0.105000,8.542084,62.882080
1716,5067,2084.000000,59.375000,9.625000,9.960938,58.984380,8201,4229,diva_id__3761,10.021250,59.051250,0.047000,10.021250,59.051250
1741,18967,0.000000,0.125000,10.125000,9.462891,0.234376,41618,2753,diva_id__2282,9.822083,0.129581,0.394000,9.822083,0.129581
1746,11533,0.000000,35.875000,10.375000,10.693360,35.807290,11196,2091,diva_id__1620,10.602917,35.876251,-0.002000,10.602917,35.876251
1767,9166,0.000000,44.375000,11.875000,12.275390,44.505210,2557,13474,diva_idp_med_858,12.280416,44.527916,-0.108000,12.280416,44.527916
1775,4032,0.000000,64.125000,12.125000,11.110270,64.627990,71401,4167,diva_id__3699,11.478750,64.006248,-0.102000,11.478750,64.006248
1778,8643,0.000000,45.875000,12.125000,12.509770,45.546880,2225,13382,diva_idp_med_766,12.481251,45.547916,-0.059000,12.481251,45.547916
1779,8730,0.000000,45.625000,12.125000,12.392580,45.494790,4335,13354,diva_idp_med_738,12.408751,45.532082,-0.086000,12.408751,45.532082
1781,9297,0.000000,43.875000,12.125000,12.333980,44.296880,2516,1375,diva_id__904,12.342083,44.318748,-0.116000,12.342083,44.318748
1782,9838,0.000000,42.125000,12.125000,11.748050,42.161460,2370,13127,diva_idp_med_511,11.732917,42.179581,-0.153000,11.732917,42.179581
1787,20977,0.000000,-15.875000,12.125000,11.748050,-15.859370,18265,2794,diva_id__2323,11.806250,-16.013752,0.227000,11.806250,-16.013752
1788,5557,0.000000,57.625000,12.375000,11.894530,57.630210,1008,4249,diva_id__3781,11.910417,57.627083,0.081000,11.910417,57.627083
1813,12327,2421.000000,32.625000,12.875000,12.949220,32.838540,6351,2069,diva_id__1598,12.891251,32.808750,0.064000,12.891251,32.808750
1814,20042,0.000000,-6.625000,12.875000,12.802730,-6.953125,32673,2775,diva_id__2304,12.617917,-6.723751,0.309000,12.617917,-6.723751
1821,5745,2115.000000,56.875000,13.125000,12.597660,56.380210,33619,4253,diva_id__3785,12.900417,56.632084,0.260000,12.900417,56.632084
1824,9474,0.000000,43.375000,13.125000,13.681640,43.411460,1646,13171,diva_idp_med_555,13.668750,43.422916,-0.116000,13.668750,43.422916
1831,3537,2002.000000,66.125000,13.375000,12.714840,66.015630,24269,9785,diva_id__9317,13.177084,65.905418,-0.115000,13.177084,65.905418
1832,8644,0.000000,45.875000,13.375000,13.212890,45.755210,2211,13410,diva_idp_med_794,13.241250,45.757084,-0.056000,13.241250,45.757084
1845,6537,0.000000,53.875000,13.625000,13.769530,53.984380,16186,4385,diva_id__3917,13.821250,53.842083,0.272000,13.821250,53.842083
1870,9839,0.000000,42.125000,14.375000,14.619140,42.213540,3222,13131,diva_idp_med_515,14.645417,42.192085,-0.132000,14.645417,42.192085
1876,3224,0.000000,67.125000,14.625000,14.121090,67.161460,14489,9826,diva_id__9358,14.442917,67.198746,-0.125000,14.442917,67.198746
1881,21571,0.000000,-22.125000,14.625000,14.443360,-22.421870,19098,2805,diva_id__2334,14.375417,-22.262085,0.183000,14.375417,-22.262085
1882,21597,0.000000,-22.375000,14.625000,14.443360,-22.421870,15722,2805,diva_id__2334,14.394584,-22.287918,0.183000,14.394584,-22.287918
1888,21572,0.000000,-22.125000,14.875000,14.443360,-22.421870,8171,2805,diva_id__2334,14.476251,-22.488750,0.183000,14.476251,-22.488750
1889,6621,0.000000,53.625000,15.125000,14.238280,53.932290,39659,4380,diva_id__3912,14.607917,53.650417,0.274000,14.607917,53.650417
1892,5840,0.000000,56.375000,15.375000,15.292970,56.171880,964,4265,diva_id__3797,15.305417,56.177082,0.280000,15.305417,56.177082
1911,10283,0.000000,40.625000,16.625000,16.933590,40.442710,7370,1337,diva_id__866,16.990417,40.492916,-0.152000,16.990417,40.492916
1918,4487,0.000000,61.875000,17.125000,17.167970,61.640630,8559,4306,diva_id__3838,17.137917,61.716248,0.323000,17.137917,61.716248
1954,10044,0.000000,41.375000,19.625000,19.541020,41.588540,1992,1428,diva_id__957,19.563751,41.582916,-0.187000,19.563751,41.582916
1955,10500,0.000000,39.875000,19.875000,19.980470,39.739580,1787,14577,diva_idp_med_1961,20.001251,39.741249,-0.105000,20.001251,39.741249
1956,4086,0.000000,63.875000,20.125000,21.035160,64.192710,50022,4308,diva_id__3840,20.497917,63.809586,0.343000,20.497917,63.809586
1964,3679,0.000000,65.625000,20.625000,22.089840,65.390630,38710,4309,diva_id__3841,21.264584,65.337914,0.369000,21.264584,65.337914
1965,3833,0.000000,64.875000,20.625000,21.035160,64.192710,72324,4308,diva_id__3840,21.043751,64.842918,0.343000,21.043751,64.842918
1966,3911,0.000000,64.625000,20.625000,21.035160,64.192710,53150,4308,diva_id__3840,21.131250,64.668747,0.343000,21.131250,64.668747
1968,3834,0.000000,64.875000,20.875000,21.035160,64.192710,67264,4308,diva_id__3840,21.083750,64.797081,0.343000,21.083750,64.797081
1971,10619,0.000000,39.375000,20.875000,20.771480,39.036460,4810,1453,diva_id__982,20.820417,39.057083,-0.071000,20.820417,39.057083
1983,6245,2138.000000,54.875000,21.375000,21.152340,54.973960,9294,4353,diva_id__3885,21.092083,54.897915,0.298000,21.092083,54.897915
1995,3541,0.000000,66.125000,22.375000,22.089840,65.390630,54198,4309,diva_id__3841,22.462917,65.852921,0.369000,22.462917,65.852921
2005,12387,0.000000,32.375000,22.625000,23.173830,32.369790,8095,15439,diva_idp_med_2823,23.087917,32.375416,0.047000,23.087917,32.375416
2008,4174,0.000000,63.625000,23.125000,22.792970,63.880210,24195,648,diva_id__177,22.770418,63.662918,0.354000,22.770418,63.662918
2009,4230,0.000000,63.375000,23.125000,22.324220,63.515630,12060,4320,diva_id__3852,22.512083,63.584583,0.347000,22.512083,63.584583
2012,12439,0.000000,32.125000,23.125000,23.173830,32.369790,8879,15439,diva_idp_med_2823,23.103750,32.316250,0.047000,23.103750,32.316250
2021,4093,0.000000,63.875000,23.875000,23.613280,64.088540,5882,4316,diva_id__3848,23.585417,64.037079,0.365000,23.585417,64.037079
2027,5399,0.000000,58.375000,24.125000,24.316410,57.838540,61001,1053,diva_id__582,24.454584,58.382084,0.325000,24.454584,58.382084
2030,3542,0.000000,66.125000,24.375000,24.433590,65.703130,8782,1047,diva_id__576,24.434584,65.782082,0.372000,24.434584,65.782082
2032,3988,0.000000,64.375000,24.375000,23.613280,64.088540,42917,4316,diva_id__3848,24.091251,64.413750,0.365000,24.091251,64.413750
2039,23193,0.000000,-33.875000,24.875000,25.048830,-33.984370,17235,16602,deltas_445,24.907084,-34.085419,0.193000,24.907084,-34.085419
2051,3750,0.000000,65.375000,25.625000,25.253910,65.234380,20202,4313,diva_id__3845,25.333750,65.412918,0.363000,25.333750,65.412918
2064,9711,0.000000,42.625000,27.125000,27.832030,42.135420,49707,1546,diva_id__1075,27.452084,42.482918,-0.077000,27.452084,42.482918
2069,10765,0.000000,38.875000,27.375000,27.041020,38.880210,6810,15189,diva_idp_med_2573,26.977083,38.844582,0.003000,26.977083,38.844582
2074,23032,2419.000000,-32.875000,27.625000,27.949220,-32.968750,1576,102,east_london,27.948751,-32.982918,0.444000,27.948751,-32.982918
2088,1775,0.000000,70.375000,28.875000,27.128910,70.598960,53393,4158,diva_id__3690,28.492918,70.445419,-0.169000,28.492918,70.445419
2090,9171,0.000000,44.375000,28.875000,28.916020,44.609380,1645,1559,diva_id__1088,28.933750,44.617081,-0.060000,28.933750,44.617081
2094,8648,0.000000,45.875000,29.375000,29.794920,45.651040,21016,1565,diva_id__1094,29.622917,45.505417,-0.060000,29.622917,45.505417
2095,8914,0.000000,45.125000,29.375000,29.736330,45.234380,9077,16366,deltas_056,29.680418,45.162918,-0.060000,29.680418,45.162918
2099,22770,2439.000000,-31.125000,29.625000,29.941410,-31.406250,20433,736,diva_id__265,30.047085,-31.246254,0.554000,30.047085,-31.246254
2100,22812,0.000000,-31.375000,29.625000,29.941410,-31.406250,33651,736,diva_id__265,29.637917,-31.562920,0.554000,29.637917,-31.562920
2109,4967,0.000000,59.875000,30.375000,29.941410,60.026040,19722,4332,diva_id__3864,30.207085,59.908749,0.386000,30.207085,59.908749
2112,12702,0.000000,31.125000,30.375000,29.853520,31.171880,2321,15434,diva_idp_med_2818,29.872084,31.185417,-0.036000,29.872084,31.185417
2119,22588,0.000000,-30.125000,30.625000,30.849610,-30.130210,2146,2842,diva_id__2371,30.853750,-30.111252,0.560000,30.853750,-30.111252
2126,12629,0.000000,31.375000,31.125000,31.318360,31.536460,28515,2012,diva_id__1541,31.017918,31.524584,-0.002000,31.017918,31.524584
2135,13030,0.000000,29.875000,32.125000,32.431640,29.531250,19253,2988,diva_id__2517,32.374584,29.697083,-0.038000,32.374584,29.697083
2136,13113,0.000000,29.625000,32.125000,32.431640,29.531250,17958,2988,diva_id__2517,32.365417,29.682083,-0.038000,32.365417,29.682083
2159,13033,0.000000,29.875000,32.875000,32.490230,29.921880,12053,2989,diva_id__2518,32.610416,29.892082,-0.038000,32.610416,29.892082
2167,8489,0.000000,46.375000,33.375000,33.251950,45.755210,46833,1613,diva_id__1142,33.071251,46.157082,-0.077000,33.071251,46.157082
2169,13264,0.000000,29.125000,33.375000,32.841800,28.671880,45831,2985,diva_id__2514,33.173752,28.963749,0.361000,33.173752,28.963749
2176,3291,1992.000000,66.875000,33.875000,33.691410,66.432290,43790,4146,diva_id__3678,34.173752,66.776253,-0.002000,34.173752,66.776253
2177,3543,2831.000000,66.125000,33.875000,33.691410,66.432290,71086,4146,diva_id__3678,34.647083,65.922913,-0.002000,34.647083,65.922913
2183,13583,0.000000,28.125000,34.125000,33.896480,27.942710,54388,2990,diva_id__2519,34.427917,28.080418,0.356000,34.427917,28.080418
2185,21867,0.000000,-24.875000,34.125000,33.837890,-25.078120,59254,2851,diva_id__2380,34.387917,-24.890419,0.697000,34.387917,-24.890419
2206,12559,0.000000,31.625000,35.125000,34.716800,31.953130,1581,1964,diva_id__1493,34.706253,31.942083,-0.010000,34.706253,31.942083
2208,21307,0.000000,-19.375000,35.125000,35.302730,-19.557290,8016,741,diva_id__270,35.352917,-19.502918,0.757000,35.352917,-19.502918
2212,12274,0.000000,32.875000,35.375000,35.068360,32.890630,2746,1947,diva_id__1476,35.082916,32.912083,-0.032000,35.082916,32.912083
2213,13507,0.000000,28.375000,35.375000,35.185550,27.994790,8344,2994,diva_id__2523,35.152084,28.063749,0.371000,35.152084,28.063749
2215,15065,0.000000,23.375000,35.375000,36.005860,22.734380,69815,16441,deltas_220,35.567917,23.215416,0.448000,35.567917,23.215416
2234,11863,2401.000000,34.625000,36.125000,36.005860,34.557290,3766,1920,diva_id__1449,35.985420,34.527916,-0.135000,35.985420,34.527916
2238,10123,0.000000,41.125000,36.375000,36.386720,41.223960,13561,1793,diva_id__1322,36.537086,41.269585,-0.076000,36.537086,41.269585
2246,14222,0.000000,26.125000,36.875000,36.650390,25.963540,10369,16431,deltas_197,36.661251,26.056250,0.400000,36.661251,26.056250
2251,16265,0.000000,19.125000,37.125000,37.412110,18.828130,54353,2974,diva_id__2503,37.318752,19.308750,0.588000,37.318752,19.308750
2256,16397,0.000000,18.625000,37.375000,37.412110,18.828130,18052,2974,diva_id__2503,37.538750,18.718750,0.588000,37.538750,18.718750
