index,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat
689,19048,0.000000,-0.625000,-80.125000,-80.478520,-0.598958,9968,5190,diva_id__4722,-80.442085,-0.517084,0.602000,-80.442085,-0.517084
690,19323,5241.000000,-2.125000,-80.125000,-80.068360,-2.526041,29413,1235,diva_id__764,-79.966248,-2.282084,0.573000,-79.966248,-2.282084
696,18892,0.000000,0.625000,-79.875000,-79.658200,1.015626,8615,105,esmeraldas,-79.648750,0.938749,0.659000,-79.648750,0.938749
700,19596,2619.000000,-3.375000,-79.875000,-79.892580,-3.046874,2960,5212,diva_id__4744,-79.887085,-3.072918,0.574000,-79.887085,-3.072918
710,19537,5239.000000,-3.125000,-79.625000,-79.892580,-2.994791,5516,5211,diva_id__4743,-79.842918,-2.994583,0.573000,-79.842918,-2.994583
721,561,1925.000000,73.375000,-78.875000,-77.578130,73.567710,35826,6750,diva_id__6282,-78.692917,73.636253,-0.290000,-78.692917,73.636253
722,6436,0.000000,54.125000,-78.875000,-79.042970,53.828130,62145,16338,deltas_009,-79.462921,54.329582,0.092000,-79.462921,54.329582
737,7172,0.000000,51.625000,-78.625000,-78.808590,51.484380,6537,16349,deltas_020,-78.817078,51.542915,0.129000,-78.817078,51.542915
745,18035,0.000000,8.625000,-78.375000,-78.310550,8.411459,10109,5172,diva_id__4704,-78.223747,8.441250,0.614000,-78.223747,8.441250
754,7053,0.000000,52.125000,-78.125000,-78.457030,52.317710,25097,16346,deltas_017,-78.577911,52.104584,0.124000,-78.577911,52.104584
768,1750,2767.000000,70.375000,-77.625000,-77.988280,69.713540,61833,6781,diva_id__6313,-77.838745,70.267082,0.290000,-77.838745,70.267082
774,6981,0.000000,52.375000,-77.625000,-78.457030,52.317710,6995,16346,deltas_017,-78.442917,52.255417,0.124000,-78.442917,52.255417
777,20519,0.000000,-10.375000,-77.625000,-77.753910,-10.755210,13159,5235,diva_id__4767,-77.839584,-10.672085,0.481000,-77.839584,-10.672085
786,15650,0.000000,21.375000,-77.375000,-77.607420,21.953130,47063,8327,diva_id__7859,-77.361252,21.597082,0.685000,-77.361252,21.597082
801,18630,0.000000,3.375000,-77.125000,-77.373050,3.463542,2036,5181,diva_id__4713,-77.358749,3.452083,0.699000,-77.358749,3.452083
808,10738,0.000000,38.875000,-76.875000,-76.494140,38.723960,44116,1306,diva_id__835,-77.001251,38.697083,-0.087000,-77.001251,38.697083
812,11468,0.000000,36.125000,-76.875000,-76.142580,36.119790,56719,5608,diva_id__5140,-76.731247,35.937080,0.009000,-76.731247,35.937080
813,15706,0.000000,21.125000,-76.875000,-76.574020,21.312480,6210,8330,diva_id__7862,-76.633743,21.307917,0.626000,-76.633743,21.307917
817,5538,0.000000,57.625000,-76.625000,-76.816410,57.630210,13383,5039,diva_id__4571,-76.773750,57.512085,0.048000,-76.773750,57.512085
828,20651,0.000000,-12.375000,-76.625000,-76.845700,-12.317710,3309,5240,diva_id__4772,-76.863747,-12.293751,0.452000,-76.863747,-12.293751
832,20703,0.000000,-12.875000,-76.375000,-76.464840,-13.088550,3851,5242,diva_id__4774,-76.429581,-13.092916,0.433000,-76.429581,-13.092916
855,20907,0.000000,-15.375000,-74.875000,-75.175780,-15.364580,45710,381,san_juan,-74.808746,-15.573751,0.466000,-74.808746,-15.573751
869,24466,0.000000,-48.875000,-74.125000,-74.443360,-48.411460,38133,9252,diva_id__8784,-74.281250,-48.737083,0.430000,-74.281250,-48.737083
871,10166,2326.000000,40.875000,-73.875000,-74.091800,40.546880,20695,5450,diva_id__4982,-74.095413,40.732918,-0.127000,-74.095413,40.732918
874,24348,0.000000,-47.375000,-73.875000,-74.033200,-47.005210,17534,9239,diva_id__8771,-74.010414,-47.162086,0.374000,-74.010414,-47.162086
890,2804,0.000000,68.375000,-72.875000,-74.238280,68.515630,41793,6615,diva_id__6147,-73.271248,68.392914,0.438000,-73.271248,68.392914
893,21027,0.000000,-16.375000,-72.875000,-73.417970,-16.302080,40804,5246,diva_id__4778,-73.079582,-16.472918,0.420000,-73.079582,-16.472918
898,21002,2568.000000,-16.125000,-72.625000,-73.417970,-16.302080,64702,5246,diva_id__4778,-72.868752,-16.548750,0.420000,-72.868752,-16.548750
901,17783,0.000000,10.125000,-72.375000,-71.630860,10.598960,69078,6012,diva_id__5544,-71.982086,10.082916,0.355000,-71.982086,10.082916
906,1751,0.000000,70.375000,-72.125000,-71.601560,70.989580,64861,7874,diva_id__7406,-71.962082,70.418747,-0.255000,-71.962082,70.418747
910,17450,0.000000,11.875000,-71.875000,-71.865230,11.640630,5822,6009,diva_id__5541,-71.906250,11.607083,0.383000,-71.906250,11.607083
917,9890,0.000000,41.875000,-71.625000,-71.396480,41.640630,14436,1279,diva_id__808,-71.397079,41.770416,-0.091000,-71.397079,41.770416
922,8228,0.000000,47.125000,-71.375000,-70.751950,47.057290,43496,478,diva_id__7,-71.210419,46.822914,-0.171000,-71.210419,46.822914
