id,col_15min,dist2coast,lat,lat_15min,lon,lon_15min,rivwth,row_15min,uparea,rivhgt,elevtn
6828,391,2166.873904,52.766251,52.875000,-82.002083,-82.125000,77.831665,148,14228.227539,2.327981,0.000000
6833,404,2163.763464,52.998749,52.875000,-78.812912,-78.875000,10.959758,148,1055.463501,2.000000,0.000000
6834,405,2166.651640,52.775417,52.875000,-78.717911,-78.625000,11.626960,148,1189.182495,2.000000,0.000000
6843,718,0.000000,52.923752,52.875000,0.067917,-0.375000,10.000000,148,1739.402832,2.000000,0.000000
6844,720,0.000000,52.931252,52.875000,0.076250,0.125000,10.000000,148,2926.026123,2.000000,0.000000
6845,721,0.000000,52.782917,52.875000,0.373751,0.375000,10.000000,148,8171.508301,2.000000,0.000000
6901,390,2165.318344,52.882915,52.625000,-82.172081,-82.375000,38.535221,149,6455.395020,2.000000,0.000000
6904,405,0.000000,52.593750,52.625000,-78.703751,-78.625000,22.467375,149,2812.312012,2.000000,0.000000
6906,495,0.000000,52.536251,52.625000,-56.181252,-56.125000,32.478390,149,3608.872070,2.000000,0.000000
6909,684,0.000000,52.659584,52.625000,-8.802917,-8.875000,10.000000,149,1061.832153,2.000000,0.000000
6910,685,4335.970810,52.673752,52.625000,-8.728749,-8.625000,42.015915,149,11788.813477,2.000000,0.000000
6914,719,0.000000,52.827915,52.625000,0.217083,-0.125000,10.000000,149,2274.023193,2.000000,0.000000
6915,726,0.000000,52.572083,52.625000,1.734585,1.625000,10.000000,149,3027.108398,2.000000,0.000000
6951,1344,0.000000,52.691250,52.625000,156.223755,156.125000,76.692001,149,10753.979492,2.309738,0.000000
6952,1345,0.000000,52.568748,52.625000,156.291260,156.375000,14.268537,149,1824.434692,2.000000,0.000000
6962,212,0.000000,52.382915,52.375000,-126.777916,-126.875000,59.668957,150,5358.757324,2.020359,0.000000
6977,392,0.000000,52.397083,52.375000,-81.541245,-81.875000,10.000000,150,1094.651123,2.000000,0.000000
6978,393,0.000000,52.289581,52.375000,-81.572083,-81.625000,381.869507,150,135075.296875,5.437310,0.000000
6980,406,0.000000,52.352917,52.375000,-78.493744,-78.375000,11.624875,150,1166.907349,2.000000,0.000000
6982,495,6864.915155,52.450417,52.375000,-56.242081,-56.125000,23.292833,150,2257.982178,2.000000,0.000000
6985,681,0.000000,52.483749,52.375000,-9.687083,-9.625000,10.000000,150,1157.113037,2.000000,0.000000
6987,691,2173.102268,52.292915,52.375000,-7.014583,-7.125000,22.559580,150,5504.143555,2.000000,0.000000
6989,693,2172.211940,52.352917,52.375000,-6.502916,-6.625000,10.000000,150,1770.947632,2.000000,0.000000
7022,1292,2172.434505,52.340416,52.375000,143.107910,143.125000,12.691108,150,1445.851318,2.000000,0.000000
7049,394,2175.106138,52.146248,52.125000,-81.417915,-81.375000,12.758230,151,2064.184814,2.000000,0.000000
7050,395,0.000000,52.044582,52.125000,-81.117081,-81.125000,10.000000,151,1000.952454,2.000000,0.000000
7051,405,0.000000,52.002083,52.125000,-78.688751,-78.625000,18.281467,151,2511.202881,2.000000,0.000000
7052,406,0.000000,52.237915,52.125000,-78.428749,-78.375000,202.633774,151,46161.968750,3.878011,0.000000
7060,691,4347.094993,52.266251,52.125000,-7.028749,-7.125000,16.974562,151,3524.974365,2.000000,0.000000
7067,737,2174.215425,52.212082,52.125000,4.400417,4.375000,10.000000,151,1021.279724,2.000000,0.000000
7087,1345,2176.888054,52.012085,52.125000,156.484589,156.375000,30.676046,151,3760.760010,2.000000,0.000000
7100,214,0.000000,51.740417,51.875000,-126.632919,-126.375000,22.001371,152,1018.910828,2.000000,0.000000
7119,686,2178.224893,51.901249,51.875000,-8.398749,-8.375000,10.000000,152,1262.378296,2.000000,0.000000
7121,688,0.000000,51.982082,51.875000,-7.857917,-7.875000,17.833273,152,3246.730957,2.000000,0.000000
7123,702,2179.784948,51.797081,51.875000,-4.347917,-4.375000,10.000000,152,1310.280884,2.000000,0.000000
7127,736,6159.059667,51.956249,51.875000,4.151251,4.125000,218.753250,152,163051.031250,4.039601,0.000000
7145,1292,2179.116299,51.837917,51.875000,143.201248,143.125000,42.636967,152,7533.401367,2.000000,0.000000
7146,1345,0.000000,51.909584,51.875000,156.492920,156.375000,13.495069,152,1805.748535,2.000000,0.000000
7148,1352,2179.784948,51.795418,51.875000,158.027924,158.125000,13.326198,152,1748.145996,2.000000,0.000000
7159,213,0.000000,51.656250,51.625000,-126.698753,-126.625000,29.125456,153,1472.247070,2.000000,0.000000
7171,404,0.000000,51.597916,51.625000,-78.808746,-78.875000,47.255062,153,8090.617676,2.000000,0.000000
7177,493,3085.203592,51.652916,51.625000,-56.702080,-56.625000,24.621984,153,2567.790527,2.000000,0.000000
7191,708,0.000000,51.562084,51.625000,-2.973749,-2.875000,10.000000,153,1317.558472,2.000000,0.000000
7192,709,0.000000,51.617085,51.625000,-2.660416,-2.625000,20.427490,153,4128.641602,2.000000,0.000000
7193,710,0.000000,51.721249,51.625000,-2.491249,-2.375000,32.048046,153,10974.804688,2.000000,0.000000
7214,1293,2183.575348,51.507084,51.625000,143.275421,143.375000,10.000000,153,1070.254272,2.000000,0.000000
7215,1345,2183.575348,51.500416,51.625000,156.492081,156.375000,10.000000,153,1002.652527,2.000000,0.000000
7237,398,0.000000,51.318748,51.375000,-80.452911,-80.375000,358.664185,154,107830.906250,5.258513,0.000000
7239,401,3092.774134,51.253750,51.375000,-79.667084,-79.625000,26.528913,154,4238.444824,2.000000,0.000000
7241,404,0.000000,51.350418,51.375000,-78.837921,-78.875000,105.937981,154,21129.181641,2.744039,0.000000
7242,405,0.000000,51.489582,51.375000,-78.692917,-78.625000,203.817688,154,42080.718750,3.890079,0.000000
7243,483,0.000000,51.256248,51.375000,-58.681252,-59.125000,34.329021,154,3467.864502,2.000000,0.000000
7244,485,6183.655037,51.302082,51.375000,-58.658745,-58.625000,53.053204,154,6376.286133,2.000000,0.000000
7246,487,0.000000,51.309582,51.375000,-58.142914,-58.125000,15.930778,154,1301.315308,2.000000,0.000000
7248,489,0.000000,51.472916,51.375000,-57.697083,-57.625000,58.047119,154,7149.402344,2.000000,0.000000
7261,709,0.000000,51.498749,51.375000,-2.711250,-2.625000,10.000000,154,2239.476807,2.000000,0.000000
7262,721,9004.951013,51.467918,51.375000,0.320417,0.375000,22.201426,154,13419.896484,2.000000,0.000000
7263,722,4886.114266,51.392918,51.375000,0.523750,0.625000,10.000000,154,1581.251587,2.000000,0.000000
7301,217,0.000000,51.092083,51.125000,-125.625420,-125.625000,51.900055,155,5843.576660,2.000000,0.000000
7312,398,2186.252205,51.307083,51.125000,-80.297913,-80.375000,12.731738,155,1689.446045,2.000000,0.000000
7313,400,0.000000,51.147083,51.125000,-79.770416,-79.875000,130.147507,155,29278.425781,3.062400,0.000000
7315,404,0.000000,51.213749,51.125000,-78.931244,-78.875000,254.448608,155,66143.578125,4.378743,0.000000
7317,485,0.000000,51.235416,51.125000,-58.577911,-58.625000,19.129328,155,1658.168579,2.000000,0.000000
7325,707,2187.814124,51.187916,51.125000,-3.052082,-3.125000,10.000000,155,1644.786377,2.000000,0.000000
7332,730,2188.260445,51.152916,51.125000,2.723751,2.625000,10.000000,155,1572.939941,2.000000,0.000000
7361,215,0.000000,50.934582,50.875000,-126.192917,-126.125000,23.819551,156,1326.449585,2.000000,0.000000
7365,220,0.000000,50.929585,50.875000,-124.857086,-124.875000,34.812263,156,5764.421875,2.000000,0.000000
7366,221,0.000000,50.892082,50.875000,-124.789581,-124.625000,27.461344,156,1967.720581,2.000000,0.000000
7371,400,0.000000,51.142918,50.875000,-79.778748,-79.875000,38.093731,156,6432.489258,2.000000,0.000000
7373,484,2190.492351,50.994583,50.875000,-58.987083,-58.875000,14.330016,156,1198.069946,2.000000,0.000000
7380,714,0.000000,50.903748,50.875000,-1.446249,-1.375000,10.000000,156,1252.218872,2.000000,0.000000
7412,212,0.000000,50.568748,50.625000,-126.976250,-126.875000,24.461830,157,1832.544067,2.000000,0.000000
7428,463,3110.771160,50.313751,50.625000,-64.303749,-64.125000,46.284771,157,5555.246094,2.000000,0.000000
7430,470,0.000000,50.232918,50.625000,-62.218750,-62.375000,20.913353,157,2169.479736,2.000000,0.000000
7440,706,0.000000,50.680416,50.625000,-3.467083,-3.375000,10.000000,157,1249.575562,2.000000,0.000000
7446,713,0.000000,50.719582,50.625000,-1.742083,-1.625000,10.000000,157,2992.806885,2.000000,0.000000
7449,726,0.000000,50.533749,50.625000,1.607084,1.625000,10.000000,157,1412.958008,2.000000,0.000000
7468,216,0.000000,50.386250,50.375000,-125.947914,-125.875000,17.708954,158,1364.937378,2.000000,0.000000
7473,222,0.000000,50.494583,50.375000,-124.362915,-124.375000,29.294632,158,1737.599487,2.000000,0.000000
7490,455,2200.317434,50.252914,50.375000,-66.036247,-66.125000,132.509598,158,19128.683594,3.091918,0.000000
7494,459,0.000000,50.302082,50.375000,-65.240417,-65.125000,31.516493,158,2661.888916,2.000000,0.000000
7495,460,0.000000,50.282917,50.375000,-64.907082,-64.875000,16.219593,158,1158.826538,2.000000,0.000000
7497,462,0.000000,50.319584,50.375000,-64.457916,-64.375000,61.592403,158,7623.346191,2.054836,0.000000
7498,463,0.000000,50.304585,50.375000,-64.002083,-64.125000,23.570175,158,2288.334961,2.000000,0.000000
7499,464,0.000000,50.295418,50.375000,-63.802917,-63.875000,82.853096,158,14397.087891,2.406915,0.000000
7501,469,0.000000,50.306252,50.375000,-62.721245,-62.625000,12.422544,158,1028.918335,2.000000,0.000000
7502,470,0.000000,50.271248,50.375000,-62.678749,-62.375000,12.080698,158,1009.576294,2.000000,0.000000
7504,480,0.000000,50.267918,50.375000,-59.972916,-59.875000,18.172688,158,2973.177490,2.000000,0.000000
7505,481,0.000000,50.472084,50.375000,-59.604584,-59.625000,114.598228,158,19401.173828,2.861481,0.000000
7515,726,0.000000,50.368752,50.375000,1.606251,1.625000,10.000000,158,1124.133545,2.000000,0.000000
7538,1295,2198.754001,50.382084,50.375000,143.762085,143.875000,12.739573,158,1351.219238,2.000000,0.000000
7546,218,0.000000,50.042915,50.125000,-125.258751,-125.375000,21.651031,159,1771.462891,2.000000,0.000000
7557,452,0.000000,50.020416,50.125000,-66.872086,-66.875000,44.593468,159,4125.624023,2.000000,0.000000
7558,453,0.000000,50.167915,50.125000,-66.627914,-66.625000,58.828236,159,6159.672363,2.005127,0.000000
7559,471,0.000000,50.227917,50.125000,-62.105415,-62.125000,42.898174,159,5844.345703,2.000000,0.000000
7561,473,0.000000,50.141251,50.125000,-61.697914,-61.625000,91.840080,159,16096.795898,2.542806,0.000000
7563,475,2200.764145,50.231251,50.125000,-61.078751,-61.125000,32.401150,159,3664.032715,2.000000,0.000000
7564,476,0.000000,50.245415,50.125000,-60.827911,-60.875000,15.454410,159,1537.640747,2.000000,0.000000
7565,477,0.000000,50.241249,50.125000,-60.636246,-60.625000,44.387890,159,5524.532227,2.000000,0.000000
7577,726,0.000000,50.190414,50.125000,1.632917,1.625000,13.671348,159,6212.487305,2.000000,0.000000
7607,221,0.000000,49.867085,49.875000,-124.560417,-124.625000,21.378771,160,1249.068970,2.000000,0.000000
7613,451,0.000000,49.756248,49.875000,-67.176247,-67.125000,23.630819,160,1913.686401,2.000000,0.000000
7623,492,0.000000,49.764584,49.875000,-56.902084,-56.875000,13.125813,160,1047.872803,2.000000,0.000000
7631,724,2204.784703,49.932915,49.875000,1.084583,1.125000,10.000000,160,1016.930542,2.000000,0.000000
7665,227,0.000000,49.701248,49.625000,-123.182915,-123.125000,42.224522,161,3863.930908,2.000000,0.000000
7722,445,0.000000,49.137085,49.375000,-68.377083,-68.625000,117.970779,162,18945.023438,2.906090,0.000000
7725,449,0.000000,49.312916,49.375000,-67.634583,-67.625000,22.601925,162,1928.500854,2.000000,0.000000
7735,495,2210.592020,49.488750,49.375000,-56.086250,-56.125000,13.376337,162,1255.723389,2.000000,0.000000
7742,502,2213.718551,49.253750,49.375000,-54.496246,-54.375000,38.508854,162,5220.366699,2.000000,0.000000
7747,713,0.000000,49.358749,49.375000,-1.171249,-1.625000,10.000000,162,1455.750732,2.000000,0.000000
7748,715,0.000000,49.342918,49.375000,-1.115416,-1.125000,10.000000,162,1950.313110,2.000000,0.000000
7751,719,2213.495248,49.267082,49.375000,-0.246250,-0.125000,10.000000,162,2944.612793,2.000000,0.000000
7752,720,0.000000,49.367085,49.375000,0.075417,0.125000,10.000000,162,1275.036987,2.000000,0.000000
7753,721,0.000000,49.438751,49.375000,0.376251,0.375000,10.000000,162,2328.526367,2.000000,0.000000
7754,722,2210.592020,49.483749,49.375000,0.511251,0.625000,94.336479,162,73356.570312,2.579439,0.000000
7773,1281,4426.990496,49.269585,49.375000,140.307922,140.375000,69.551872,162,21722.285156,2.192439,0.000000
7774,1288,0.000000,49.449585,49.375000,142.127914,142.125000,10.000000,162,1001.365723,2.000000,0.000000
7775,1292,4426.990496,49.273750,49.375000,143.148743,143.125000,41.760693,162,7155.726562,2.000000,0.000000
7776,1293,0.000000,49.412918,49.375000,143.320419,143.375000,10.000000,162,1043.076050,2.000000,0.000000
7777,1294,2212.378674,49.357082,49.375000,143.524582,143.625000,10.000000,162,1105.400391,2.000000,0.000000
7783,220,0.000000,49.246250,49.125000,-124.818748,-124.875000,17.726439,163,1424.802246,2.000000,0.000000
7787,228,8860.233305,49.156250,49.125000,-122.968750,-122.875000,455.334778,163,231242.656250,5.972267,0.000000
7792,446,2214.611747,49.192085,49.125000,-68.322914,-68.375000,245.210358,163,45658.066406,4.293223,0.000000
7799,458,0.000000,49.241249,49.125000,-65.313751,-65.375000,10.000000,163,1253.215820,2.000000,0.000000
7812,498,4957.014969,49.032917,49.125000,-55.400414,-55.375000,78.158134,163,11248.275391,2.333184,0.000000
7816,718,2213.271942,49.296249,49.125000,-0.091249,-0.375000,10.000000,163,1755.896362,2.000000,0.000000
7842,1288,2215.951438,49.094582,49.125000,142.042084,142.125000,11.890811,163,1280.298218,2.000000,0.000000
7851,225,0.000000,48.758751,48.875000,-123.637085,-123.625000,11.035524,164,1245.047974,2.000000,0.000000
7853,229,0.000000,48.767918,48.875000,-122.594582,-122.625000,17.112928,164,2155.011475,2.000000,0.000000
7854,442,0.000000,48.735416,48.875000,-69.067078,-69.375000,21.337791,164,1964.188232,2.000000,0.000000
7857,445,0.000000,48.942085,48.875000,-68.697083,-68.625000,116.539978,164,18968.056641,2.887239,0.000000
7859,449,0.000000,48.853748,48.875000,-67.531250,-67.625000,19.921391,164,1684.502686,2.000000,0.000000
7862,461,4439.046450,48.829582,48.875000,-64.577911,-64.625000,13.065471,164,1038.790283,2.000000,0.000000
7863,462,2220.192799,48.773750,48.875000,-64.433746,-64.375000,14.637184,164,1142.774780,2.000000,0.000000
7865,488,2217.737473,48.962082,48.875000,-57.898750,-57.875000,58.925537,164,7695.863281,2.006895,0.000000
7867,503,4965.001067,48.763748,48.875000,-54.222084,-54.125000,13.356384,164,1147.020752,2.000000,0.000000
7899,1280,4959.011747,48.966248,48.875000,140.213745,140.125000,12.717795,164,1925.310425,2.000000,0.000000
7909,443,0.000000,48.640415,48.625000,-69.092911,-69.125000,26.793518,165,2481.300537,2.000000,0.000000
7910,447,4444.402485,48.631248,48.625000,-68.132080,-68.125000,21.401138,165,1814.690796,2.000000,0.000000
7915,503,6664.595434,48.672081,48.625000,-54.002914,-54.125000,19.488338,165,1868.203735,2.000000,0.000000
7927,712,0.000000,48.537918,48.625000,-1.970417,-1.875000,10.000000,165,1019.348999,2.000000,0.000000
7928,713,2222.201242,48.632084,48.625000,-1.512917,-1.625000,10.000000,165,1113.053711,2.000000,0.000000
7929,714,0.000000,48.648750,48.625000,-1.392082,-1.375000,10.000000,165,1043.253784,2.000000,0.000000
7947,1280,2223.093728,48.552082,48.625000,140.158752,140.125000,37.453094,165,7330.661133,2.000000,0.000000
7956,230,0.000000,48.361252,48.375000,-122.472916,-122.375000,70.523582,166,8195.565430,2.208722,0.000000
7961,445,2224.655344,48.446251,48.375000,-68.537918,-68.625000,19.861822,166,1639.070801,2.000000,0.000000
7963,456,0.000000,48.164581,48.375000,-65.837082,-65.875000,19.342848,166,1448.606445,2.000000,0.000000
7977,702,2226.885652,48.275417,48.375000,-4.277916,-4.375000,10.000000,166,1787.412231,2.000000,0.000000
8005,230,0.000000,48.192085,48.125000,-122.364586,-122.375000,20.475554,167,1732.467651,2.000000,0.000000
8006,231,0.000000,48.020416,48.125000,-122.207916,-122.125000,38.510082,167,4546.581543,2.000000,0.000000
8007,440,0.000000,48.140415,48.125000,-69.767082,-69.875000,365.693573,167,87688.804688,5.313231,0.000000
8011,454,0.000000,48.112083,48.125000,-66.295410,-66.375000,14.831123,167,1164.932373,2.000000,0.000000
8013,456,0.000000,48.212917,48.125000,-65.899582,-65.875000,31.560083,167,3137.059326,2.000000,0.000000
8014,458,2230.006812,48.041248,48.125000,-65.473747,-65.375000,28.171000,167,2380.391357,2.000000,0.000000
8042,221,0.000000,47.918751,47.875000,-124.638748,-124.625000,13.331842,168,1614.407471,2.000000,0.000000
8049,441,0.000000,47.841248,47.875000,-69.552078,-69.625000,13.826756,168,1077.072021,2.000000,0.000000
8050,452,0.000000,47.989582,47.875000,-66.757080,-66.875000,82.973343,168,11946.916992,2.408777,0.000000
8061,495,6316.235043,47.802082,47.875000,-56.017914,-56.125000,26.595627,168,2820.266846,2.000000,0.000000
8072,706,0.000000,47.764584,47.875000,-3.302082,-3.375000,10.000000,168,2057.187500,2.000000,0.000000
8096,1278,0.000000,47.982082,47.875000,139.533752,139.625000,16.726471,168,2868.437012,2.000000,0.000000
8100,222,2236.689176,47.535416,47.625000,-124.347916,-124.375000,10.302074,169,1170.233032,2.000000,0.000000
8103,230,0.000000,47.672916,47.625000,-122.408752,-122.375000,12.994379,169,1530.683228,2.000000,0.000000
8105,439,0.000000,47.656250,47.625000,-70.147919,-70.125000,22.591211,169,1845.985962,2.000000,0.000000
8109,457,0.000000,47.618752,47.625000,-65.641251,-65.625000,22.925154,169,2296.741943,2.000000,0.000000
8121,491,0.000000,47.575417,47.625000,-57.112083,-57.125000,17.273996,169,2651.799561,2.000000,0.000000
8127,498,0.000000,47.711250,47.625000,-55.417084,-55.375000,13.650261,169,1228.290894,2.000000,0.000000
8128,499,0.000000,47.641251,47.625000,-55.067917,-55.125000,13.099364,169,1346.653687,2.000000,0.000000
8163,222,0.000000,47.347916,47.375000,-124.299583,-124.375000,14.497728,170,1129.678345,2.000000,0.000000
8167,230,0.000000,47.267918,47.375000,-122.426247,-122.375000,20.013178,170,2635.576904,2.000000,0.000000
8168,231,0.000000,47.577915,47.375000,-122.357918,-122.125000,11.098015,170,1181.161011,2.000000,0.000000
8172,438,0.000000,47.436249,47.375000,-70.491249,-70.375000,14.128348,170,1002.645508,2.000000,0.000000
8184,710,0.000000,47.496250,47.375000,-2.443750,-2.375000,23.903273,170,10489.015625,2.000000,0.000000
8186,712,0.000000,47.286251,47.375000,-1.972916,-1.875000,133.095596,170,116876.468750,3.099203,0.000000
8220,1291,0.000000,47.442085,47.375000,142.754578,142.875000,15.233396,170,1693.595215,2.000000,0.000000
8224,229,0.000000,47.102917,47.125000,-122.694580,-122.625000,16.759998,171,1898.370117,2.000000,0.000000
8229,435,0.000000,46.883751,47.125000,-71.142914,-71.125000,18.736074,171,1132.299438,2.000000,0.000000
8230,436,0.000000,47.034584,47.125000,-70.882080,-70.875000,14.835855,171,1070.126709,2.000000,0.000000
8232,458,3171.964294,47.074585,47.125000,-65.392082,-65.375000,73.761536,171,11740.020508,2.262240,0.000000
8245,870,0.000000,47.087917,47.125000,37.574585,37.625000,10.000000,171,5012.964355,2.000000,0.000000
8246,872,2242.472892,47.112083,47.125000,38.066250,38.125000,10.000000,171,1249.673706,2.000000,0.000000
8247,873,2242.028278,47.141251,47.125000,38.327919,38.375000,10.000000,171,1378.656860,2.000000,0.000000
8248,874,0.000000,47.182915,47.125000,38.512917,38.625000,14.579979,171,7047.613281,2.000000,0.000000
8249,876,0.000000,47.087917,47.125000,39.237919,39.125000,466.486633,171,437937.500000,6.049836,0.000000
8250,877,2243.139724,47.052082,47.125000,39.306252,39.375000,10.032991,171,5026.447754,2.000000,0.000000
8251,921,2243.139724,47.058750,47.125000,50.862919,50.375000,10.000000,171,1444.562378,2.000000,-31.000000
8252,923,2242.917462,47.069584,47.125000,50.977085,50.875000,10.000000,171,8918.316406,2.000000,-33.000000
8257,929,2243.584216,47.022919,47.125000,52.455418,52.375000,71.349655,171,74207.726562,2.222483,-37.000000
8289,1274,0.000000,47.141251,47.125000,138.706253,138.625000,12.236340,171,2111.872070,2.000000,0.000000
8290,1275,0.000000,47.231251,47.125000,138.792923,138.875000,33.660572,171,7636.496094,2.000000,0.000000
8293,224,2244.250854,46.974583,46.875000,-123.802086,-123.875000,47.722824,172,5173.699219,2.000000,0.000000
8295,435,0.000000,46.812916,46.875000,-71.195419,-71.125000,1203.273071,172,1053992.625000,10.028214,0.000000
8296,437,2244.028654,46.987083,46.875000,-70.548752,-70.625000,22.071007,172,1985.873169,2.000000,0.000000
8314,842,3182.013419,46.542915,46.875000,30.748751,30.625000,10.000000,172,2241.148926,2.000000,0.000000
8317,848,0.000000,46.896248,46.875000,32.002918,32.125000,83.135902,172,63691.601562,2.411293,0.000000
8319,867,0.000000,46.803749,46.875000,36.892918,36.875000,10.000000,172,1760.703613,2.000000,0.000000
8324,875,2245.139525,46.907917,46.875000,38.840416,38.875000,10.000000,172,1067.825562,2.000000,0.000000
8328,926,0.000000,46.852917,46.875000,51.565418,51.625000,298.103271,172,210978.796875,4.764584,-30.000000
8333,932,4489.834758,46.932915,46.875000,53.045418,53.125000,60.041515,172,69322.281250,2.027077,-30.000000
8378,1273,0.000000,46.866249,46.875000,138.482910,138.375000,10.000000,172,1067.481689,2.000000,0.000000
8396,842,4500.933796,46.509583,46.625000,30.732918,30.625000,10.000000,173,2823.798828,2.000000,0.000000
8398,844,0.000000,46.628750,46.625000,31.177917,31.125000,10.000000,173,5373.519043,2.000000,0.000000
8403,849,0.000000,46.527084,46.625000,32.379585,32.375000,552.908264,173,510713.718750,6.623858,0.000000
8404,858,0.000000,46.195415,46.625000,34.827084,34.625000,10.000000,173,2288.073975,2.000000,0.000000
8407,864,0.000000,46.660416,46.625000,36.222084,36.125000,10.000000,173,1445.834717,2.000000,0.000000
8412,874,0.000000,46.667084,46.625000,38.595417,38.625000,15.309829,173,9191.883789,2.000000,0.000000
8414,920,0.000000,46.612083,46.625000,50.018749,50.125000,10.000000,173,1910.089966,2.000000,-30.000000
8416,933,9543.216538,46.593750,46.625000,53.266251,53.375000,10.000000,173,7429.395996,2.000000,-30.000000
8462,1290,2247.804235,46.701248,46.625000,142.518753,142.625000,10.098952,173,1469.084229,2.000000,0.000000
8467,226,0.000000,46.262085,46.375000,-123.462082,-123.375000,493.394684,174,652013.312500,6.233516,0.000000
8480,475,0.000000,46.443748,46.375000,-61.107918,-61.125000,10.000000,174,1168.344482,2.000000,0.000000
8484,714,0.000000,46.320415,46.375000,-1.302082,-1.375000,10.000000,174,2001.261963,2.000000,0.000000
8485,715,0.000000,46.306252,46.375000,-1.131250,-1.125000,10.000000,174,3404.947021,2.000000,0.000000
8491,860,0.000000,46.477917,46.375000,35.176250,35.125000,10.000000,174,1409.751343,2.000000,0.000000
8492,861,3183.895325,46.437084,46.375000,35.443748,35.375000,10.000000,174,4710.640625,2.000000,0.000000
8496,873,2253.792161,46.262917,46.375000,38.286251,38.375000,20.741337,174,13531.458984,2.000000,0.000000
8497,916,3185.776450,46.336250,46.375000,49.197918,49.125000,10.000000,174,2542.415283,2.000000,-30.000000
8498,917,0.000000,46.347916,46.375000,49.457085,49.375000,10.000000,174,5400.225586,2.000000,-33.000000
8499,918,0.000000,46.377914,46.375000,49.642918,49.625000,10.000000,174,1367.665161,2.000000,-31.000000
8569,841,0.000000,46.076248,46.125000,30.472918,30.375000,107.949417,175,73236.335938,2.771704,0.000000
8575,852,0.000000,46.212917,46.125000,33.222916,33.125000,10.000000,175,2245.662842,2.000000,0.000000
8577,859,0.000000,46.147919,46.125000,34.810417,34.875000,11.639701,175,19317.179688,2.000000,0.000000
8581,916,0.000000,46.047081,46.125000,49.007084,49.125000,10.000000,175,8442.023438,2.000000,-30.000000
8621,1271,0.000000,46.097916,46.125000,137.935425,137.875000,10.000000,175,2230.810547,2.000000,0.000000
8628,461,0.000000,45.892918,45.875000,-64.605415,-64.625000,16.374485,176,1994.859619,2.000000,0.000000
8645,774,0.000000,45.750416,45.875000,13.522917,13.625000,23.176086,176,3313.056885,2.000000,0.000000
8649,840,0.000000,45.752914,45.875000,30.022917,30.125000,10.000000,176,2549.979492,2.000000,0.000000
8653,855,0.000000,45.931252,45.875000,33.758751,33.875000,10.000000,176,2292.062744,2.000000,0.000000
8655,872,0.000000,45.957916,45.875000,38.112919,38.125000,10.000000,176,3982.555664,2.000000,0.000000
8658,915,0.000000,45.917084,45.875000,48.808750,48.875000,10.000000,176,1413.520264,2.000000,-31.000000
8707,224,0.000000,45.657917,45.625000,-123.941254,-123.875000,24.718779,177,2206.191406,2.000000,0.000000
8731,770,0.000000,45.532917,45.625000,12.727917,12.625000,26.747965,177,4445.265137,2.000000,0.000000
8732,771,0.000000,45.587917,45.625000,12.862917,12.875000,15.564349,177,2615.831299,2.000000,0.000000
8733,772,0.000000,45.646248,45.625000,13.098750,13.125000,24.157291,177,2928.954102,2.000000,0.000000
8740,838,0.000000,45.582085,45.625000,29.717085,29.625000,10.000000,177,5423.539062,2.000000,0.000000
8746,871,0.000000,45.739582,45.625000,37.782085,37.875000,10.000000,177,4208.218262,2.000000,0.000000
8748,911,0.000000,45.507084,45.625000,47.767918,47.875000,1878.414062,177,1407604.125000,12.717004,-32.000000
8749,912,0.000000,45.582085,45.625000,48.009583,48.125000,10.000000,177,1146.570557,2.000000,-32.000000
8750,913,0.000000,45.742081,45.625000,48.284584,48.375000,10.000000,177,1028.625977,2.000000,-33.000000
8800,225,0.000000,45.566250,45.375000,-123.951248,-123.625000,18.074331,178,1455.028198,2.000000,0.000000
8801,455,0.000000,45.262085,45.375000,-66.078751,-66.125000,222.597763,178,54940.562500,4.077311,0.000000
8810,466,2266.834117,45.276249,45.375000,-63.473747,-63.375000,12.258967,178,2473.360840,2.000000,0.000000
8831,869,0.000000,45.351250,45.375000,37.416252,37.375000,115.892479,178,52429.402344,2.878672,0.000000
8834,910,0.000000,45.498749,45.375000,47.613750,47.625000,30.487532,178,51341.257812,2.000000,-31.000000
8836,925,2266.172544,45.332085,45.375000,51.470417,51.375000,10.000000,178,4802.389160,2.000000,-43.000000
8839,932,4533.668235,45.274582,45.375000,53.157085,53.125000,10.000000,178,1683.827271,2.000000,-29.000000
8886,1268,0.000000,45.457916,45.375000,137.202911,137.125000,12.239520,178,2686.726074,2.000000,0.000000
8895,451,0.000000,45.168751,45.125000,-67.208748,-67.125000,25.443905,179,3918.365234,2.000000,0.000000
8896,452,0.000000,45.117081,45.125000,-66.878754,-66.875000,14.958730,179,1786.945068,2.000000,0.000000
8904,472,2269.478568,45.080418,45.125000,-61.947083,-61.875000,10.747554,179,1502.017212,2.000000,0.000000
8907,717,0.000000,45.023750,45.125000,-0.533749,-0.625000,56.894428,179,23817.585938,2.000000,0.000000
8908,768,0.000000,45.184582,45.125000,12.242917,12.125000,14.257327,179,4826.187500,2.000000,0.000000
8909,769,0.000000,45.159584,45.125000,12.332084,12.375000,48.128986,179,14437.754883,2.000000,0.000000
8915,838,2267.275064,45.247917,45.125000,29.697918,29.625000,573.283386,179,787499.000000,6.752943,0.000000
8917,853,2267.936331,45.192917,45.125000,33.417084,33.375000,10.000000,179,1243.323364,2.000000,0.000000
